,POP_2015,community_space,health_wellbeing,ID_HDC_G0,lng,lat
67,249.327,4365,156,7886.0,77.28732239869163,15.632336418455806
68,123.575,8,1819,7886.0,77.25342906740897,15.631515906951327
69,113.272,253,1817,7886.0,77.25445033701968,15.631515906951323
70,284.482,349,1796,7886.0,77.25547160663037,15.631515906951327
71,130.372,397,1830,7886.0,77.25649287624107,15.631515906951323
72,18.64,2413,859,7886.0,77.26670557234822,15.631515906951323
73,16.569,2374,819,7886.0,77.2677268419589,15.631515906951323
74,69.727,2535,647,7886.0,77.26874811156962,15.631515906951327
75,279.331,2586,697,7886.0,77.26976938118032,15.631515906951327
76,261.381,2551,567,7886.0,77.27079065079103,15.631515906951323
77,218.26,2610,447,7886.0,77.27181192040176,15.631515906951323
78,265.789,2703,354,7886.0,77.27283319001246,15.631515906951325
79,226.757,2850,207,7886.0,77.27385445962317,15.631515906951323
80,259.841,2895,162,7886.0,77.27487572923387,15.631515906951323
81,250.973,3048,97,7886.0,77.27589699884457,15.631515906951323
82,292.766,3244,215,7886.0,77.2769182684553,15.631515906951323
83,283.951,3374,376,7886.0,77.27793953806602,15.631515906951323
84,226.014,3453,444,7886.0,77.27896080767673,15.631515906951323
85,209.02,3577,549,7886.0,77.27998207728744,15.631515906951327
86,101.324,3667,511,7886.0,77.28100334689815,15.631515906951323
87,221.128,3788,418,7886.0,77.28202461650886,15.631515906951327
88,215.127,3876,327,7886.0,77.28304588611957,15.631515906951323
89,217.039,3980,231,7886.0,77.28406715573027,15.631515906951323
90,246.671,4140,207,7886.0,77.285088425341,15.631515906951327
91,201.904,4201,168,7886.0,77.2861096949517,15.631515906951323
92,198.505,4243,301,7886.0,77.28713096456242,15.631515906951327
93,146.038,17,1810,7886.0,77.25323772812597,15.630695396702258
94,122.566,157,1704,7886.0,77.25425899520727,15.63069539670226
95,243.326,233,1692,7886.0,77.25528026228851,15.630695396702254
96,133.134,397,1830,7886.0,77.25630152936974,15.630695396702258
97,4.514,2391,858,7886.0,77.2644716660198,15.630695396702256
98,11.895,2369,835,7886.0,77.26549293310109,15.630695396702256
99,72.966,2282,749,7886.0,77.26651420018233,15.630695396702258
100,155.969,2353,760,7886.0,77.26753546726357,15.630695396702258
101,108.758,2528,641,7886.0,77.26855673434481,15.630695396702258
102,266.479,2529,642,7886.0,77.26957800142607,15.63069539670226
103,243.804,2421,534,7886.0,77.27059926850734,15.630695396702256
104,236.369,2456,569,7886.0,77.27162053558861,15.630695396702258
105,232.758,2547,488,7886.0,77.27264180266987,15.630695396702256
106,205.144,2718,357,7886.0,77.27366306975111,15.630695396702258
107,292.076,3064,211,7886.0,77.27570560391362,15.630695396702258
108,259.098,3184,245,7886.0,77.27672687099488,15.630695396702256
109,266.639,3287,331,7886.0,77.27774813807613,15.630695396702258
110,271.418,3363,456,7886.0,77.2787694051574,15.630695396702258
111,254.425,3446,482,7886.0,77.27979067223865,15.630695396702258
112,269.931,3595,393,7886.0,77.28081193931992,15.63069539670226
113,177.848,3684,366,7886.0,77.28183320640117,15.630695396702254
114,184.539,3789,240,7886.0,77.28285447348243,15.630695396702258
115,273.277,3855,187,7886.0,77.28387574056369,15.630695396702258
116,269.719,3973,62,7886.0,77.28489700764494,15.630695396702258
117,219.854,4116,120,7886.0,77.2859182747262,15.63069539670226
118,166.324,4178,240,7886.0,77.28693954180746,15.63069539670226
119,36.005,190,1637,7886.0,77.25406766476402,15.629874887708523
120,58.613,252,1619,7886.0,77.25508892931596,15.629874887708525
121,14.073,317,1660,7886.0,77.25611019386793,15.629874887708525
122,19.118,2281,748,7886.0,77.26428031028355,15.629874887708523
123,148.003,2272,739,7886.0,77.2653015748355,15.629874887708523
124,203.71,2232,699,7886.0,77.26632283938746,15.629874887708525
125,125.168,2291,758,7886.0,77.26734410393941,15.629874887708523
126,85.499,2459,681,7886.0,77.26836536849136,15.629874887708525
127,190.752,2461,574,7886.0,77.26938663304333,15.629874887708525
128,210.242,2323,436,7886.0,77.27040789759526,15.629874887708525
129,253.469,2381,494,7886.0,77.27142916214723,15.629874887708526
130,304.874,2455,407,7886.0,77.27245042669918,15.629874887708523
131,254.212,2687,372,7886.0,77.27347169125113,15.629874887708526
132,268.497,2741,328,7886.0,77.27449295580308,15.629874887708526
133,218.951,3010,247,7886.0,77.27551422035503,15.629874887708526
134,262.709,3010,247,7886.0,77.276535484907,15.629874887708526
135,314.168,3212,408,7886.0,77.27755674945894,15.629874887708523
136,293.563,3363,456,7886.0,77.27857801401089,15.629874887708525
137,296.962,3424,432,7886.0,77.27959927856286,15.629874887708525
138,293.669,3582,381,7886.0,77.2806205431148,15.629874887708526
139,209.392,3533,332,7886.0,77.28164180766676,15.629874887708525
140,217.889,3782,167,7886.0,77.2826630722187,15.629874887708525
141,223.04,3801,30,7886.0,77.28368433677066,15.629874887708523
142,224.208,3894,100,7886.0,77.2847056013226,15.629874887708525
143,240.883,4023,157,7886.0,77.28572686587457,15.629874887708523
144,227.129,4079,213,7886.0,77.28674813042652,15.629874887708525
145,232.599,4211,345,7886.0,77.28776939497847,15.629874887708526
146,40.731,242,1585,7886.0,77.25489760771255,15.629054379970054
147,81.994,443,1384,7886.0,77.25591886973535,15.629054379970054
148,206.406,443,1384,7886.0,77.25694013175817,15.629054379970057
149,79.285,2330,796,7886.0,77.26306770389496,15.629054379970054
150,46.467,2279,746,7886.0,77.26408896591776,15.629054379970055
151,152.942,2224,690,7886.0,77.26511022794054,15.629054379970052
152,214.278,2133,600,7886.0,77.26613148996336,15.629054379970054
153,100.793,2164,631,7886.0,77.26715275198616,15.629054379970057
154,14.338,2419,532,7886.0,77.26919527603175,15.629054379970055
155,194.894,2266,378,7886.0,77.27021653805456,15.629054379970054
156,239.609,2277,381,7886.0,77.27123780007736,15.629054379970054
157,282.145,2350,303,7886.0,77.27225906210016,15.629054379970054
158,264.568,2461,192,7886.0,77.27328032412296,15.629054379970057
159,318.416,2571,302,7886.0,77.27430158614574,15.629054379970054
160,322.293,2908,348,7886.0,77.27532284816854,15.629054379970054
161,216.242,3013,453,7886.0,77.27634411019135,15.629054379970054
162,268.922,3128,475,7886.0,77.27736537221416,15.629054379970054
163,278.163,3237,511,7886.0,77.27838663423697,15.629054379970054
164,259.523,3355,362,7886.0,77.27940789625976,15.629054379970057
165,272.799,3416,248,7886.0,77.28042915828253,15.629054379970054
166,225.217,3504,281,7886.0,77.28145042030536,15.629054379970055
167,225.27,3656,114,7886.0,77.28247168232814,15.629054379970054
168,250.548,3743,66,7886.0,77.28349294435094,15.629054379970054
169,245.822,3833,136,7886.0,77.28451420637376,15.629054379970054
170,228.722,3999,228,7886.0,77.28553546839655,15.629054379970055
171,241.786,4183,318,7886.0,77.28655673041935,15.629054379970054
172,250.814,4211,345,7886.0,77.28757799244214,15.629054379970055
173,213.693,4310,523,7886.0,77.28859925446496,15.629054379970054
174,61.761,443,1384,7886.0,77.25572755697182,15.628233873486774
175,104.024,443,1384,7886.0,77.25674881646562,15.628233873486773
176,86.719,688,1139,7886.0,77.25879133545321,15.628233873486774
177,116.045,786,1192,7886.0,77.25981259494701,15.62823387348677
178,195.001,2357,824,7886.0,77.26287637342837,15.628233873486773
179,237.484,2210,677,7886.0,77.26389763292218,15.628233873486774
180,168.289,2149,615,7886.0,77.26491889241598,15.628233873486773
181,212.738,2035,502,7886.0,77.26594015190977,15.628233873486773
182,120.813,1970,437,7886.0,77.26696141140356,15.62823387348677
183,179.494,2151,250,7886.0,77.27002518988496,15.628233873486774
184,204.613,2233,191,7886.0,77.27104644937877,15.628233873486774
185,236.688,2461,192,7886.0,77.27206770887257,15.62823387348677
186,249.486,2462,193,7886.0,77.27308896836635,15.628233873486774
187,239.821,2571,302,7886.0,77.27411022786013,15.628233873486773
188,244.813,2732,350,7886.0,77.27513148735395,15.628233873486773
189,314.486,3013,453,7886.0,77.27615274684773,15.628233873486773
190,298.077,3119,393,7886.0,77.27717400634154,15.628233873486773
191,266.851,3182,406,7886.0,77.27819526583534,15.628233873486774
192,292.395,3253,336,7886.0,77.27921652532912,15.62823387348677
193,268.975,3340,265,7886.0,77.28023778482293,15.628233873486773
194,210.507,3466,191,7886.0,77.28125904431673,15.628233873486774
195,285.013,3625,241,7886.0,77.28228030381051,15.628233873486773
196,163.509,3687,147,7886.0,77.28330156330432,15.628233873486774
197,203.975,3880,183,7886.0,77.2843228227981,15.62823387348677
198,145.826,3985,288,7886.0,77.28534408229193,15.628233873486773
199,186.822,4087,372,7886.0,77.28636534178573,15.628233873486774
200,154.163,4224,464,7886.0,77.28738660127951,15.628233873486773
201,92.933,4310,523,7886.0,77.28840786077329,15.628233873486773
202,99.899,714,1113,7886.0,77.2586000264719,15.627413368258614
203,78.084,786,1192,7886.0,77.25962128343681,15.62741336825861
204,64.163,967,1418,7886.0,77.26064254040176,15.627413368258614
205,53.241,967,1418,7886.0,77.26166379736671,15.627413368258612
206,57.315,2337,804,7886.0,77.26268505433164,15.627413368258612
207,98.881,2238,705,7886.0,77.26370631129657,15.627413368258614
208,153.26,2090,556,7886.0,77.26472756826153,15.62741336825861
209,171.741,1969,436,7886.0,77.2657488252265,15.627413368258614
210,134.567,1938,405,7886.0,77.26677008219143,15.62741336825861
211,1.752,1902,363,7886.0,77.26779133915636,15.627413368258614
212,73.497,1902,363,7886.0,77.2688125961213,15.627413368258612
213,220.756,2101,357,7886.0,77.26983385308624,15.627413368258614
214,214.49,2303,84,7886.0,77.27085511005119,15.627413368258614
215,246.034,2376,48,7886.0,77.27187636701615,15.62741336825861
216,205.993,2524,214,7886.0,77.27289762398108,15.62741336825861
217,274.18,2524,214,7886.0,77.27391888094603,15.627413368258612
218,302.697,2732,350,7886.0,77.27494013791097,15.627413368258612
219,222.296,2946,295,7886.0,77.27596139487592,15.627413368258614
220,204.825,2962,287,7886.0,77.27698265184087,15.627413368258614
221,216.986,3111,333,7886.0,77.2780039088058,15.627413368258612
222,230.315,3206,271,7886.0,77.27902516577076,15.62741336825861
223,219.057,3291,236,7886.0,77.2800464227357,15.627413368258612
224,224.474,3432,106,7886.0,77.28106767970064,15.627413368258612
225,168.448,3450,128,7886.0,77.28208893666557,15.627413368258614
226,54.963,4068,371,7886.0,77.28617396452536,15.627413368258614
227,41.14,967,1418,7886.0,77.26045123773203,15.626592864285493
228,70.975,1014,1466,7886.0,77.26147249216825,15.626592864285495
229,37.162,1114,1566,7886.0,77.26249374660449,15.626592864285493
230,113.06,2238,705,7886.0,77.26351500104074,15.626592864285493
231,142.002,2192,659,7886.0,77.26453625547698,15.626592864285495
232,48.697,1864,331,7886.0,77.26555750991324,15.626592864285495
233,31.119,1864,331,7886.0,77.26657876434946,15.626592864285493
234,45.829,1765,225,7886.0,77.26760001878571,15.626592864285495
235,267.117,2009,320,7886.0,77.26862127322194,15.626592864285495
236,312.362,2052,363,7886.0,77.26964252765819,15.626592864285493
237,287.828,2303,84,7886.0,77.27066378209443,15.626592864285493
238,221.287,2388,0,7886.0,77.27168503653068,15.626592864285493
239,203.869,2521,133,7886.0,77.27270629096691,15.626592864285495
240,221.075,2521,133,7886.0,77.27372754540316,15.626592864285495
241,258.673,2669,142,7886.0,77.2747487998394,15.626592864285493
242,296.802,3037,239,7886.0,77.27577005427564,15.626592864285493
243,248.105,3019,213,7886.0,77.27679130871186,15.626592864285495
244,257.133,3065,251,7886.0,77.27781256314812,15.626592864285495
245,245.556,3189,215,7886.0,77.27883381758437,15.626592864285495
246,261.541,3319,86,7886.0,77.27985507202061,15.626592864285495
247,219.163,3456,0,7886.0,77.28087632645685,15.626592864285493
248,136.851,3514,81,7886.0,77.28189758089309,15.626592864285495
249,7.063,3580,144,7886.0,77.28291883532934,15.626592864285493
250,0.531,3698,284,7886.0,77.28394008976558,15.626592864285493
251,65.092,1392,1844,7886.0,77.26025994643135,15.625772361567352
252,107.673,1050,1502,7886.0,77.26128119833903,15.625772361567348
253,134.283,1114,1566,7886.0,77.26230245024672,15.62577236156735
254,76.212,1258,1687,7886.0,77.2633237021544,15.625772361567352
255,84.111,1272,1679,7886.0,77.26434495406208,15.625772361567348
256,94.314,1785,249,7886.0,77.26638745787747,15.62577236156735
257,152.942,1682,153,7886.0,77.26740870978516,15.62577236156735
258,232.652,1804,172,7886.0,77.26842996169283,15.625772361567348
259,235.732,1946,190,7886.0,77.26945121360053,15.625772361567352
260,267.754,2010,186,7886.0,77.27047246550822,15.625772361567348
261,239.609,2491,236,7886.0,77.27251496932361,15.625772361567352
262,193.089,2491,236,7886.0,77.2735362212313,15.625772361567348
263,210.72,2668,122,7886.0,77.27455747313898,15.625772361567352
264,196.859,2770,0,7886.0,77.27557872504667,15.62577236156735
265,263.93,2963,55,7886.0,77.27659997695436,15.625772361567352
266,291.598,3053,146,7886.0,77.27762122886205,15.62577236156735
267,280.393,3145,192,7886.0,77.27864248076973,15.625772361567355
268,245.981,3296,87,7886.0,77.27966373267742,15.62577236156735
269,245.45,3357,42,7886.0,77.28068498458511,15.625772361567353
270,188.416,3428,128,7886.0,77.28170623649281,15.625772361567352
271,49.812,3545,178,7886.0,77.2827274884005,15.625772361567352
272,14.71,3698,284,7886.0,77.2837487403082,15.625772361567353
273,50.003,1392,1844,7886.0,77.26006866649946,15.62495186010411
274,56.822,1282,1733,7886.0,77.26108991587876,15.62495186010411
275,93.894,1268,1720,7886.0,77.26211116525805,15.624951860104108
276,77.284,1272,1679,7886.0,77.26313241463734,15.62495186010411
277,58.538,1699,1032,7886.0,77.26619616277517,15.624951860104108
278,216.571,1785,249,7886.0,77.26721741215448,15.62495186010411
279,162.394,1828,0,7886.0,77.26823866153374,15.624951860104108
280,225.005,1925,101,7886.0,77.26925991091306,15.62495186010411
281,219.429,2091,240,7886.0,77.27028116029234,15.624951860104108
282,237.644,2223,269,7886.0,77.27130240967163,15.62495186010411
283,216.296,2290,205,7886.0,77.27232365905091,15.62495186010411
284,252.141,2407,156,7886.0,77.27334490843018,15.624951860104108
285,246.087,2555,76,7886.0,77.27436615780947,15.62495186010411
286,216.242,2702,73,7886.0,77.27538740718879,15.62495186010411
287,177.264,2844,85,7886.0,77.27640865656805,15.624951860104112
288,215.287,2899,85,7886.0,77.27742990594734,15.62495186010411
289,253.947,3100,192,7886.0,77.27845115532664,15.62495186010411
290,250.814,3158,139,7886.0,77.2794724047059,15.62495186010411
291,244.919,3274,113,7886.0,77.28049365408519,15.624951860104112
292,267.329,3363,224,7886.0,77.28151490346448,15.62495186010411
293,211.888,3493,243,7886.0,77.28253615284379,15.62495186010411
294,46.095,1752,2203,7886.0,77.25374991682996,15.624131359895689
295,0.053,1752,2203,7886.0,77.25477116368101,15.624131359895692
296,53.498,1554,2005,7886.0,77.25987739793618,15.624131359895692
297,69.87,1485,1937,7886.0,77.2629411384893,15.624131359895692
298,110.967,1485,1937,7886.0,77.2639623853403,15.624131359895692
299,97.604,1568,1809,7886.0,77.26600487904238,15.624131359895692
300,108.759,1928,100,7886.0,77.26702612589342,15.624131359895694
301,218.579,1903,75,7886.0,77.26804737274446,15.624131359895692
302,187.991,1963,80,7886.0,77.26906861959549,15.624131359895692
303,222.934,2080,126,7886.0,77.27008986644653,15.624131359895694
304,257.717,2176,146,7886.0,77.27111111329756,15.624131359895692
305,255.912,2290,205,7886.0,77.2721323601486,15.624131359895692
306,221.765,2373,122,7886.0,77.27315360699963,15.624131359895689
307,290.536,2505,9,7886.0,77.27417485385067,15.624131359895692
308,292.341,2605,93,7886.0,77.2751961007017,15.624131359895694
309,260.691,2718,139,7886.0,77.27621734755273,15.624131359895696
310,197.868,2840,4,7886.0,77.27723859440378,15.624131359895692
311,230.74,3031,115,7886.0,77.27825984125481,15.624131359895689
312,223.624,3070,126,7886.0,77.27928108810585,15.624131359895692
313,194.204,3215,76,7886.0,77.28030233495687,15.624131359895692
314,200.47,3401,205,7886.0,77.28132358180791,15.624131359895692
315,238.281,3401,205,7886.0,77.28234482865896,15.624131359895692
316,83.799,3568,363,7886.0,77.28336607550999,15.624131359895692
317,56.291,1554,2005,7886.0,77.25968614074121,15.62331086094203
318,125.467,1485,1937,7886.0,77.26274987371,15.62331086094203
319,107.015,1622,2036,7886.0,77.26377111803293,15.623310860942027
320,127.58,1622,2036,7886.0,77.26479236235588,15.62331086094203
321,97.631,1883,1494,7886.0,77.26785609532467,15.62331086094203
322,185.123,1984,0,7886.0,77.26887733964762,15.62331086094203
323,196.434,2068,25,7886.0,77.26989858397056,15.623310860942032
324,229.89,2239,89,7886.0,77.27091982829347,15.623310860942029
325,220.066,2331,180,7886.0,77.27194107261641,15.623310860942029
326,214.224,2447,169,7886.0,77.27296231693936,15.623310860942032
327,304.025,2585,29,7886.0,77.27398356126228,15.62331086094203
328,277.047,2605,93,7886.0,77.27500480558523,15.62331086094203
329,227.66,2724,146,7886.0,77.27602604990815,15.62331086094203
330,205.728,2836,9,7886.0,77.27704729423108,15.62331086094203
331,216.296,2989,0,7886.0,77.27806853855402,15.62331086094203
332,251.823,3062,53,7886.0,77.27908978287695,15.62331086094203
333,191.23,3224,0,7886.0,77.28011102719988,15.62331086094203
334,186.822,3312,90,7886.0,77.28113227152282,15.62331086094203
335,229.784,3401,205,7886.0,77.28215351584578,15.62331086094203
336,146.463,3561,365,7886.0,77.28317476016869,15.62331086094203
337,73.975,3763,487,7886.0,77.28521724881456,15.62331086094203
338,19.118,3881,521,7886.0,77.28623849313749,15.62331086094203
339,192.08,3975,614,7886.0,77.28725973746043,15.62331086094203
340,192.876,4074,714,7886.0,77.28828098178336,15.623310860942032
341,89.449,1810,1990,7886.0,77.2625586202993,15.62249036324305
342,123.238,1764,1945,7886.0,77.26357986209429,15.62249036324305
343,116.167,1883,1494,7886.0,77.26766482927424,15.62249036324305
344,94.792,1883,1494,7886.0,77.2686860710692,15.622490363243047
345,214.755,2049,0,7886.0,77.26970731286418,15.62249036324305
346,202.223,2196,0,7886.0,77.27072855465917,15.622490363243049
347,218.685,2307,111,7886.0,77.27174979645416,15.62249036324305
348,224.474,2383,165,7886.0,77.27277103824913,15.62249036324305
349,213.534,2516,133,7886.0,77.27379228004412,15.622490363243049
350,257.558,2649,0,7886.0,77.2748135218391,15.62249036324305
351,217.889,2703,26,7886.0,77.2758347636341,15.622490363243049
352,152.835,2825,0,7886.0,77.27685600542905,15.62249036324305
353,173.918,3068,26,7886.0,77.27787724722404,15.622490363243049
354,216.455,3074,0,7886.0,77.27889848901904,15.62249036324305
355,203.55,3236,27,7886.0,77.279919730814,15.622490363243049
356,275.72,3329,0,7886.0,77.28094097260899,15.622490363243049
357,225.748,3428,10,7886.0,77.28196221440398,15.622490363243049
358,191.602,3590,57,7886.0,77.28298345619898,15.62249036324305
359,197.337,3866,419,7886.0,77.28502593978894,15.622490363243047
360,131.275,3873,488,7886.0,77.28604718158391,15.62249036324305
361,146.25,3975,614,7886.0,77.28706842337891,15.622490363243049
362,179.494,4074,714,7886.0,77.28808966517389,15.62249036324305
363,91.039,1974,1924,7886.0,77.26134613898972,15.621669866798674
364,50.652,1935,1924,7886.0,77.26236737825693,15.621669866798678
365,107.24,1912,1796,7886.0,77.2633886175241,15.621669866798678
366,75.106,2060,1654,7886.0,77.26440985679126,15.621669866798676
367,99.239,2060,1654,7886.0,77.26543109605845,15.621669866798678
368,77.138,2132,1595,7886.0,77.26645233532564,15.621669866798676
369,216.402,1990,1557,7886.0,77.26747357459281,15.621669866798678
370,145.613,1990,1557,7886.0,77.26849481386,15.621669866798678
371,147.79,2349,153,7886.0,77.27155853166157,15.621669866798676
372,180.662,2341,145,7886.0,77.27257977092873,15.621669866798678
373,139.719,2496,152,7886.0,77.2736010101959,15.621669866798676
374,187.725,2741,92,7886.0,77.27462224946309,15.621669866798676
375,191.177,2757,71,7886.0,77.27564348873027,15.621669866798676
376,126.761,2808,121,7886.0,77.27666472799746,15.621669866798676
377,243.06,2962,59,7886.0,77.27768596726463,15.621669866798678
378,202.01,3039,0,7886.0,77.27870720653182,15.621669866798678
379,167.174,3192,124,7886.0,77.27972844579901,15.621669866798678
380,248.849,3329,0,7886.0,77.28074968506617,15.621669866798674
381,178.857,3423,27,7886.0,77.28177092433336,15.621669866798676
382,170.891,3569,28,7886.0,77.28279216360055,15.621669866798678
383,184.698,3547,0,7886.0,77.28381340286771,15.621669866798674
384,145.666,3891,359,7886.0,77.28483464213491,15.621669866798678
385,71.107,3906,372,7886.0,77.2858558814021,15.621669866798676
386,49.151,2130,2080,7886.0,77.26013367410351,15.620849371608841
387,44.554,2053,2003,7886.0,77.26115491084305,15.620849371608845
388,19.684,1974,1924,7886.0,77.26217614758258,15.620849371608843
389,69.016,1936,1773,7886.0,77.2631973843221,15.620849371608845
390,117.674,2083,1629,7886.0,77.26421862106163,15.620849371608845
391,72.691,2060,1654,7886.0,77.26523985780118,15.620849371608841
392,75.413,2235,1485,7886.0,77.2662610945407,15.620849371608847
393,149.105,2123,1424,7886.0,77.26728233128024,15.620849371608843
394,158.213,2123,1424,7886.0,77.26830356801975,15.620849371608845
395,123.734,2461,265,7886.0,77.27136727823836,15.620849371608843
396,125.115,2510,314,7886.0,77.27238851497788,15.620849371608841
397,108.174,2823,173,7886.0,77.27443098845694,15.620849371608843
398,163.403,2741,92,7886.0,77.27545222519647,15.620849371608843
399,127.026,2879,193,7886.0,77.27647346193602,15.620849371608845
400,129.098,2970,0,7886.0,77.27749469867554,15.620849371608841
401,204.028,3059,89,7886.0,77.27851593541507,15.620849371608845
402,186.929,3214,174,7886.0,77.27953717215459,15.620849371608841
403,233.926,3230,187,7886.0,77.28055840889414,15.620849371608845
404,177.157,3404,81,7886.0,77.28157964563366,15.620849371608843
405,250.707,3560,0,7886.0,77.2826008823732,15.620849371608841
406,212.1,3560,0,7886.0,77.28362211911272,15.620849371608845
407,133.187,3752,219,7886.0,77.28464335585224,15.620849371608841
408,0.0,2308,2258,7886.0,77.25892122563998,15.620028877673475
409,21.295,2264,2214,7886.0,77.25994245985201,15.620028877673477
410,100.87,2130,2080,7886.0,77.26096369406403,15.620028877673475
411,87.351,2275,1434,7886.0,77.2660698651242,15.620028877673477
412,154.218,2212,1335,7886.0,77.26709109933623,15.620028877673475
413,88.097,2510,314,7886.0,77.27117603618436,15.620028877673475
414,133.939,2510,314,7886.0,77.2721972703964,15.620028877673478
415,62.982,2908,261,7886.0,77.27423973882046,15.620028877673473
416,152.995,2922,275,7886.0,77.27526097303247,15.620028877673475
417,200.523,2975,326,7886.0,77.27628220724452,15.620028877673473
418,129.894,3059,89,7886.0,77.27730344145654,15.620028877673473
419,157.827,3059,89,7886.0,77.27832467566856,15.620028877673475
420,182.627,3230,187,7886.0,77.27934590988062,15.620028877673477
421,222.774,3263,279,7886.0,77.28036714409261,15.620028877673475
422,184.167,3418,0,7886.0,77.28138837830465,15.620028877673478
423,153.42,3511,0,7886.0,77.28240961251669,15.620028877673473
424,245.875,3627,43,7886.0,77.28343084672872,15.620028877673475
425,195.744,3678,83,7886.0,77.28445208094075,15.620028877673477
426,210.56,4013,393,7886.0,77.28649454936482,15.620028877673473
427,170.679,4231,611,7886.0,77.28751578357685,15.620028877673477
428,124.318,2705,2655,7886.0,77.25668756191378,15.619208384992495
429,25.065,2351,2301,7886.0,77.25873002528313,15.619208384992495
430,41.93,2308,2258,7886.0,77.2597512569678,15.619208384992497
431,193.892,2232,1315,7886.0,77.26689987876058,15.619208384992493
432,83.294,2467,1080,7886.0,77.26894234212992,15.619208384992493
