,POP_2015,active_living,community_space,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
57,31.215,4242,1669,798,1034,1747,1494,6396.0,70.91696567518125,26.9222718772902
58,62.351,4204,1754,916,1119,1832,1579,6396.0,70.9180368556248,26.9222718772902
59,38.913,4272,1842,1004,1207,1920,1667,6396.0,70.91910803606835,26.922271877290196
60,3.679,3582,1879,1227,915,1923,1472,6396.0,70.92232157739902,26.9222718772902
61,86.681,3673,2046,1394,1081,2085,1638,6396.0,70.92339275784258,26.922271877290203
62,80.244,3730,2111,1459,1146,2150,1703,6396.0,70.92446393828612,26.9222718772902
63,103.655,3851,2328,1677,1364,2368,1921,6396.0,70.92553511872967,26.9222718772902
64,106.204,3931,2400,1749,1436,2440,1993,6396.0,70.92660629917322,26.9222718772902
65,92.225,4094,2534,1882,1569,2573,2126,6396.0,70.92767747961679,26.9222718772902
66,108.516,4108,2520,1868,1555,2559,2112,6396.0,70.92874866006034,26.9222718772902
67,93.618,4311,2657,2006,1693,2697,2250,6396.0,70.9298198405039,26.9222718772902
68,85.499,4299,2756,2104,1792,2795,2348,6396.0,70.93089102094743,26.9222718772902
69,0.184,4299,2756,2104,1792,2795,2348,6396.0,70.93196220139097,26.922271877290196
70,26.958,4641,1658,586,18,1315,1493,6396.0,70.90699544091997,26.921426960873585
71,28.377,4652,1670,598,0,1327,1505,6396.0,70.90806661638419,26.92142696087359
72,51.736,4573,1590,519,202,1248,1425,6396.0,70.90913779184838,26.921426960873585
73,49.134,4554,1578,572,273,1300,1413,6396.0,70.91020896731258,26.92142696087359
74,67.317,4290,1406,535,771,1484,1231,6396.0,70.91556484463362,26.921426960873593
75,39.912,4257,1600,762,965,1678,1425,6396.0,70.91663602009783,26.921426960873593
76,39.255,4271,1634,796,999,1712,1459,6396.0,70.91770719556204,26.92142696087359
77,49.896,4272,1842,1004,1207,1920,1667,6396.0,70.91877837102625,26.92142696087359
78,18.734,3660,1802,1150,838,1846,1395,6396.0,70.92199189741888,26.921426960873593
79,96.508,3699,1850,1198,885,1889,1442,6396.0,70.92306307288307,26.92142696087359
80,91.831,3764,2014,1362,1050,2054,1607,6396.0,70.92413424834727,26.921426960873585
81,97.323,3847,2066,1414,1102,2105,1659,6396.0,70.92520542381148,26.92142696087359
82,93.933,3996,2283,1631,1319,2322,1876,6396.0,70.92627659927571,26.92142696087359
83,121.627,4048,2283,1631,1319,2322,1876,6396.0,70.9273477747399,26.921426960873585
84,86.077,4122,2506,1854,1541,2545,2098,6396.0,70.9284189502041,26.92142696087359
85,12.901,4652,1670,598,0,1327,1505,6396.0,70.90666584529144,26.920582046856453
86,4.178,4652,1670,598,0,1327,1505,6396.0,70.90773701577655,26.920582046856456
87,59.066,4548,1566,494,178,1223,1401,6396.0,70.90880818626164,26.920582046856453
88,64.4,4410,1434,428,386,1156,1269,6396.0,70.9098793567467,26.920582046856456
89,27.142,4338,1370,356,418,1171,1205,6396.0,70.91095052723178,26.920582046856453
90,28.062,4085,1200,330,565,1278,1026,6396.0,70.91416403868703,26.920582046856453
91,32.975,4224,1340,469,705,1418,1165,6396.0,70.91523520917212,26.920582046856456
92,68.893,4203,1530,692,895,1608,1355,6396.0,70.91630637965721,26.920582046856453
93,51.972,4233,1561,723,926,1639,1386,6396.0,70.91737755014229,26.920582046856456
94,23.989,3688,1712,1060,747,1756,1304,6396.0,70.92166223208262,26.920582046856456
95,93.644,3737,1765,1139,823,1805,1358,6396.0,70.9227334025677,26.920582046856456
96,99.425,3741,1770,1151,834,1809,1363,6396.0,70.92380457305278,26.920582046856453
97,95.142,3971,2022,1370,1057,2061,1614,6396.0,70.92487574353787,26.920582046856453
98,68.552,4010,2229,1577,1265,2268,1822,6396.0,70.92594691402294,26.920582046856456
99,78.51,4010,2229,1577,1265,2268,1822,6396.0,70.92701808450803,26.920582046856453
100,59.434,4370,1388,316,0,1045,1223,6396.0,70.90847859531557,26.9197371352387
101,130.482,4370,1388,316,0,1045,1223,6396.0,70.90954976082175,26.919737135238698
102,78.063,4259,1295,277,363,1115,1130,6396.0,70.91062092632792,26.919737135238698
103,42.487,4259,1295,277,363,1115,1130,6396.0,70.9116920918341,26.919737135238698
104,70.023,4101,1216,195,472,1225,1042,6396.0,70.91276325734029,26.9197371352387
105,14.399,4078,1194,248,504,1237,1019,6396.0,70.91383442284648,26.9197371352387
106,16.921,4079,1194,324,559,1273,1020,6396.0,70.91490558835264,26.9197371352387
107,24.751,4105,1388,518,753,1466,1213,6396.0,70.91597675385883,26.919737135238694
108,58.935,4121,1449,611,814,1527,1274,6396.0,70.917047919365,26.919737135238698
109,79.535,3632,1515,864,551,1700,1132,6396.0,70.91919025037737,26.9197371352387
110,103.524,3632,1515,864,551,1700,1132,6396.0,70.92026141588356,26.9197371352387
111,95.142,3630,1606,954,641,1698,1210,6396.0,70.92133258138972,26.9197371352387
112,109.541,3730,1758,1139,823,1797,1351,6396.0,70.92240374689592,26.919737135238698
113,65.425,3696,1725,1106,789,1764,1317,6396.0,70.92347491240209,26.9197371352387
114,96.823,3972,2001,1349,1036,2040,1593,6396.0,70.92454607790826,26.9197371352387
115,91.831,3791,1822,1209,886,1859,1414,6396.0,70.92561724341444,26.919737135238698
116,37.127,3896,1926,1314,990,1964,1519,6396.0,70.92668840892063,26.9197371352387
117,31.924,4546,1547,475,93,1129,1382,6396.0,70.9060066979547,26.91889222602022
118,55.256,4498,1499,427,45,1081,1334,6396.0,70.90707785848218,26.918892226020215
119,98.347,4399,1399,328,53,1057,1234,6396.0,70.9081490190097,26.91889222602022
120,71.547,4258,1276,204,0,933,1111,6396.0,70.90922017953717,26.918892226020215
121,105.074,4162,1198,180,266,1018,1033,6396.0,70.91029134006469,26.91889222602022
122,93.513,4072,1145,90,271,1024,978,6396.0,70.91136250059219,26.918892226020215
123,76.04,4108,1219,126,403,1156,1049,6396.0,70.91243366111969,26.918892226020223
124,102.105,3992,1108,304,473,1186,933,6396.0,70.91350482164718,26.91889222602022
125,82.241,3980,1095,316,460,1173,920,6396.0,70.91457598217467,26.918892226020215
126,94.958,4004,1175,450,541,1254,1001,6396.0,70.91564714270217,26.91889222602022
127,64.059,3970,1297,537,662,1376,1123,6396.0,70.91671830322967,26.918892226020215
128,74.963,3599,1483,827,518,1617,1099,6396.0,70.91886062428468,26.91889222602022
129,104.837,3598,1482,830,518,1666,1099,6396.0,70.91993178481218,26.918892226020215
130,128.012,3542,1463,812,499,1610,1080,6396.0,70.92100294533967,26.91889222602022
131,92.856,3515,1539,920,603,1583,1132,6396.0,70.92207410586715,26.91889222602022
132,88.074,3638,1668,1055,732,1706,1261,6396.0,70.92314526639464,26.918892226020215
133,77.827,3730,1761,1148,825,1798,1353,6396.0,70.92421642692214,26.91889222602022
134,86.681,3896,1926,1314,990,1964,1519,6396.0,70.92528758744966,26.918892226020223
135,8.487,3896,1926,1314,990,1964,1519,6396.0,70.92635874797715,26.91889222602022
136,107.806,4585,1583,554,130,1142,1418,6396.0,70.9056771462454,26.918047319200923
137,66.187,4487,1487,447,83,1058,1322,6396.0,70.90674830179444,26.918047319200927
138,66.45,4258,1256,184,27,913,1091,6396.0,70.90781945734348,26.918047319200923
139,65.53,4249,1258,194,18,915,1093,6396.0,70.9088906128925,26.918047319200923
140,79.088,4132,1150,180,141,879,985,6396.0,70.90996176844155,26.918047319200923
141,82.398,4068,1117,86,189,942,952,6396.0,70.91103292399059,26.918047319200923
142,71.967,3920,1033,60,264,1010,861,6396.0,70.91210407953962,26.91804731920092
143,79.219,3859,975,268,340,1053,800,6396.0,70.91317523508866,26.918047319200927
144,82.241,3859,975,268,340,1053,800,6396.0,70.91424639063769,26.918047319200927
145,97.612,3997,1141,434,506,1219,966,6396.0,70.91531754618671,26.918047319200927
146,102.893,3910,1228,519,593,1306,1053,6396.0,70.91638870173577,26.918047319200927
147,55.913,3747,1390,678,667,1468,1215,6396.0,70.9174598572848,26.918047319200927
148,94.012,3533,1417,765,452,1601,1034,6396.0,70.91853101283384,26.918047319200923
149,77.354,3496,1344,692,415,1552,996,6396.0,70.91960216838288,26.918047319200923
150,100.16,3418,1306,655,342,1486,923,6396.0,70.92067332393191,26.918047319200923
151,89.283,3429,1454,835,518,1497,1046,6396.0,70.92174447948096,26.918047319200927
152,124.596,3510,1540,928,605,1578,1133,6396.0,70.92281563502998,26.918047319200923
153,110.854,3615,1645,1049,709,1683,1238,6396.0,70.92388679057903,26.918047319200923
154,24.699,3597,1628,1031,692,1665,1220,6396.0,70.92495794612806,26.918047319200927
155,88.547,4494,1492,484,0,1051,1327,6396.0,70.9053476091748,26.917202414780707
156,81.216,4451,1449,441,42,1008,1284,6396.0,70.90641875974559,26.91720241478071
157,102.131,4258,1256,184,0,885,1091,6396.0,70.90748991031637,26.91720241478071
158,74.174,4152,1150,78,109,807,984,6396.0,70.9085610608872,26.917202414780707
159,90.439,4065,1063,105,196,784,897,6396.0,70.90963221145797,26.91720241478071
160,111.012,3990,988,118,187,860,823,6396.0,70.91070336202878,26.91720241478071
161,108.542,3944,995,47,194,940,830,6396.0,70.91177451259956,26.917202414780707
162,94.748,3781,897,164,232,949,722,6396.0,70.91284566317036,26.9172024147807
163,124.491,3680,795,89,281,907,621,6396.0,70.91391681374117,26.917202414780707
164,145.721,3620,743,29,400,978,561,6396.0,70.91498796431195,26.91720241478071
165,96.981,3747,1390,678,667,1468,1215,6396.0,70.91713026545355,26.917202414780707
166,96.561,3512,1250,536,394,1485,975,6396.0,70.91927256659515,26.917202414780707
167,117.87,3323,1231,683,267,1391,848,6396.0,70.92034371716593,26.91720241478071
168,74.963,3289,1303,707,367,1357,895,6396.0,70.92141486773673,26.917202414780707
169,122.337,3370,1401,804,465,1438,993,6396.0,70.92248601830754,26.917202414780707
170,96.561,3534,1565,968,629,1602,1157,6396.0,70.92355716887833,26.917202414780707
171,38.335,3597,1628,1031,692,1665,1220,6396.0,70.92462831944914,26.91720241478071
172,47.61,1220,2668,1973,1948,966,2201,6396.0,70.93319752401551,26.9172024147807
173,28.719,1150,2598,1903,1878,896,2131,6396.0,70.93426867458629,26.917202414780707
174,36.864,991,2642,1947,1922,940,2175,6396.0,70.9353398251571,26.91720241478071
175,0.079,1086,2736,2041,2017,1035,2270,6396.0,70.93641097572788,26.917202414780707
176,3.915,899,2917,2222,2197,1216,2451,6396.0,70.93748212629869,26.917202414780707
177,37.573,800,3056,2361,2336,1355,2590,6396.0,70.9385532768695,26.91720241478071
178,68.341,719,3172,2477,2452,1470,2705,6396.0,70.93962442744028,26.917202414780707
179,69.813,672,3226,2531,2506,1524,2759,6396.0,70.94069557801107,26.91720241478071
180,0.815,570,3306,2611,2586,1604,2839,6396.0,70.94176672858188,26.91720241478071
181,0.0,348,3546,2851,2827,1845,3080,6396.0,70.94283787915269,26.91720241478071
182,0.0,344,3550,2856,2831,1849,3084,6396.0,70.94390902972349,26.91720241478071
183,57.201,4494,1492,484,0,1051,1327,6396.0,70.90501808674234,26.916357512759465
184,100.029,4369,1367,359,124,926,1202,6396.0,70.90608923233512,26.916357512759472
185,96.351,4343,1341,333,150,900,1176,6396.0,70.9071603779279,26.916357512759465
186,70.286,4080,1078,70,38,658,913,6396.0,70.90823152352067,26.916357512759472
187,104.942,3975,973,41,132,666,808,6396.0,70.90930266911346,26.916357512759472
188,97.874,3872,870,32,68,741,705,6396.0,70.91037381470622,26.916357512759472
189,111.905,3803,801,0,0,810,636,6396.0,70.91144496029901,26.916357512759472
190,122.547,3707,705,95,95,751,540,6396.0,70.9125161058918,26.916357512759465
191,141.754,3598,701,148,306,813,536,6396.0,70.91358725148457,26.916357512759472
192,90.544,3578,701,27,397,936,519,6396.0,70.91465839707736,26.916357512759472
193,114.139,3471,745,123,357,1048,443,6396.0,70.91572954267012,26.916357512759472
194,117.318,3547,828,199,274,1131,526,6396.0,70.91680068826292,26.916357512759472
195,98.742,3395,869,389,99,1264,486,6396.0,70.91787183385567,26.916357512759472
196,128.643,3370,971,481,7,1366,588,6396.0,70.91894297944847,26.916357512759472
197,130.771,3288,1051,560,86,1356,668,6396.0,70.92001412504123,26.916357512759465
198,84.474,3208,1164,568,229,1276,757,6396.0,70.92108527063401,26.916357512759472
199,103.524,3500,1531,934,595,1568,1123,6396.0,70.92215641622677,26.916357512759465
200,96.64,3469,1500,903,564,1537,1092,6396.0,70.92322756181957,26.916357512759472
201,1.051,1111,2521,1826,1801,820,2055,6396.0,70.93393901774735,26.916357512759472
202,37.468,915,2718,2023,1998,1016,2252,6396.0,70.93501016334012,26.916357512759465
203,58.199,870,3081,2386,2361,1380,2615,6396.0,70.9360813089329,26.916357512759472
204,85.368,811,3016,2321,2296,1315,2550,6396.0,70.93715245452569,26.916357512759472
205,77.433,744,3078,2383,2359,1377,2612,6396.0,70.93822360011848,26.916357512759465
206,94.932,641,3184,2489,2464,1483,2718,6396.0,70.93929474571124,26.916357512759472
207,106.861,587,3238,2543,2518,1537,2772,6396.0,70.94036589130401,26.916357512759465
208,0.578,501,3325,2630,2605,1624,2859,6396.0,70.9414370368968,26.916357512759472
209,62.535,4266,1264,256,97,823,1099,6396.0,70.90575971956251,26.915512613137114
210,23.411,4266,1264,256,97,823,1099,6396.0,70.90683086017748,26.915512613137118
211,49.134,4100,1098,107,11,644,933,6396.0,70.90790200079246,26.915512613137114
212,61.904,4084,1082,103,5,625,917,6396.0,70.90897314140744,26.915512613137118
213,100.555,3975,973,0,103,638,808,6396.0,70.91004428202243,26.915512613137114
214,106.755,3733,725,179,179,668,566,6396.0,70.91111542263741,26.915512613137118
215,101.684,3674,669,102,172,702,506,6396.0,70.91218656325238,26.915512613137118
216,114.007,3572,615,84,250,752,450,6396.0,70.91325770386736,26.915512613137114
217,113.35,3489,587,99,337,823,406,6396.0,70.91432884448234,26.915512613137118
218,94.222,3395,643,195,426,946,341,6396.0,70.91539998509734,26.915512613137118
219,90.045,3324,701,269,396,1117,339,6396.0,70.9164711257123,26.915512613137118
220,112.799,3332,799,373,164,1194,416,6396.0,70.91754226632729,26.91551261313712
221,112.667,3300,870,367,171,1261,483,6396.0,70.91861340694227,26.915512613137114
222,91.726,3207,989,401,270,1275,582,6396.0,70.91968454755724,26.915512613137118
223,81.505,3145,1147,530,229,1213,739,6396.0,70.92075568817224,26.915512613137114
224,70.548,3067,1147,525,307,1135,739,6396.0,70.92182682878722,26.91551261313712
225,30.505,931,2860,2165,2140,1158,2393,6396.0,70.93468051616698,26.91551261313712
226,68.657,861,2930,2235,2210,1228,2463,6396.0,70.93575165678195,26.915512613137114
227,113.955,752,2934,2240,2215,1233,2468,6396.0,70.93682279739694,26.915512613137118
228,110.854,660,3035,2340,2316,1334,2569,6396.0,70.93789393801192,26.91551261313712
229,108.306,591,3093,2398,2373,1391,2626,6396.0,70.9389650786269,26.915512613137114
230,100.633,524,3302,2607,2582,1601,2836,6396.0,70.94003621924186,26.915512613137118
231,0.841,280,3353,2658,2633,1651,2886,6396.0,70.94110735985686,26.91551261313712
232,102.788,4741,1933,1092,581,797,1574,6396.0,70.9032879501524,26.914667715913545
233,56.412,3984,976,258,154,465,817,6396.0,70.9086436283394,26.91466771591354
234,82.977,3841,833,234,298,434,673,6396.0,70.90971476397681,26.914667715913545
235,111.327,3755,747,276,326,520,587,6396.0,70.91078589961423,26.91466771591355
236,95.431,3599,591,134,286,585,432,6396.0,70.91185703525163,26.91466771591354
237,73.833,3557,575,32,264,702,410,6396.0,70.91292817088903,26.914667715913545
238,103.287,3441,491,82,368,813,298,6396.0,70.91399930652643,26.91466771591355
239,106.834,3341,545,153,468,952,249,6396.0,70.91507044216385,26.91466771591355
240,110.197,3263,615,213,430,1030,253,6396.0,70.91614157780126,26.914667715913545
241,99.819,3206,668,234,304,1062,284,6396.0,70.91721271343864,26.914667715913545
242,115.636,3176,735,237,256,1113,335,6396.0,70.91828384907606,26.914667715913545
243,95.878,3202,909,319,304,1270,502,6396.0,70.91935498471346,26.914667715913545
244,94.879,3150,1005,383,333,1218,597,6396.0,70.92042612035085,26.91466771591355
245,33.869,3031,1139,518,349,1099,732,6396.0,70.92149725598826,26.914667715913545
246,39.085,1932,1701,1006,981,0,1235,6396.0,70.92685293417529,26.91466771591355
247,45.272,1806,1826,1131,1107,125,1360,6396.0,70.92792406981269,26.914667715913545
248,19.391,1806,1826,1131,1107,125,1360,6396.0,70.92899520545011,26.914667715913545
249,20.048,1029,2759,2064,2039,1263,2293,6396.0,70.9343508836371,26.914667715913545
250,91.674,935,2854,2159,2134,1322,2387,6396.0,70.93542201927453,26.91466771591355
251,80.638,767,2956,2261,2237,1296,2490,6396.0,70.93649315491194,26.914667715913545
252,72.072,708,3048,2353,2328,1371,2582,6396.0,70.93756429054935,26.91466771591355
253,76.96,506,3127,2432,2407,1425,2660,6396.0,70.93863542618674,26.91466771591355
254,79.929,458,3217,2522,2497,1515,2750,6396.0,70.93970656182412,26.914667715913545
255,11.614,337,3295,2600,2576,1594,2829,6396.0,70.94077769746154,26.914667715913538
256,3.048,21,3617,2922,2897,1916,3151,6396.0,70.94291996873635,26.91466771591355
257,25.855,6,3633,2938,2913,1932,3167,6396.0,70.94399110437374,26.91466771591355
258,70.837,3984,976,258,154,465,817,6396.0,70.90831412990886,26.91382282108865
259,85.919,3900,892,258,308,395,733,6396.0,70.9093852605689,26.91382282108865
260,104.023,3849,841,312,360,412,682,6396.0,70.91045639122895,26.913822821088644
261,74.621,3727,719,279,381,465,559,6396.0,70.911527521889,26.913822821088647
262,94.538,3701,118,19,831,1205,534,6396.0,70.91259865254904,26.91382282108865
263,74.858,3452,231,37,581,955,285,6396.0,70.91366978320909,26.91382282108865
264,92.541,3335,467,68,448,897,168,6396.0,70.91474091386915,26.91382282108864
265,113.771,3253,484,69,386,927,154,6396.0,70.91581204452919,26.91382282108865
266,104.207,3117,579,119,284,949,171,6396.0,70.91688317518924,26.913822821088644
267,121.969,3058,673,120,225,1043,265,6396.0,70.9179543058493,26.91382282108865
268,107.465,3031,732,110,215,1099,324,6396.0,70.91902543650936,26.91382282108865
269,24.62,1932,1701,1006,981,0,1235,6396.0,70.92652335112969,26.91382282108865
270,57.096,1932,1701,1006,981,0,1235,6396.0,70.92759448178974,26.91382282108865
271,16.737,1806,1826,1131,1107,125,1360,6396.0,70.92866561244979,26.913822821088644
272,0.026,1185,2604,1909,1884,1419,2137,6396.0,70.93402126575003,26.91382282108865
273,28.614,935,2854,2159,2134,1322,2387,6396.0,70.93509239641006,26.913822821088644
274,89.414,962,2955,2260,2236,1397,2489,6396.0,70.93616352707012,26.91382282108865
275,100.949,755,3034,2339,2314,1463,2567,6396.0,70.93723465773019,26.913822821088644
276,75.541,650,3154,2459,2435,1523,2688,6396.0,70.93830578839022,26.91382282108865
277,102.998,571,3283,2588,2563,1608,2817,6396.0,70.93937691905026,26.91382282108865
278,37.941,509,3340,2645,2620,1689,2874,6396.0,70.94044804971033,26.91382282108865
279,0.0,30,3615,2920,2895,1914,3149,6396.0,70.94259031103044,26.91382282108865
280,0.0,19,3626,2931,2906,1925,3160,6396.0,70.94366144169047,26.91382282108865
281,12.008,4473,1665,824,313,528,1306,6396.0,70.90477126906652,26.91297792866234
282,23.595,4473,1665,824,313,528,1306,6396.0,70.90584239474943,26.91297792866233
283,89.756,3972,964,312,338,326,805,6396.0,70.90905577179815,26.912977928662333
284,112.299,3947,939,376,307,293,780,6396.0,70.91012689748106,26.912977928662333
285,65.372,3658,25,25,788,1162,491,6396.0,70.91119802316398,26.912977928662333
286,89.782,3646,12,12,775,1149,479,6396.0,70.91226914884687,26.912977928662333
287,73.255,3473,160,23,602,976,305,6396.0,70.91334027452982,26.912977928662336
288,55.834,3320,312,0,449,823,153,6396.0,70.91441140021273,26.91297792866233
289,83.449,3198,443,60,328,777,39,6396.0,70.91548252589564,26.91297792866233
290,119.551,3129,503,57,258,815,37,6396.0,70.91655365157857,26.912977928662333
291,93.854,3003,686,64,170,1051,278,6396.0,70.91762477726148,26.912977928662333
292,116.95,2937,826,123,130,1005,406,6396.0,70.91869590294439,26.912977928662333
293,118.369,2903,889,196,182,971,473,6396.0,70.9197670286273,26.912977928662333
294,47.821,2820,1202,507,483,888,736,6396.0,70.9208381543102,26.91297792866233
295,67.632,1636,2753,2058,2033,1870,2286,6396.0,70.93047828545645,26.912977928662333
296,41.909,1185,2604,1909,1884,1419,2137,6396.0,70.9336916625052,26.912977928662333
297,31.977,1245,2687,1992,1967,1479,2221,6396.0,70.9347627881881,26.912977928662333
298,83.844,1354,2768,2073,2048,1588,2301,6396.0,70.93583391387104,26.912977928662333
299,85.184,906,3067,2372,2347,1554,2601,6396.0,70.93690503955393,26.91297792866233
300,96.219,783,3239,2544,2519,1655,2772,6396.0,70.93797616523686,26.91297792866233
301,96.587,640,3337,2642,2618,1697,2871,6396.0,70.93904729091976,26.912977928662336
302,54.836,536,3399,2704,2679,1748,2933,6396.0,70.94011841660267,26.912977928662333
303,32.056,4278,1470,628,117,333,1111,6396.0,70.90658405625202,26.9121330386345
304,43.117,4278,1470,628,117,333,1111,6396.0,70.90765517695803,26.912133038634504
305,38.23,4096,1288,446,235,151,929,6396.0,70.90872629766403,26.9121330386345
306,81.321,4023,1015,373,206,175,856,6396.0,70.90979741837005,26.912133038634504
307,79.167,3969,962,320,153,228,802,6396.0,70.91086853907603,26.912133038634508
308,79.561,3645,192,13,774,1149,478,6396.0,70.91193965978204,26.9121330386345
309,63.875,3557,186,43,686,1060,390,6396.0,70.91301078048804,26.912133038634504
310,78.247,3601,230,0,730,1104,434,6396.0,70.91408190119402,26.9121330386345
311,51.893,3309,501,133,438,635,142,6396.0,70.91515302190004,26.9121330386345
312,120.76,3058,578,132,187,890,112,6396.0,70.91622414260604,26.9121330386345
313,109.357,2967,694,202,96,1005,227,6396.0,70.91729526331206,26.912133038634504
314,93.276,2888,793,109,48,956,326,6396.0,70.91836638401803,26.912133038634497
315,102.473,2813,835,140,115,881,368,6396.0,70.91943750472406,26.912133038634497
316,11.771,2490,1142,447,422,558,676,6396.0,70.92157974613605,26.9121330386345
317,1.839,2483,1155,460,435,571,688,6396.0,70.92265086684206,26.9121330386345
318,30.19,1636,2753,2058,2033,1870,2286,6396.0,70.93014871178407,26.9121330386345
319,21.572,1245,2544,1849,1824,1479,2077,6396.0,70.93336207390207,26.912133038634497
320,61.694,1332,2463,1768,1743,1565,1996,6396.0,70.93443319460806,26.9121330386345
321,75.173,1425,2720,2025,2000,1659,2253,6396.0,70.93550431531408,26.9121330386345
322,36.286,1502,2792,2097,2072,1736,2326,6396.0,70.93657543602008,26.912133038634504
