,POP_2015,community_space,education,health_wellbeing,ID_HDC_G0,lng,lat
385,68.629,3646,60,843,3597.0,26.719499838061548,-29.25522163294011
386,61.774,3830,284,1068,3597.0,26.721671316542462,-29.25522163294011
387,44.392,3751,364,1034,3597.0,26.722757055782917,-29.25522163294011
388,27.418,4422,1030,552,3597.0,26.727100012744753,-29.255221632940113
389,29.752,4406,1013,536,3597.0,26.728185751985208,-29.25522163294011
390,29.359,4156,715,237,3597.0,26.730357230466126,-29.255221632940113
391,6.747,4107,715,237,3597.0,26.73144296970658,-29.25522163294011
392,44.26,4221,734,18,3597.0,26.732528708947047,-29.255221632940113
393,68.707,4319,626,160,3597.0,26.733614448187502,-29.255221632940113
394,70.568,4523,525,408,3597.0,26.73470018742796,-29.25522163294011
395,63.45,4597,451,447,3597.0,26.735785926668424,-29.25522163294011
396,66.98,4921,172,746,3597.0,26.737957405149338,-29.25522163294011
397,63.76,4975,111,810,3597.0,26.739043144389793,-29.255221632940113
398,107.991,4316,3621,1715,3597.0,26.679465581600013,-29.25607353849073
399,110.022,4316,3621,1715,3597.0,26.68055132646039,-29.256073538490732
400,77.607,3574,2879,884,3597.0,26.691408775064154,-29.25607353849073
401,59.244,3518,2823,829,3597.0,26.692494519924534,-29.256073538490732
402,40.391,3518,2823,829,3597.0,26.693580264784906,-29.256073538490732
403,8.927,3553,2858,864,3597.0,26.69466600964528,-29.25607353849073
404,3.747,2931,1242,1488,3597.0,26.704437713388668,-29.25607353849073
405,21.084,2986,1297,1543,3597.0,26.70552345824905,-29.25607353849073
406,2.146,3275,515,392,3597.0,26.71095218255093,-29.25607353849073
407,15.578,3148,204,81,3597.0,26.71312367227168,-29.256073538490732
408,42.8,3228,76,208,3597.0,26.714209417132064,-29.25607353849073
409,54.124,3305,0,285,3597.0,26.71529516199244,-29.256073538490732
410,41.57,3304,161,446,3597.0,26.716380906852812,-29.256073538490732
411,3.314,3304,161,446,3597.0,26.717466651713192,-29.256073538490732
412,21.927,3390,196,587,3597.0,26.718552396573568,-29.25607353849073
413,28.823,3532,71,730,3597.0,26.71963814143394,-29.256073538490735
414,55.455,3538,168,818,3597.0,26.720723886294316,-29.25607353849073
415,51.484,3675,440,1041,3597.0,26.72289537601507,-29.256073538490732
416,12.734,3654,479,922,3597.0,26.72398112087545,-29.25607353849073
417,3.575,4422,1030,552,3597.0,26.727238355456574,-29.25607353849073
418,10.271,4422,1030,552,3597.0,26.728324100316957,-29.256073538490735
419,52.585,4024,578,508,3597.0,26.7304955900377,-29.25607353849073
420,64.338,4097,505,358,3597.0,26.731581334898088,-29.256073538490732
421,70.816,4285,467,322,3597.0,26.732667079758457,-29.256073538490735
422,84.26,4341,597,190,3597.0,26.73375282461884,-29.25607353849073
423,89.575,4613,436,540,3597.0,26.73483856947921,-29.256073538490735
424,44.434,4675,372,526,3597.0,26.735924314339584,-29.256073538490735
425,69.487,4686,278,616,3597.0,26.737010059199964,-29.25607353849073
426,71.377,4804,0,895,3597.0,26.73809580406034,-29.256073538490735
427,25.508,4913,33,887,3597.0,26.739181548920723,-29.256073538490735
428,23.737,4983,0,920,3597.0,26.74026729378109,-29.25607353849073
429,31.322,4316,3621,1715,3597.0,26.67960368306275,-29.25692544672712
430,25.714,4316,3621,1715,3597.0,26.680689433543286,-29.25692544672712
431,76.21,3358,2663,668,3597.0,26.691546938348683,-29.256925446727124
432,148.544,3440,2745,751,3597.0,26.692632688829228,-29.25692544672712
433,83.595,3440,2745,751,3597.0,26.693718439309762,-29.256925446727127
434,15.983,3472,2777,783,3597.0,26.6948041897903,-29.256925446727124
435,22.873,2931,1242,1488,3597.0,26.704575944115163,-29.256925446727124
436,59.094,2931,1242,1488,3597.0,26.7056616945957,-29.25692544672712
437,0.701,3106,345,223,3597.0,26.712176197478936,-29.25692544672712
438,11.89,3148,204,81,3597.0,26.713261947959474,-29.25692544672712
439,28.021,3228,76,208,3597.0,26.71434769844001,-29.256925446727124
440,60.259,3414,374,660,3597.0,26.715433448920557,-29.25692544672712
441,57.173,3252,213,498,3597.0,26.7165191994011,-29.256925446727127
442,15.244,3329,210,512,3597.0,26.71760494988164,-29.256925446727124
443,81.608,3390,196,587,3597.0,26.71869070036218,-29.25692544672712
444,53.9,3581,128,778,3597.0,26.719776450842716,-29.25692544672712
445,61.821,3460,246,895,3597.0,26.720862201323254,-29.256925446727124
446,86.436,3436,261,1058,3597.0,26.721947951803795,-29.256925446727127
447,71.108,3605,430,971,3597.0,26.723033702284333,-29.256925446727124
448,43.334,3563,388,1015,3597.0,26.724119452764878,-29.25692544672712
449,0.0,3639,557,665,3597.0,26.726290953725957,-29.25692544672712
450,0.0,3650,568,589,3597.0,26.727376704206492,-29.256925446727124
451,4.641,3797,612,496,3597.0,26.728462454687037,-29.256925446727127
452,44.576,3909,516,581,3597.0,26.729548205167575,-29.25692544672712
453,56.786,4024,578,508,3597.0,26.730633955648116,-29.256925446727124
454,74.195,4097,505,435,3597.0,26.731719706128654,-29.25692544672712
455,63.145,4399,355,437,3597.0,26.732805456609192,-29.25692544672712
456,56.897,4399,355,437,3597.0,26.733891207089737,-29.256925446727124
457,67.569,4613,436,540,3597.0,26.734976957570275,-29.25692544672712
458,39.938,4659,301,596,3597.0,26.73606270805082,-29.256925446727124
459,46.209,4605,198,696,3597.0,26.737148458531355,-29.256925446727124
460,16.653,4804,0,895,3597.0,26.738234209011896,-29.256925446727127
461,15.626,4804,0,895,3597.0,26.739319959492427,-29.25692544672712
462,4.119,5000,144,1065,3597.0,26.74040570997297,-29.256925446727124
463,111.083,3353,2658,664,3597.0,26.691685107663453,-29.257777357649413
464,135.928,3218,2523,529,3597.0,26.6927708637644,-29.257777357649413
465,128.478,3312,2616,622,3597.0,26.693856619865347,-29.257777357649413
466,7.484,3448,2752,758,3597.0,26.694942375966296,-29.25777735764941
467,3.479,2498,953,1254,3597.0,26.702542668672926,-29.257777357649413
468,71.714,2669,980,1226,3597.0,26.703628424773882,-29.257777357649413
469,53.576,2809,1121,1367,3597.0,26.704714180874824,-29.25777735764941
470,63.456,2877,1188,1434,3597.0,26.70579993697578,-29.257777357649413
471,0.114,3107,419,296,3597.0,26.71122871748052,-29.25777735764941
472,0.0,3121,369,246,3597.0,26.712314473581472,-29.257777357649406
473,25.328,3067,285,0,3597.0,26.713400229682414,-29.257777357649413
474,33.2,3043,261,32,3597.0,26.71448598578337,-29.25777735764941
475,56.841,3344,451,591,3597.0,26.71557174188431,-29.257777357649413
476,48.334,3179,286,426,3597.0,26.71665749798526,-29.257777357649413
477,19.257,3506,384,703,3597.0,26.717743254086212,-29.25777735764941
478,69.271,3702,249,899,3597.0,26.719914766288106,-29.257777357649413
479,31.012,3560,247,963,3597.0,26.72100052238906,-29.25777735764941
480,53.881,3436,261,1058,3597.0,26.722086278490007,-29.257777357649413
481,50.676,3422,248,960,3597.0,26.72317203459095,-29.257777357649413
482,53.523,3397,268,914,3597.0,26.7242577906919,-29.257777357649413
483,7.664,3463,381,776,3597.0,26.725343546792853,-29.257777357649413
484,1.124,3590,508,649,3597.0,26.7264293028938,-29.25777735764941
485,2.085,3650,568,589,3597.0,26.727515058994747,-29.257777357649413
486,13.326,3716,600,631,3597.0,26.728600815095696,-29.257777357649413
487,66.398,3735,581,612,3597.0,26.72968657119664,-29.25777735764941
488,69.144,4232,369,716,3597.0,26.73077232729759,-29.25777735764941
489,75.225,4310,415,648,3597.0,26.731858083398542,-29.257777357649413
490,66.545,4383,281,511,3597.0,26.73294383949949,-29.25777735764941
491,92.016,4383,281,511,3597.0,26.734029595600433,-29.25777735764941
492,5.284,4558,245,655,3597.0,26.736201107802334,-29.257777357649406
493,0.039,4605,198,696,3597.0,26.73728686390328,-29.257777357649413
494,16.917,5000,197,1118,3597.0,26.74054413220612,-29.25777735764941
495,31.701,4945,274,1195,3597.0,26.741629888307074,-29.257777357649413
496,66.383,3078,2383,388,3597.0,26.69182328300869,-29.258629271257696
497,29.013,3189,2494,500,3597.0,26.6929090447303,-29.2586292712577
498,9.097,3265,2570,575,3597.0,26.69399480645189,-29.258629271257696
499,9.007,2498,953,1254,3597.0,26.702680900224713,-29.2586292712577
500,72.516,2597,908,1155,3597.0,26.703766661946307,-29.258629271257693
501,57.77,2514,671,1032,3597.0,26.704852423667916,-29.258629271257696
502,15.267,2571,728,975,3597.0,26.705938185389524,-29.2586292712577
503,10.232,2967,551,428,3597.0,26.71028123227592,-29.258629271257693
504,0.023,2967,551,428,3597.0,26.71136699399753,-29.2586292712577
505,0.0,3097,420,298,3597.0,26.712452755719134,-29.2586292712577
506,2.939,2899,405,111,3597.0,26.71353851744074,-29.2586292712577
507,24.872,3079,309,143,3597.0,26.714624279162337,-29.258629271257696
508,59.236,3079,309,143,3597.0,26.715710040883945,-29.2586292712577
509,39.979,3071,394,402,3597.0,26.71679580260554,-29.2586292712577
510,16.956,3584,462,781,3597.0,26.717881564327143,-29.2586292712577
511,74.277,3809,486,1007,3597.0,26.718967326048745,-29.258629271257693
512,69.018,3773,320,970,3597.0,26.720053087770353,-29.2586292712577
513,43.737,3814,361,1011,3597.0,26.72113884949195,-29.258629271257696
514,78.575,3248,74,1083,3597.0,26.72222461121355,-29.258629271257703
515,53.702,3422,248,960,3597.0,26.723310372935156,-29.2586292712577
516,1.886,3401,226,939,3597.0,26.724396134656757,-29.258629271257696
517,44.709,3426,344,813,3597.0,26.72548189637836,-29.2586292712577
518,62.586,3604,541,874,3597.0,26.72656765809996,-29.258629271257693
519,10.207,3538,486,809,3597.0,26.727653419821564,-29.2586292712577
520,74.606,3728,648,679,3597.0,26.72873918154317,-29.258629271257696
521,54.645,4186,262,802,3597.0,26.730910704986375,-29.258629271257696
522,12.799,4244,357,717,3597.0,26.731996466707976,-29.258629271257696
523,7.377,4249,148,642,3597.0,26.733082228429577,-29.2586292712577
524,6.546,4314,212,589,3597.0,26.73416799015118,-29.2586292712577
525,52.766,4862,336,1257,3597.0,26.73959679875919,-29.2586292712577
526,85.903,4945,274,1195,3597.0,26.740682560480792,-29.258629271257696
527,36.346,4904,388,1308,3597.0,26.741768322202393,-29.258629271257693
528,0.0,3078,2383,388,3597.0,26.69196146438464,-29.25948118755208
529,20.096,2389,843,1303,3597.0,26.70281913780965,-29.259481187552087
530,89.349,2470,797,1227,3597.0,26.70390490515215,-29.259481187552087
531,64.108,2490,647,1057,3597.0,26.70499067249466,-29.25948118755208
532,12.151,2514,671,1032,3597.0,26.706076439837158,-29.259481187552083
533,0.0,2806,863,741,3597.0,26.70716220717966,-29.259481187552083
534,0.0,2806,863,741,3597.0,26.708247974522163,-29.259481187552083
535,1.76,2967,551,428,3597.0,26.710419509207167,-29.259481187552087
536,3.668,2967,551,428,3597.0,26.711505276549662,-29.25948118755208
537,0.011,2747,631,336,3597.0,26.712591043892175,-29.259481187552087
538,0.0,2765,551,257,3597.0,26.71367681123467,-29.259481187552083
539,28.283,2832,521,227,3597.0,26.714762578577172,-29.25948118755208
540,46.786,2950,492,522,3597.0,26.716934113262177,-29.259481187552083
541,15.477,3306,516,690,3597.0,26.718019880604675,-29.259481187552083
542,78.76,3809,486,1007,3597.0,26.719105647947174,-29.259481187552083
543,26.411,3846,528,1044,3597.0,26.720191415289683,-29.259481187552083
544,65.748,3174,0,1157,3597.0,26.721277182632182,-29.25948118755208
545,62.495,3145,28,1170,3597.0,26.72236294997468,-29.259481187552083
546,18.651,3248,74,1083,3597.0,26.72344871731718,-29.259481187552087
547,0.199,3674,621,1040,3597.0,26.72453448465969,-29.25948118755208
548,48.988,3674,621,1040,3597.0,26.725620252002187,-29.259481187552083
549,84.287,3541,489,831,3597.0,26.726706019344686,-29.259481187552087
550,33.831,3538,486,826,3597.0,26.727791786687188,-29.25948118755208
551,77.53,4171,231,877,3597.0,26.729963321372185,-29.259481187552083
552,22.345,4184,151,937,3597.0,26.7310490887147,-29.259481187552087
553,20.302,4032,0,900,3597.0,26.73213485605719,-29.259481187552087
554,15.332,4130,28,758,3597.0,26.733220623399696,-29.259481187552083
555,17.925,4543,57,1346,3597.0,26.7375636927697,-29.25948118755208
556,43.198,4567,32,1371,3597.0,26.738649460112203,-29.259481187552083
557,14.941,4777,414,1342,3597.0,26.73973522745471,-29.259481187552083
558,91.302,4703,340,1416,3597.0,26.74082099479721,-29.25948118755208
559,102.545,4940,424,1344,3597.0,26.74190676213971,-29.259481187552087
560,21.337,2472,629,1283,3597.0,26.702957381428,-29.260333106532688
561,54.303,2482,639,1272,3597.0,26.70404315439164,-29.26033310653269
562,22.087,2389,546,1157,3597.0,26.70512892735529,-29.260333106532688
563,14.558,2747,631,336,3597.0,26.712729338100814,-29.260333106532688
564,1.656,2665,639,345,3597.0,26.71381511106446,-29.260333106532688
565,2.689,2741,618,404,3597.0,26.714900884028104,-29.26033310653269
566,50.334,2783,591,401,3597.0,26.71598665699175,-29.260333106532688
567,59.825,2824,564,399,3597.0,26.717072429955394,-29.26033310653269
568,15.408,3763,642,960,3597.0,26.718158202919042,-29.26033310653269
569,24.59,3763,642,960,3597.0,26.71924397588269,-29.26033310653269
570,20.124,3882,659,1079,3597.0,26.720329748846332,-29.260333106532688
571,0.067,3089,85,1150,3597.0,26.722501294773632,-29.26033310653269
572,52.07,3638,586,1076,3597.0,26.724672840700915,-29.260333106532684
573,64.58,3638,586,1076,3597.0,26.72575861366457,-29.26033310653269
574,43.241,3390,338,957,3597.0,26.727930159591857,-29.260333106532688
575,57.654,3654,379,921,3597.0,26.7290159325555,-29.260333106532688
576,79.272,3734,298,895,3597.0,26.730101705519147,-29.260333106532688
577,69.997,4160,127,937,3597.0,26.731187478482795,-29.260333106532688
578,80.09,4021,10,889,3597.0,26.73227325144644,-29.260333106532688
579,39.1,4052,69,860,3597.0,26.73335902441008,-29.260333106532688
580,39.147,4183,199,987,3597.0,26.734444797373737,-29.260333106532684
581,34.792,4310,81,1113,3597.0,26.73553057033738,-29.260333106532684
582,33.185,4391,17,1212,3597.0,26.73661634330102,-29.260333106532688
583,29.519,4409,17,1212,3597.0,26.737702116264668,-29.260333106532688
584,35.076,4577,109,1399,3597.0,26.73878788922832,-29.26033310653269
585,40.15,4604,241,1485,3597.0,26.739873662191965,-29.260333106532688
586,93.324,4719,357,1555,3597.0,26.74095943515561,-29.260333106532684
587,15.86,2961,2266,124,3597.0,26.690066288059548,-29.26118502819961
588,18.635,2880,2185,0,3597.0,26.69115206664458,-29.26118502819961
589,21.927,2784,2089,95,3597.0,26.692237845229613,-29.261185028199602
590,0.344,2766,2071,186,3597.0,26.693323623814653,-29.261185028199606
591,26.652,2378,535,1316,3597.0,26.703095631079975,-29.26118502819961
592,47.637,2341,498,1279,3597.0,26.70418140966502,-29.261185028199606
593,13.343,2304,461,1242,3597.0,26.70526718825005,-29.261185028199602
594,38.678,2693,785,490,3597.0,26.7128676383453,-29.26118502819961
595,50.418,2606,698,404,3597.0,26.713953416930334,-29.261185028199606
596,4.773,2704,582,504,3597.0,26.71503919551537,-29.261185028199606
597,10.508,2597,473,548,3597.0,26.71612497410041,-29.261185028199606
598,56.181,2597,473,548,3597.0,26.717210752685443,-29.26118502819961
599,5.049,2689,203,810,3597.0,26.719382309855515,-29.26118502819961
600,1.329,3882,659,1079,3597.0,26.72046808844055,-29.26118502819961
601,39.406,2868,184,1319,3597.0,26.723725424195653,-29.26118502819961
602,59.217,3052,0,1295,3597.0,26.724811202780693,-29.26118502819961
603,68.891,3099,47,1248,3597.0,26.725896981365732,-29.261185028199606
604,35.645,3319,267,1037,3597.0,26.728068538535805,-29.26118502819961
605,59.63,3555,477,1019,3597.0,26.729154317120837,-29.261185028199606
606,54.83,3646,386,1037,3597.0,26.730240095705874,-29.26118502819961
607,85.801,3945,106,963,3597.0,26.73241165287595,-29.261185028199606
608,61.292,3989,159,947,3597.0,26.733497431460982,-29.261185028199606
609,70.706,4239,156,1189,3597.0,26.735668988631055,-29.261185028199606
610,60.502,4351,70,1265,3597.0,26.736754767216095,-29.26118502819961
611,45.257,4566,204,1493,3597.0,26.738926324386163,-29.261185028199606
612,52.562,4566,280,1570,3597.0,26.740012102971196,-29.261185028199606
613,54.603,4598,354,1643,3597.0,26.741097881556232,-29.26118502819961
614,61.226,4665,504,1706,3597.0,26.742183660141272,-29.26118502819961
615,42.935,2941,2246,143,3597.0,26.69020447628578,-29.262036952552965
616,86.871,2880,2185,0,3597.0,26.69129026049245,-29.26203695255296
617,104.363,2736,2040,168,3597.0,26.692376044699117,-29.262036952552958
618,68.937,2766,2071,186,3597.0,26.69346182890579,-29.262036952552958
619,40.018,2112,269,1435,3597.0,26.7043196709725,-29.262036952552958
620,15.046,2617,829,1032,3597.0,26.707577023592513,-29.262036952552958
621,9.675,2520,732,881,3597.0,26.708662807799186,-29.262036952552958
622,0.0,2493,705,908,3597.0,26.709748592005855,-29.26203695255296
623,38.869,2693,785,490,3597.0,26.71300594462587,-29.26203695255296
624,80.085,2506,814,520,3597.0,26.71409172883254,-29.26203695255296
625,44.026,2548,841,547,3597.0,26.71517751303921,-29.26203695255296
626,0.748,2597,473,548,3597.0,26.716263297245888,-29.26203695255296
627,43.962,2455,332,690,3597.0,26.717349081452557,-29.26203695255296
628,59.631,2532,295,691,3597.0,26.71843486565922,-29.26203695255296
629,51.682,2631,261,836,3597.0,26.7195206498659,-29.262036952552965
630,23.001,2776,116,898,3597.0,26.720606434072565,-29.262036952552965
631,79.437,2678,115,1130,3597.0,26.721692218279237,-29.26203695255296
632,36.496,2712,149,1164,3597.0,26.72277800248591,-29.262036952552965
633,66.476,2862,189,1313,3597.0,26.723863786692576,-29.26203695255296
634,45.489,2999,210,1451,3597.0,26.724949570899245,-29.262036952552958
635,73.054,3143,138,1363,3597.0,26.726035355105925,-29.26203695255296
636,66.445,3324,367,1182,3597.0,26.727121139312594,-29.26203695255296
637,39.53,3358,353,1146,3597.0,26.72820692351927,-29.26203695255296
638,38.663,3480,462,1090,3597.0,26.72929270772594,-29.26203695255296
639,82.6,3560,493,1144,3597.0,26.730378491932605,-29.26203695255296
640,45.847,3844,244,1092,3597.0,26.732550060345947,-29.26203695255296
641,53.436,3894,253,1071,3597.0,26.73363584455262,-29.26203695255296
642,82.365,4149,269,1302,3597.0,26.735807412965965,-29.262036952552958
643,61.732,4247,168,1363,3597.0,26.736893197172634,-29.262036952552965
644,55.619,4598,354,1643,3597.0,26.74015054979264,-29.26203695255296
645,45.913,4596,435,1725,3597.0,26.74123633399932,-29.262036952552958
646,23.637,4665,504,1706,3597.0,26.742322118205994,-29.26203695255296
647,35.079,3558,2863,957,3597.0,26.681656351914757,-29.262888879592868
648,28.452,3262,2567,661,3597.0,26.68491372140041,-29.262888879592865
649,104.628,2851,2155,234,3597.0,26.690342670543178,-29.262888879592865
650,114.934,2605,1910,275,3597.0,26.692514250200272,-29.26288887959286
651,104.202,2679,1984,332,3597.0,26.69360004002883,-29.262888879592868
652,13.175,2677,1982,482,3597.0,26.694685829857377,-29.262888879592865
653,6.836,2250,407,1565,3597.0,26.702286358657243,-29.262888879592865
654,32.171,2244,401,1563,3597.0,26.70337214848579,-29.262888879592868
655,45.446,2088,245,1458,3597.0,26.704457938314338,-29.262888879592868
656,64.152,2740,952,1155,3597.0,26.70662951797145,-29.262888879592868
657,117.876,2617,829,1032,3597.0,26.707715307799997,-29.262888879592865
658,89.78,2503,715,965,3597.0,26.70880109762855,-29.262888879592868
659,0.307,2493,705,908,3597.0,26.709886887457102,-29.26288887959286
660,44.961,2398,747,612,3597.0,26.71423004677131,-29.262888879592868
661,136.691,2437,705,1195,3597.0,26.715315836599867,-29.262888879592868
662,15.103,2540,447,668,3597.0,26.71640162642841,-29.262888879592865
663,28.531,2455,332,690,3597.0,26.717487416256958,-29.262888879592868
664,57.214,2554,316,759,3597.0,26.71857320608551,-29.262888879592865
665,55.952,2854,189,993,3597.0,26.719658995914067,-29.262888879592865
666,42.968,2767,102,1080,3597.0,26.72074478574262,-29.262888879592868
667,62.001,2639,25,1040,3597.0,26.721830575571175,-29.262888879592868
668,42.292,2779,222,1236,3597.0,26.722916365399723,-29.262888879592865
669,62.622,2856,293,1307,3597.0,26.724002155228277,-29.262888879592865
670,57.143,3016,181,1458,3597.0,26.725087945056824,-29.26288887959286
671,70.756,3072,115,1434,3597.0,26.72617373488537,-29.26288887959286
672,62.401,3324,367,1182,3597.0,26.727259524713922,-29.262888879592868
673,72.958,3324,367,1182,3597.0,26.72834531454248,-29.262888879592865
674,66.868,3406,476,1194,3597.0,26.72943110437103,-29.262888879592865
675,64.692,3492,568,1219,3597.0,26.73051689419958,-29.262888879592868
676,62.311,3763,307,1163,3597.0,26.73268847385669,-29.262888879592868
677,64.174,3957,331,1137,3597.0,26.73377426368524,-29.262888879592865
678,76.921,3967,438,1296,3597.0,26.73486005351379,-29.262888879592865
679,59.349,4084,321,1413,3597.0,26.735945843342346,-29.26288887959286
680,52.963,4104,301,1433,3597.0,26.7370316331709,-29.262888879592868
681,51.552,4350,546,1678,3597.0,26.738117422999444,-29.262888879592868
682,44.311,4350,546,1678,3597.0,26.739203212827995,-29.262888879592865
683,77.649,4455,576,1866,3597.0,26.740289002656553,-29.262888879592865
684,55.973,3558,2863,957,3597.0,26.68179450722655,-29.263740809319412
685,81.711,2759,2063,326,3597.0,26.690480870831973,-29.263740809319412
686,116.276,2511,1816,369,3597.0,26.692652461733324,-29.26374080931941
687,81.811,2505,1809,448,3597.0,26.693738257184002,-29.263740809319405
688,32.948,2658,1963,531,3597.0,26.694824052634683,-29.263740809319405
689,0.054,2589,1894,600,3597.0,26.695909848085357,-29.26374080931941
690,4.675,1859,367,1687,3597.0,26.702424620789426,-29.26374080931941
691,73.034,1914,312,1632,3597.0,26.703510416240103,-29.263740809319412
692,98.552,2047,146,1557,3597.0,26.70459621169078,-29.263740809319412
693,26.559,2010,70,1633,3597.0,26.70568200714146,-29.26374080931941
694,35.055,2619,831,1193,3597.0,26.706767802592136,-29.263740809319412
695,124.975,2602,814,1210,3597.0,26.70785359804281,-29.263740809319405
696,105.492,2428,639,1091,3597.0,26.708939393493488,-29.263740809319412
697,5.167,2296,508,1105,3597.0,26.710025188944172,-29.26374080931941
698,40.135,2271,659,1447,3597.0,26.711110984394846,-29.263740809319405
699,81.772,2271,659,1447,3597.0,26.712196779845524,-29.26374080931941
700,60.686,2441,790,904,3597.0,26.713282575296194,-29.263740809319412
701,76.206,2297,646,760,3597.0,26.714368370746875,-29.26374080931941
702,140.879,2412,705,1195,3597.0,26.715454166197556,-29.26374080931941
703,61.659,2326,89,897,3597.0,26.718711552549593,-29.263740809319412
704,55.053,2438,150,926,3597.0,26.719797348000274,-29.263740809319405
705,63.251,2544,238,1075,3597.0,26.72088314345094,-29.263740809319412
706,56.351,2751,268,1282,3597.0,26.7230547343523,-29.263740809319405
707,52.5,2993,336,1444,3597.0,26.724140529802973,-29.263740809319405
708,47.363,3188,0,1549,3597.0,26.725226325253658,-29.26374080931941
709,71.318,3221,33,1547,3597.0,26.726312120704335,-29.263740809319412
710,62.948,3301,313,1299,3597.0,26.72848371160569,-29.263740809319412
711,55.071,3327,480,1274,3597.0,26.729569507056368,-29.263740809319405
712,56.82,3662,408,1264,3597.0,26.7328268934084,-29.26374080931941
713,53.289,3886,519,1377,3597.0,26.734998484309752,-29.26374080931941
714,64.769,4104,301,1433,3597.0,26.736084279760433,-29.26374080931941
715,68.525,4188,708,1679,3597.0,26.738255870661785,-29.263740809319412
716,85.14,4307,657,1791,3597.0,26.739341666112466,-29.263740809319412
717,70.177,4342,689,1826,3597.0,26.740427461563144,-29.263740809319412
718,16.51,2468,1773,411,3597.0,26.69279067929851,-29.264592741732713
719,89.245,2505,1809,448,3597.0,26.693876480371554,-29.264592741732717
720,88.401,2589,1894,600,3597.0,26.694962281444603,-29.264592741732717
721,53.948,2593,1898,650,3597.0,26.696048082517652,-29.264592741732717
722,2.863,2646,1951,755,3597.0,26.697133883590702,-29.264592741732717
723,0.0,1859,367,1687,3597.0,26.702562888955946,-29.264592741732713
724,52.949,1869,292,1696,3597.0,26.703648690029,-29.264592741732717
725,93.552,2010,70,1633,3597.0,26.70473449110204,-29.264592741732717
726,53.049,2080,0,1704,3597.0,26.705820292175094,-29.264592741732713
727,26.955,2602,814,1210,3597.0,26.70690609324815,-29.264592741732717
728,107.354,2484,695,1234,3597.0,26.707991894321186,-29.264592741732717
729,101.964,2276,487,1222,3597.0,26.709077695394242,-29.264592741732713
730,46.988,2215,468,1217,3597.0,26.710163496467292,-29.264592741732717
731,79.134,2114,502,1312,3597.0,26.711249297540334,-29.264592741732717
732,59.904,2217,605,1415,3597.0,26.71233509861339,-29.264592741732713
733,77.135,2438,787,901,3597.0,26.713420899686437,-29.264592741732717
734,85.611,2227,576,1111,3597.0,26.714506700759483,-29.26459274173272
735,139.864,2114,463,897,3597.0,26.715592501832536,-29.264592741732713
736,3.437,2214,91,931,3597.0,26.71776410397863,-29.26459274173272
737,57.747,2271,34,986,3597.0,26.71884990505168,-29.26459274173272
738,67.813,2426,119,956,3597.0,26.71993570612473,-29.264592741732717
739,67.115,2520,214,1051,3597.0,26.721021507197776,-29.264592741732717
740,63.851,2698,392,1229,3597.0,26.722107308270832,-29.26459274173272
741,58.283,2836,353,1366,3597.0,26.723193109343878,-29.264592741732717
742,43.266,2993,336,1444,3597.0,26.72427891041692,-29.264592741732717
743,5.669,2814,727,1564,3597.0,26.72536471148998,-29.264592741732713
744,40.539,3309,121,1599,3597.0,26.726450512563023,-29.26459274173272
745,64.291,3226,367,1374,3597.0,26.728622114709122,-29.264592741732717
746,64.854,3262,739,1340,3597.0,26.729707915782168,-29.264592741732717
747,81.586,3341,861,1568,3597.0,26.730793716855217,-29.264592741732717
748,56.61,3414,788,1641,3597.0,26.73187951792827,-29.264592741732713
749,59.185,3604,532,1389,3597.0,26.732965319001313,-29.264592741732713
750,62.115,3713,641,1498,3597.0,26.73405112007437,-29.264592741732717
751,51.518,3791,614,1472,3597.0,26.73513692114741,-29.264592741732717
752,73.126,3864,679,1537,3597.0,26.736222722220468,-29.264592741732717
753,55.609,4107,799,1770,3597.0,26.738394324366556,-29.264592741732713
754,55.823,4181,873,1844,3597.0,26.73948012543961,-29.264592741732717
755,26.622,2587,1891,807,3597.0,26.690757289504727,-29.265444676832892
756,48.819,2512,1816,732,3597.0,26.691843096200387,-29.265444676832892
757,14.897,2329,1634,550,3597.0,26.69292890289605,-29.265444676832892
758,87.603,2351,1656,699,3597.0,26.69401470959172,-29.265444676832892
759,82.495,2453,1758,749,3597.0,26.695100516287383,-29.265444676832892
760,95.789,2506,1811,790,3597.0,26.69618632298305,-29.265444676832892
761,74.497,2722,2027,831,3597.0,26.697272129678712,-29.265444676832892
762,0.006,1750,330,1796,3597.0,26.70270116315704,-29.265444676832892
763,16.134,1817,263,1749,3597.0,26.70378696985271,-29.26544467683289
764,84.62,2200,119,1760,3597.0,26.705958583244037,-29.265444676832892
765,67.448,2249,168,1711,3597.0,26.707044389939703,-29.265444676832892
766,113.89,2197,408,1289,3597.0,26.709216003331033,-29.265444676832892
767,64.235,2084,471,1616,3597.0,26.710301810026703,-29.265444676832892
768,95.893,2125,513,1565,3597.0,26.711387616722366,-29.265444676832892
769,71.224,1969,356,1458,3597.0,26.71247342341803,-29.265444676832892
770,81.986,2110,459,969,3597.0,26.71464503680936,-29.26544467683289
771,83.778,2169,461,1001,3597.0,26.715730843505032,-29.265444676832892
772,56.938,2210,436,1249,3597.0,26.7168166502007,-29.265444676832892
773,0.249,2116,216,1055,3597.0,26.717902456896365,-29.26544467683289
774,30.635,2170,199,1117,3597.0,26.71898826359203,-29.265444676832896
775,7.89,2199,296,1214,3597.0,26.720074070287694,-29.26544467683289
776,28.443,2650,343,1180,3597.0,26.721159876983357,-29.265444676832892
