,POP_2015,community_space,education,health_wellbeing,ID_HDC_G0,lng,lat
1160,23.938,4422,524,1184,3597.0,26.741142108780753,-29.274816140299013
1161,7.727,3110,2415,1878,3597.0,26.69241630830491,-29.275668107650056
1162,27.998,2958,2263,1726,3597.0,26.693502182491116,-29.27566810765005
1163,2.895,2872,2177,1639,3597.0,26.694588056677325,-29.275668107650056
1164,0.053,342,1215,2391,3597.0,26.705446798539416,-29.27566810765005
1165,0.0,594,1137,2139,3597.0,26.70761854691184,-29.27566810765005
1166,0.0,564,1094,2075,3597.0,26.708704421098048,-29.275668107650052
1167,8.715,528,998,1979,3597.0,26.709790295284254,-29.275668107650052
1168,15.951,729,1001,1832,3597.0,26.710876169470463,-29.275668107650052
1169,35.651,790,1062,1707,3597.0,26.711962043656673,-29.275668107650056
1170,47.279,895,1167,1602,3597.0,26.713047917842882,-29.27566810765005
1171,36.095,1037,1241,1460,3597.0,26.714133792029095,-29.27566810765005
1172,13.407,1533,1012,1391,3597.0,26.715219666215305,-29.275668107650056
1173,63.563,1533,1012,1391,3597.0,26.716305540401514,-29.275668107650052
1174,40.033,2251,874,1636,3597.0,26.717391414587723,-29.27566810765005
1175,110.69,2272,896,1657,3597.0,26.71847728877393,-29.27566810765005
1176,120.886,1900,828,1285,3597.0,26.719563162960142,-29.275668107650052
1177,65.764,1900,828,1285,3597.0,26.72064903714635,-29.27566810765005
1178,26.912,1995,1004,1380,3597.0,26.72173491133256,-29.275668107650052
1179,114.644,2028,971,1413,3597.0,26.72282078551877,-29.27566810765005
1180,115.515,2169,872,1385,3597.0,26.723906659704976,-29.27566810765005
1181,89.582,2306,980,1334,3597.0,26.724992533891193,-29.275668107650056
1182,53.272,2484,954,1227,3597.0,26.726078408077395,-29.275668107650052
1183,47.352,2579,1049,1322,3597.0,26.727164282263605,-29.27566810765005
1184,50.879,2930,494,767,3597.0,26.72825015644982,-29.27566810765005
1185,48.691,2967,457,730,3597.0,26.72933603063603,-29.275668107650056
1186,6.112,3154,269,542,3597.0,26.730421904822236,-29.27566810765005
1187,16.517,3278,0,272,3597.0,26.73150777900845,-29.275668107650056
1188,42.249,3288,10,272,3597.0,26.732593653194655,-29.27566810765005
1189,6.819,3490,212,487,3597.0,26.733679527380865,-29.27566810765005
1190,72.065,3594,148,591,3597.0,26.734765401567074,-29.275668107650056
1191,69.705,3770,324,625,3597.0,26.73585127575328,-29.275668107650056
1192,49.843,3845,399,700,3597.0,26.73693714993949,-29.27566810765005
1193,80.224,4023,578,800,3597.0,26.7380230241257,-29.27566810765005
1194,65.201,4234,773,1010,3597.0,26.739108898311905,-29.275668107650056
1195,27.786,4265,696,1069,3597.0,26.740194772498118,-29.27566810765005
1196,30.26,4422,524,1184,3597.0,26.74128064668433,-29.27566810765005
1197,4.337,3158,2462,1925,3597.0,26.691468719281126,-29.276520077689383
1198,43.496,3110,2415,1878,3597.0,26.692554599093146,-29.276520077689383
1199,42.376,3029,2334,1796,3597.0,26.69364047890516,-29.276520077689383
1200,3.231,3001,2306,1769,3597.0,26.69472635871718,-29.27652007768938
1201,0.0,530,1403,2662,3597.0,26.702327517401297,-29.276520077689383
1202,26.704,530,1403,2662,3597.0,26.703413397213307,-29.276520077689383
1203,63.005,389,1262,2521,3597.0,26.70449927702533,-29.276520077689383
1204,41.878,249,1122,2382,3597.0,26.70558515683735,-29.27652007768938
1205,0.069,201,1074,2334,3597.0,26.706671036649364,-29.276520077689383
1206,30.238,453,1017,2013,3597.0,26.7088427962734,-29.276520077689383
1207,44.849,537,968,1949,3597.0,26.70992867608542,-29.27652007768938
1208,7.718,617,883,1865,3597.0,26.711014555897428,-29.27652007768938
1209,2.189,718,990,1779,3597.0,26.71210043570944,-29.276520077689383
1210,56.594,1039,1095,1567,3597.0,26.713186315521465,-29.27652007768938
1211,41.305,1080,1136,1353,3597.0,26.71427219533348,-29.276520077689383
1212,16.543,1080,1136,1353,3597.0,26.715358075145502,-29.276520077689383
1213,73.069,1217,1003,1117,3597.0,26.716443954957512,-29.276520077689383
1214,34.387,1289,1033,1114,3597.0,26.717529834769532,-29.276520077689383
1215,69.387,1971,1001,1356,3597.0,26.718615714581546,-29.276520077689383
1216,91.753,1861,980,1246,3597.0,26.719701594393563,-29.27652007768938
1217,98.269,1775,971,1161,3597.0,26.720787474205583,-29.27652007768938
1218,94.839,1891,1083,1276,3597.0,26.7218733540176,-29.276520077689383
1219,121.92,1988,1084,1373,3597.0,26.722959233829616,-29.276520077689383
1220,86.435,2165,987,1246,3597.0,26.724045113641633,-29.27652007768938
1221,100.093,2416,1092,1444,3597.0,26.72513099345365,-29.276520077689383
1222,44.988,2424,1102,1375,3597.0,26.726216873265667,-29.276520077689383
1223,49.064,2731,1201,1474,3597.0,26.727302753077684,-29.276520077689383
1224,37.46,2784,640,906,3597.0,26.728388632889704,-29.276520077689383
1225,53.714,2893,531,804,3597.0,26.72947451270172,-29.276520077689383
1226,52.195,3278,0,272,3597.0,26.73164627232575,-29.276520077689383
1227,18.921,3360,150,122,3597.0,26.732732152137768,-29.276520077689383
1228,54.469,3441,165,438,3597.0,26.733818031949777,-29.276520077689383
1229,46.871,3770,328,621,3597.0,26.735989791573818,-29.276520077689383
1230,63.788,4115,744,884,3597.0,26.737075671385835,-29.27652007768938
1231,70.025,4065,620,842,3597.0,26.738161551197855,-29.276520077689383
1232,89.796,4282,816,1045,3597.0,26.739247431009865,-29.276520077689383
1233,60.206,4248,728,1018,3597.0,26.740333310821892,-29.276520077689383
1234,8.277,4263,683,1025,3597.0,26.741419190633902,-29.276520077689383
1235,37.763,3191,2496,1958,3597.0,26.6916070104785,-29.277372050417092
1236,59.052,3174,2479,1942,3597.0,26.692692895916565,-29.277372050417085
1237,35.536,3139,2444,1906,3597.0,26.693778781354634,-29.27737205041709
1238,0.0,662,1535,2794,3597.0,26.701379979421123,-29.277372050417092
1239,56.926,618,1491,2751,3597.0,26.702465864859196,-29.27737205041709
1240,126.764,518,1391,2651,3597.0,26.70355175029727,-29.277372050417085
1241,118.223,360,1233,2492,3597.0,26.704637635735335,-29.277372050417092
1242,91.733,219,1092,2352,3597.0,26.705723521173407,-29.277372050417085
1243,23.441,37,1019,2278,3597.0,26.706809406611477,-29.27737205041709
1244,37.705,372,813,2058,3597.0,26.707895292049546,-29.277372050417092
1245,90.645,493,962,1998,3597.0,26.708981177487622,-29.277372050417085
1246,102.227,464,899,1905,3597.0,26.710067062925688,-29.27737205041709
1247,25.846,611,808,1789,3597.0,26.711152948363758,-29.277372050417092
1248,15.653,909,965,1437,3597.0,26.7133247192399,-29.277372050417085
1249,46.778,907,963,1375,3597.0,26.71441060467797,-29.277372050417092
1250,20.442,1077,1008,1205,3597.0,26.715496490116035,-29.27737205041709
1251,15.585,1211,971,1086,3597.0,26.716582375554108,-29.277372050417085
1252,87.929,1289,1033,1114,3597.0,26.71766826099218,-29.277372050417092
1253,41.285,1917,1036,1302,3597.0,26.718754146430246,-29.277372050417085
1254,56.028,1613,987,998,3597.0,26.71984003186832,-29.27737205041709
1255,23.9,1841,1032,1226,3597.0,26.72092591730639,-29.27737205041709
1256,88.784,1994,1064,1076,3597.0,26.722011802744454,-29.277372050417085
1257,62.308,1994,1084,1176,3597.0,26.723097688182524,-29.27737205041709
1258,19.646,2146,1076,1221,3597.0,26.724183573620593,-29.277372050417092
1259,73.631,2330,1195,1405,3597.0,26.725269459058666,-29.27737205041709
1260,36.908,2424,1114,1387,3597.0,26.726355344496735,-29.277372050417085
1261,39.995,2755,1225,1498,3597.0,26.727441229934808,-29.27737205041709
1262,40.988,2891,684,800,3597.0,26.72852711537288,-29.27737205041709
1263,41.634,3139,819,931,3597.0,26.730698886249012,-29.27737205041709
1264,1.914,3139,819,931,3597.0,26.731784771687085,-29.27737205041709
1265,12.499,3360,150,122,3597.0,26.73287065712515,-29.27737205041709
1266,27.004,3360,150,122,3597.0,26.733956542563224,-29.27737205041709
1267,61.372,3690,414,478,3597.0,26.73504242800129,-29.277372050417085
1268,58.404,3686,431,461,3597.0,26.736128313439362,-29.27737205041709
1269,64.876,4348,1147,1110,3597.0,26.73721419887744,-29.27737205041709
1270,82.408,4131,815,893,3597.0,26.739385969753577,-29.27737205041709
1271,41.461,4206,740,968,3597.0,26.740471855191643,-29.277372050417092
1272,0.025,4324,768,1086,3597.0,26.74155774062972,-29.27737205041709
1273,57.641,3400,2705,2167,3597.0,26.69174530771105,-29.278224025833293
1274,52.533,3266,2571,2034,3597.0,26.69283119877542,-29.27822402583329
1275,29.418,662,1535,2794,3597.0,26.70151832729037,-29.278224025833296
1276,70.064,573,1446,2706,3597.0,26.702604218354736,-29.278224025833293
1277,100.783,497,1370,2630,3597.0,26.703690109419103,-29.278224025833296
1278,120.174,331,1204,2464,3597.0,26.70477600048347,-29.278224025833293
1279,110.767,808,1681,2940,3597.0,26.70586189154784,-29.27822402583329
1280,37.751,37,981,2240,3597.0,26.706947782612204,-29.27822402583329
1281,28.504,341,783,2040,3597.0,26.708033673676578,-29.278224025833293
1282,113.708,464,899,1905,3597.0,26.709119564740945,-29.278224025833293
1283,133.564,443,873,1884,3597.0,26.71020545580531,-29.278224025833293
1284,100.246,608,692,1673,3597.0,26.71129134686968,-29.278224025833293
1285,1.79,681,737,1601,3597.0,26.712377237934053,-29.27822402583329
1286,5.963,877,933,1405,3597.0,26.713463128998413,-29.278224025833296
1287,37.167,968,1024,1323,3597.0,26.71454902006279,-29.278224025833293
1288,11.378,1109,976,1172,3597.0,26.71563491112715,-29.278224025833293
1289,38.834,1275,995,1007,3597.0,26.716720802191528,-29.278224025833296
1290,96.662,1292,983,994,3597.0,26.717806693255888,-29.278224025833293
1291,62.733,1509,882,894,3597.0,26.718892584320262,-29.278224025833296
1292,0.252,1594,968,980,3597.0,26.71997847538463,-29.27822402583329
1293,28.47,1977,1040,1052,3597.0,26.722150257513366,-29.278224025833296
1294,6.155,2034,1098,1109,3597.0,26.723236148577733,-29.278224025833296
1295,13.186,2233,1191,1308,3597.0,26.724322039642104,-29.278224025833293
1296,9.578,2305,1189,1380,3597.0,26.72540793070648,-29.278224025833296
1297,11.005,2421,1074,1341,3597.0,26.726493821770838,-29.278224025833293
1298,7.011,2485,1138,1404,3597.0,26.727579712835208,-29.278224025833293
1299,43.392,2934,658,641,3597.0,26.72866560389958,-29.278224025833296
1300,52.936,3065,793,776,3597.0,26.729751494963946,-29.27822402583329
1301,38.704,3058,851,851,3597.0,26.730837386028316,-29.27822402583329
1302,8.372,3173,330,64,3597.0,26.731923277092683,-29.27822402583329
1303,40.381,3237,272,0,3597.0,26.73300916815705,-29.278224025833293
1304,38.479,3627,416,389,3597.0,26.735180950285795,-29.278224025833296
1305,57.379,3627,451,389,3597.0,26.736266841350155,-29.27822402583329
1306,67.637,3979,778,741,3597.0,26.738438623478896,-29.278224025833296
1307,57.713,4056,855,818,3597.0,26.739524514543263,-29.278224025833293
1308,0.497,4131,815,893,3597.0,26.740610405607637,-29.278224025833293
1309,19.995,3400,2705,2168,3597.0,26.691883610979016,-29.279076003938105
1310,0.611,3291,2596,2059,3597.0,26.692969507669932,-29.27907600393811
1311,0.0,630,1503,2762,3597.0,26.701656681197232,-29.27907600393811
1312,0.0,630,1503,2762,3597.0,26.70274257788815,-29.27907600393811
1313,75.064,577,1450,2710,3597.0,26.70382847457906,-29.27907600393811
1314,124.161,167,939,2192,3597.0,26.70600026796088,-29.27907600393811
1315,21.846,106,878,2134,3597.0,26.70708616465179,-29.279076003938105
1316,13.593,278,702,1971,3597.0,26.708172061342708,-29.279076003938112
1317,117.692,376,604,1874,3597.0,26.70925795803362,-29.27907600393811
1318,85.519,495,778,1838,3597.0,26.71034385472453,-29.279076003938105
1319,65.86,749,537,1552,3597.0,26.711429751415448,-29.27907600393811
1320,11.629,749,537,1552,3597.0,26.71251564810636,-29.27907600393811
1321,0.091,1295,636,1339,3597.0,26.713601544797267,-29.279076003938105
1322,17.329,1309,650,1325,3597.0,26.714687441488188,-29.279076003938112
1323,41.183,1572,740,751,3597.0,26.717945131560924,-29.27907600393811
1324,16.611,1521,759,771,3597.0,26.719031028251838,-29.27907600393811
1325,0.101,1605,668,680,3597.0,26.720116924942747,-29.279076003938105
1326,31.247,1772,836,847,3597.0,26.72120282163366,-29.279076003938105
1327,12.228,1977,1040,1052,3597.0,26.722288718324577,-29.279076003938105
1328,12.483,2035,1099,1110,3597.0,26.723374615015484,-29.27907600393811
1329,7.948,2150,1214,1225,3597.0,26.7244605117064,-29.27907600393811
1330,9.629,2263,1160,1338,3597.0,26.725546408397314,-29.27907600393811
1331,8.814,2410,1067,1334,3597.0,26.726632305088227,-29.27907600393811
1332,5.92,2522,902,1169,3597.0,26.72771820177914,-29.279076003938105
1333,41.108,2934,658,641,3597.0,26.728804098470054,-29.27907600393811
1334,19.041,2949,305,288,3597.0,26.729889995160963,-29.279076003938105
1335,32.204,3022,232,215,3597.0,26.730975891851877,-29.27907600393811
1336,47.094,3098,255,139,3597.0,26.732061788542786,-29.27907600393811
1337,52.535,3280,74,320,3597.0,26.733147685233703,-29.27907600393811
1338,35.796,3452,413,326,3597.0,26.734233581924613,-29.279076003938105
1339,42.173,3515,511,277,3597.0,26.735319478615526,-29.27907600393811
1340,64.157,3589,505,351,3597.0,26.736405375306436,-29.27907600393811
1341,60.63,3926,746,688,3597.0,26.738577168688266,-29.27907600393811
1342,35.294,3979,778,741,3597.0,26.73966306537918,-29.27907600393811
1343,73.062,394,1127,2371,3597.0,26.703966845777366,-29.27992798473163
1344,133.034,469,1061,2295,3597.0,26.70505274809507,-29.27992798473163
1345,120.537,686,1278,2513,3597.0,26.706138650412772,-29.279927984731625
1346,38.376,727,1248,2482,3597.0,26.70722455273048,-29.279927984731625
1347,2.196,376,604,1874,3597.0,26.708310455048178,-29.279927984731632
1348,42.627,475,505,1775,3597.0,26.709396357365883,-29.279927984731625
1349,78.149,694,592,1607,3597.0,26.710482259683584,-29.279927984731625
1350,108.746,744,592,1607,3597.0,26.71156816200128,-29.279927984731632
1351,62.31,749,537,1552,3597.0,26.712654064318986,-29.279927984731625
1352,23.834,1309,650,1325,3597.0,26.713739966636695,-29.27992798473163
1353,36.472,1878,993,1004,3597.0,26.714825868954392,-29.279927984731632
1354,49.717,1919,787,799,3597.0,26.7159117712721,-29.279927984731632
1355,54.101,1919,787,799,3597.0,26.716997673589795,-29.279927984731625
1356,55.811,1605,665,677,3597.0,26.7180835759075,-29.27992798473163
1357,24.806,1605,665,677,3597.0,26.7191694782252,-29.279927984731632
1358,28.297,1802,655,666,3597.0,26.72025538054291,-29.27992798473163
1359,18.056,1720,784,795,3597.0,26.721341282860603,-29.27992798473163
1360,6.878,1890,954,965,3597.0,26.72242718517831,-29.279927984731625
1361,12.921,2005,1068,1080,3597.0,26.72351308749601,-29.279927984731625
1362,13.746,2178,1195,1253,3597.0,26.724598989813714,-29.279927984731632
1363,8.692,2236,1253,1311,3597.0,26.72568489213142,-29.279927984731625
1364,12.35,2463,1067,1334,3597.0,26.72677079444912,-29.279927984731625
1365,24.004,2764,489,472,3597.0,26.72894259908453,-29.27992798473163
1366,42.036,2890,416,399,3597.0,26.73002850140223,-29.27992798473163
1367,60.183,3017,445,428,3597.0,26.731114403719925,-29.279927984731632
1368,36.489,3254,0,394,3597.0,26.732200306037626,-29.27992798473163
1369,23.541,3267,37,357,3597.0,26.73328620835533,-29.27992798473163
1370,17.319,3452,413,326,3597.0,26.734372110673036,-29.279927984731632
1371,59.649,4064,946,1039,3597.0,26.735458012990737,-29.27992798473163
1372,52.904,3864,765,626,3597.0,26.737629817626143,-29.27992798473163
1373,78.71,3879,793,641,3597.0,26.738715719943844,-29.279927984731625
1374,0.465,4029,849,791,3597.0,26.739801622261545,-29.279927984731625
1375,0.0,493,1036,2271,3597.0,26.70410522301427,-29.280779968213977
1376,141.097,518,1011,2246,3597.0,26.705191130959015,-29.280779968213977
1377,92.475,727,1248,2482,3597.0,26.70627703890375,-29.28077996821398
1378,38.735,308,697,1931,3597.0,26.707362946848487,-29.28077996821398
1379,71.158,436,569,1839,3597.0,26.70844885479323,-29.280779968213977
1380,77.854,717,654,1796,3597.0,26.709534762737963,-29.28077996821398
1381,82.689,1064,411,1426,3597.0,26.7106206706827,-29.280779968213977
1382,96.777,932,554,1569,3597.0,26.711706578627435,-29.280779968213977
1383,25.88,1082,423,1194,3597.0,26.71279248657218,-29.28077996821398
1384,68.229,1475,815,1159,3597.0,26.71387839451691,-29.28077996821398
1385,53.24,1783,898,909,3597.0,26.71496430246165,-29.280779968213977
1386,44.393,1731,724,736,3597.0,26.71605021040639,-29.280779968213977
1387,44.184,1701,569,581,3597.0,26.718222026295866,-29.280779968213977
1388,23.332,1709,564,576,3597.0,26.7193079342406,-29.280779968213977
1389,59.436,1792,593,604,3597.0,26.720393842185338,-29.28077996821398
1390,69.564,1932,746,796,3597.0,26.721479750130083,-29.28077996821398
1391,48.235,2089,637,871,3597.0,26.722565658074814,-29.28077996821398
1392,10.506,2005,1068,1080,3597.0,26.72365156601955,-29.28077996821398
1393,6.837,2178,1195,1253,3597.0,26.724737473964286,-29.280779968213977
1394,16.518,2236,1253,1311,3597.0,26.72582338190903,-29.28077996821398
1395,63.301,2764,489,472,3597.0,26.72908110574324,-29.28077996821398
1396,62.177,2885,473,456,3597.0,26.73016701368798,-29.280779968213977
1397,36.69,3017,445,428,3597.0,26.731252921632713,-29.280779968213977
1398,38.794,3122,515,533,3597.0,26.732338829577454,-29.280779968213977
1399,37.887,3404,220,519,3597.0,26.73342473752219,-29.28077996821398
1400,48.821,3407,224,655,3597.0,26.73451064546693,-29.280779968213977
1401,52.933,4041,924,1061,3597.0,26.735596553411664,-29.280779968213977
1402,56.889,3806,689,703,3597.0,26.737768369301136,-29.280779968213977
1403,19.796,3864,765,626,3597.0,26.738854277245874,-29.28077996821398
1404,0.0,561,968,2203,3597.0,26.70424360629001,-29.281631954385254
1405,0.0,561,968,2203,3597.0,26.705329519862033,-29.281631954385258
1406,0.0,401,604,1839,3597.0,26.707501347006065,-29.28163195438525
1407,108.439,486,519,1789,3597.0,26.70858726057809,-29.281631954385258
1408,99.326,628,403,1622,3597.0,26.7096731741501,-29.28163195438525
1409,81.297,1142,489,1504,3597.0,26.710759087722117,-29.28163195438525
1410,75.603,965,309,1337,3597.0,26.711845001294144,-29.281631954385258
1411,48.705,1082,423,1194,3597.0,26.712930914866163,-29.28163195438525
1412,85.058,1532,873,1041,3597.0,26.71401682843818,-29.28163195438525
1413,55.615,1670,785,796,3597.0,26.715102742010195,-29.281631954385258
1414,55.814,1805,799,810,3597.0,26.71618865558221,-29.281631954385254
1415,12.984,1876,870,881,3597.0,26.71727456915423,-29.28163195438525
1416,8.312,1777,493,504,3597.0,26.718360482726254,-29.281631954385254
1417,42.381,1894,433,445,3597.0,26.71944639629827,-29.281631954385254
1418,86.51,1930,572,590,3597.0,26.720532309870283,-29.28163195438525
1419,73.664,1953,674,702,3597.0,26.72161822344231,-29.281631954385258
1420,75.474,2087,585,820,3597.0,26.722704137014325,-29.281631954385254
1421,63.593,2219,767,1001,3597.0,26.72379005058634,-29.28163195438525
1422,75.094,2070,1087,1145,3597.0,26.724875964158365,-29.281631954385258
1423,9.68,2340,1324,1415,3597.0,26.725961877730377,-29.28163195438525
1424,60.064,2737,633,627,3597.0,26.72921961844644,-29.28163195438525
1425,83.169,2698,640,644,3597.0,26.730305532018455,-29.281631954385254
1426,5.089,3404,220,519,3597.0,26.733563272734507,-29.28163195438525
1427,69.163,3343,160,591,3597.0,26.73464918630653,-29.281631954385258
1428,67.74,3655,537,854,3597.0,26.73682101345056,-29.281631954385258
1429,49.842,3729,612,780,3597.0,26.737906927022586,-29.281631954385258
1430,0.0,522,483,1752,3597.0,26.707639753203452,-29.28248394324558
1431,88.674,822,394,1664,3597.0,26.708725672402995,-29.28248394324558
1432,118.45,702,278,1547,3597.0,26.70981159160254,-29.28248394324558
1433,21.044,1142,489,1504,3597.0,26.71089751080208,-29.28248394324558
1434,20.525,935,276,1341,3597.0,26.71198343000163,-29.28248394324558
1435,37.057,1482,823,991,3597.0,26.71306934920118,-29.28248394324558
1436,75.814,1532,873,1041,3597.0,26.714155268400724,-29.28248394324558
1437,78.55,1945,938,950,3597.0,26.715241187600267,-29.28248394324558
1438,72.56,1876,870,881,3597.0,26.716327106799813,-29.28248394324558
1439,30.378,1901,895,906,3597.0,26.717413025999356,-29.28248394324558
1440,0.744,1911,359,370,3597.0,26.7184989451989,-29.28248394324558
1441,57.771,1967,415,426,3597.0,26.719584864398442,-29.28248394324558
1442,83.515,2039,539,550,3597.0,26.720670783597985,-29.28248394324558
1443,40.753,2126,493,727,3597.0,26.721756702797528,-29.28248394324558
1444,93.015,2126,493,727,3597.0,26.722842621997078,-29.28248394324558
1445,114.589,2203,694,928,3597.0,26.723928541196617,-29.28248394324558
1446,129.998,2413,745,918,3597.0,26.726100379595714,-29.28248394324558
1447,59.629,2394,784,863,3597.0,26.727186298795257,-29.28248394324558
1448,69.095,2503,679,734,3597.0,26.728272217994803,-29.28248394324558
1449,62.143,2620,562,722,3597.0,26.72935813719435,-29.28248394324558
1450,57.674,2849,338,749,3597.0,26.730444056393893,-29.28248394324558
1451,43.555,2927,260,812,3597.0,26.73152997559344,-29.28248394324558
1452,20.833,3274,91,649,3597.0,26.73370181399253,-29.28248394324558
1453,69.736,3337,154,712,3597.0,26.73478773319207,-29.28248394324558
1454,53.35,3404,539,1271,3597.0,26.735873652391614,-29.28248394324558
1455,51.596,3577,476,907,3597.0,26.736959571591157,-29.28248394324558
1456,21.162,3710,889,1018,3597.0,26.738045490790704,-29.28248394324558
1457,0.0,3841,3146,2609,3597.0,26.692575217858444,-29.283335934795044
1458,0.957,3813,3118,2581,3597.0,26.693661142685755,-29.283335934795044
1459,0.089,4278,3583,3046,3597.0,26.69800484199502,-29.283335934795048
1460,0.0,4278,3583,3046,3597.0,26.69909076682234,-29.283335934795044
1461,81.347,921,294,1564,3597.0,26.708864090268186,-29.283335934795044
1462,92.618,803,178,1447,3597.0,26.709950015095504,-29.283335934795048
1463,11.345,928,53,1322,3597.0,26.71103593992282,-29.283335934795044
1464,19.586,1366,707,910,3597.0,26.713207789577456,-29.283335934795044
1465,28.526,1463,785,813,3597.0,26.714293714404775,-29.283335934795044
1466,30.366,2018,1012,1023,3597.0,26.715379639232086,-29.28333593479504
1467,87.234,2075,1069,1080,3597.0,26.71646556405941,-29.283335934795044
1468,66.341,2120,567,579,3597.0,26.719723338541357,-29.283335934795044
1469,65.337,2110,557,569,3597.0,26.720809263368672,-29.283335934795044
1470,10.786,2316,303,537,3597.0,26.72298111302331,-29.283335934795044
1471,88.924,2316,303,537,3597.0,26.724067037850624,-29.283335934795048
1472,155.62,2479,671,905,3597.0,26.726238887505257,-29.283335934795044
1473,116.561,2479,847,902,3597.0,26.727324812332576,-29.283335934795044
1474,67.665,2473,709,764,3597.0,26.72841073715989,-29.28333593479504
1475,45.904,2680,514,854,3597.0,26.729496661987202,-29.283335934795044
1476,54.777,2751,431,807,3597.0,26.73058258681452,-29.283335934795044
1477,45.406,2927,260,812,3597.0,26.731668511641843,-29.283335934795044
1478,37.862,3099,83,823,3597.0,26.732754436469158,-29.283335934795044
1479,59.772,3183,0,740,3597.0,26.73384036129647,-29.283335934795048
1480,65.667,3404,539,1271,3597.0,26.734926286123795,-29.283335934795048
1481,76.568,3435,570,1302,3597.0,26.736012210951106,-29.283335934795044
1482,66.684,3577,476,907,3597.0,26.73709813577842,-29.283335934795048
1483,0.071,3766,1240,1183,3597.0,26.73818406060574,-29.283335934795048
1484,0.0,3953,3258,2721,3597.0,26.69271355734389,-29.284187929033777
1485,1.969,3874,3178,2641,3597.0,26.69379948779923,-29.284187929033777
1486,5.15,4119,3424,2887,3597.0,26.694885418254565,-29.284187929033777
1487,0.35,4360,3665,3128,3597.0,26.698143209620564,-29.284187929033774
1488,0.0,4360,3665,3128,3597.0,26.6992291400759,-29.28418792903378
1489,48.047,780,235,1459,3597.0,26.709002514173903,-29.284187929033777
1490,84.835,897,101,1356,3597.0,26.710088444629243,-29.284187929033774
1491,64.742,974,24,1291,3597.0,26.711174375084582,-29.284187929033777
1492,2.726,1492,795,784,3597.0,26.71334623599525,-29.284187929033777
1493,43.016,1590,697,686,3597.0,26.714432166450578,-29.284187929033777
1494,57.884,2075,1069,1080,3597.0,26.715518096905917,-29.284187929033777
1495,5.394,2075,1069,1080,3597.0,26.716604027361246,-29.28418792903378
1496,31.148,2163,107,119,3597.0,26.719861818727257,-29.284187929033774
1497,30.262,2316,303,537,3597.0,26.723119610093253,-29.284187929033777
1498,23.406,2316,303,537,3597.0,26.724205540548592,-29.284187929033774
1499,38.849,2555,545,779,3597.0,26.72529147100392,-29.28418792903378
1500,133.718,2555,595,829,3597.0,26.726377401459256,-29.284187929033777
1501,152.445,2553,921,977,3597.0,26.72746333191459,-29.284187929033777
1502,116.943,2719,656,996,3597.0,26.728549262369924,-29.284187929033774
1503,83.637,2726,603,943,3597.0,26.729635192825263,-29.284187929033777
1504,74.331,3259,889,1317,3597.0,26.730721123280592,-29.28418792903378
1505,40.192,2877,712,1052,3597.0,26.731807053735928,-29.28418792903378
1506,47.396,3024,159,899,3597.0,26.73289298419126,-29.284187929033774
1507,59.11,3097,232,964,3597.0,26.7339789146466,-29.28418792903378
1508,32.53,937,222,1356,3597.0,26.709140944120392,-29.285039925961872
1509,84.629,866,150,1374,3597.0,26.710226880203987,-29.285039925961872
1510,56.581,1113,142,1126,3597.0,26.71131281628758,-29.285039925961875
1511,14.211,1590,697,686,3597.0,26.71457062453837,-29.285039925961875
1512,81.496,1768,519,508,3597.0,26.715656560621976,-29.285039925961872
1513,0.015,2154,97,85,3597.0,26.71782843278917,-29.285039925961872
1514,15.181,2246,5,5,3597.0,26.71891436887277,-29.285039925961872
1515,22.224,2252,0,11,3597.0,26.72000030495636,-29.285039925961872
1516,3.185,2436,96,331,3597.0,26.722172177123557,-29.285039925961875
1517,56.23,2444,88,339,3597.0,26.72325811320716,-29.285039925961872
1518,0.235,2555,545,779,3597.0,26.725429985374348,-29.285039925961865
1519,11.762,2555,545,779,3597.0,26.726515921457953,-29.285039925961875
1520,71.221,2801,652,1025,3597.0,26.727601857541543,-29.285039925961875
1521,71.525,2784,710,1066,3597.0,26.72868779362514,-29.285039925961872
1522,93.244,2768,706,1046,3597.0,26.729773729708743,-29.285039925961872
1523,115.755,3277,908,1336,3597.0,26.730859665792337,-29.285039925961872
1524,127.428,2967,802,1142,3597.0,26.731945601875932,-29.285039925961872
1525,110.061,3059,894,1234,3597.0,26.733031537959533,-29.285039925961872
1526,54.717,3125,610,1146,3597.0,26.73411747404313,-29.285039925961875
1527,58.108,3248,383,1115,3597.0,26.735203410126722,-29.285039925961875
1528,0.0,959,475,1284,3597.0,26.70819343839576,-29.285891925579442
1529,0.0,960,360,1281,3597.0,26.709279380107866,-29.285891925579445
1530,0.0,1036,199,1204,3597.0,26.710365321819975,-29.285891925579442
1531,25.303,1201,231,1041,3597.0,26.711451263532073,-29.28589192557944
1532,4.836,1322,351,917,3597.0,26.712537205244182,-29.28589192557944
1533,10.663,1422,451,818,3597.0,26.713623146956287,-29.28589192557944
1534,27.913,1516,544,724,3597.0,26.71470908866839,-29.285891925579442
1535,59.421,1780,519,508,3597.0,26.715795030380505,-29.285891925579445
1536,121.79,1820,468,456,3597.0,26.716880972092607,-29.28589192557944
1537,12.73,2154,97,85,3597.0,26.717966913804716,-29.285891925579442
1538,54.837,2180,122,110,3597.0,26.71905285551682,-29.28589192557944
1539,48.055,2508,152,403,3597.0,26.722310680653138,-29.28589192557944
1540,41.937,2533,0,428,3597.0,26.723396622365247,-29.28589192557944
