,POP_2015,education,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
51,3.667,838,406,497,1549,596,7935.0,76.68084018470115,11.815470665188
52,39.18,733,321,412,1443,441,7935.0,76.6818512384004,11.815470665187997
53,78.488,733,321,412,1443,441,7935.0,76.68286229209964,11.815470665188002
54,79.36,579,179,270,1290,594,7935.0,76.68387334579889,11.815470665188
55,95.411,485,90,181,1195,683,7935.0,76.68488439949812,11.815470665188
56,44.77,300,145,72,1010,812,7935.0,76.68589545319738,11.815470665187997
57,70.513,361,345,212,1071,1012,7935.0,76.6869065068966,11.815470665188
58,67.847,410,408,261,1083,1075,7935.0,76.68791756059585,11.815470665188
59,43.385,411,587,487,1209,1211,7935.0,76.6889286142951,11.815470665188002
60,69.718,411,587,487,1192,1211,7935.0,76.68993966799434,11.815470665188
61,7.667,360,651,541,1192,1243,7935.0,76.69095072169358,11.815470665188
62,12.256,629,425,401,1340,337,7935.0,76.68171024961772,11.814655240675606
63,87.924,629,425,401,1340,337,7935.0,76.68272130145803,11.814655240675606
64,87.411,482,293,254,1192,508,7935.0,76.68373235329832,11.814655240675602
65,79.334,375,231,147,1085,618,7935.0,76.68474340513863,11.814655240675602
66,85.795,228,217,0,938,739,7935.0,76.6857544569789,11.814655240675606
67,86.411,259,380,110,969,971,7935.0,76.68676550881922,11.814655240675602
68,85.308,353,436,205,1026,1028,7935.0,76.68777656065953,11.814655240675606
69,83.334,357,392,260,982,984,7935.0,76.68878761249982,11.814655240675604
70,110.308,442,527,420,1091,1118,7935.0,76.68979866434012,11.814655240675602
71,9.59,416,566,500,1083,1158,7935.0,76.69080971618041,11.814655240675606
72,75.693,668,668,714,1175,1260,7935.0,76.6918207680207,11.814655240675606
73,16.487,712,712,758,1218,1303,7935.0,76.692831819861,11.814655240675602
74,104.898,726,803,849,1309,1395,7935.0,76.69384287170129,11.814655240675602
75,64.847,482,370,254,1192,508,7935.0,76.68359137125296,11.813839817091518
76,55.616,347,235,119,1057,626,7935.0,76.68460242123444,11.813839817091514
77,87.821,132,252,16,842,844,7935.0,76.68662452119744,11.813839817091516
78,89.231,265,367,117,956,958,7935.0,76.68763557117893,11.813839817091514
79,94.283,273,308,204,898,900,7935.0,76.68864662116042,11.813839817091516
80,69.308,457,475,403,1016,1066,7935.0,76.6896576711419,11.813839817091516
81,41.975,433,451,403,992,1043,7935.0,76.6906687211234,11.813839817091516
82,91.975,566,566,613,1073,1158,7935.0,76.6916797711049,11.813839817091514
83,96.18,668,668,714,1175,1260,7935.0,76.6926908210864,11.813839817091516
84,96.693,754,770,816,1277,1362,7935.0,76.69370187106789,11.813839817091514
85,85.077,572,868,999,1230,1429,7935.0,76.69471292104939,11.813839817091514
86,15.692,713,640,616,1271,122,7935.0,76.68243935153976,11.813024394435661
87,78.385,632,632,697,1191,202,7935.0,76.68345039966258,11.813024394435661
88,43.487,29,150,29,740,742,7935.0,76.68648354403105,11.813024394435661
89,58.427,115,236,32,826,828,7935.0,76.6874945921539,11.813024394435663
90,74.565,212,232,249,821,823,7935.0,76.68850564027672,11.813024394435661
91,84.616,351,351,380,903,942,7935.0,76.68951668839952,11.813024394435661
92,102.924,424,424,441,941,1016,7935.0,76.69052773652237,11.813024394435663
93,108.18,538,538,584,1045,1130,7935.0,76.69153878464518,11.813024394435663
94,115.411,646,682,744,1043,1242,7935.0,76.69254983276801,11.813024394435661
95,108.719,568,858,979,1219,1418,7935.0,76.69356088089083,11.813024394435661
96,65.257,572,868,999,1230,1429,7935.0,76.69457192901365,11.813024394435663
97,85.821,671,663,658,1230,80,7935.0,76.68229839226278,11.812208972707976
98,109.078,591,591,731,1150,161,7935.0,76.68330943852708,11.812208972707976
99,34.205,0,120,59,710,712,7935.0,76.68634257731998,11.812208972707975
100,38.114,0,0,180,589,591,7935.0,76.68735362358426,11.812208972707976
101,82.436,161,161,320,751,753,7935.0,76.68836466984855,11.812208972707976
102,90.924,313,313,477,780,879,7935.0,76.68937571611285,11.812208972707976
103,87.129,455,455,634,894,1015,7935.0,76.69038676237714,11.812208972707973
104,78.616,645,645,692,1020,1219,7935.0,76.69139780864144,11.812208972707976
105,94.437,580,682,799,1043,1242,7935.0,76.69240885490572,11.812208972707973
106,129.668,492,757,937,1118,1317,7935.0,76.69341990117005,11.812208972707976
107,63.0,440,787,967,1143,1347,7935.0,76.69443094743434,11.812208972707976
108,80.513,567,567,721,1125,24,7935.0,76.68215744344035,11.811393551908385
109,20.504,462,462,623,1021,128,7935.0,76.68316848784623,11.811393551908386
110,51.847,314,314,475,873,276,7935.0,76.68417953225214,11.811393551908385
111,70.336,300,300,461,859,290,7935.0,76.68519057665804,11.811393551908385
112,104.744,48,48,229,569,609,7935.0,76.68721266546984,11.811393551908385
113,105.308,109,109,289,480,669,7935.0,76.68822370987577,11.811393551908386
114,135.565,347,347,528,680,908,7935.0,76.68923475428166,11.811393551908385
115,145.078,362,362,542,665,922,7935.0,76.69024579868756,11.811393551908388
116,115.103,495,495,675,827,1055,7935.0,76.69125684309344,11.811393551908385
117,106.437,585,585,765,946,1145,7935.0,76.69226788749937,11.811393551908385
118,115.591,377,720,900,949,1280,7935.0,76.69327893190527,11.811393551908385
119,93.719,294,797,975,1026,1358,7935.0,76.69428997631118,11.811393551908385
120,29.744,109,109,289,480,669,7935.0,76.68707171781053,11.810578132036829
121,49.898,175,175,356,413,736,7935.0,76.68808276035817,11.810578132036827
122,78.924,345,345,526,619,906,7935.0,76.68909380290582,11.810578132036827
123,76.026,359,359,539,590,919,7935.0,76.69010484545348,11.810578132036825
124,82.539,510,510,691,716,1071,7935.0,76.69111588800111,11.810578132036827
125,101.257,447,615,796,889,1176,7935.0,76.69212693054877,11.810578132036829
126,105.693,368,711,892,940,1272,7935.0,76.69313797309638,11.81057813203683
127,89.77,287,790,968,1019,1350,7935.0,76.69414901564406,11.810578132036829
128,110.693,390,911,1071,1139,1472,7935.0,76.69516005819172,11.810578132036825
129,0.026,589,589,680,0,1150,7935.0,76.684908699227,11.809762713093233
130,24.975,589,589,680,0,1150,7935.0,76.68591973991656,11.809762713093233
131,38.802,315,315,413,273,876,7935.0,76.6879418212956,11.809762713093232
132,99.052,406,406,484,364,967,7935.0,76.68895286198514,11.809762713093233
133,90.924,372,372,553,560,933,7935.0,76.68996390267465,11.809762713093232
134,101.949,470,583,693,625,1143,7935.0,76.6909749433642,11.809762713093233
135,110.411,415,640,761,765,1201,7935.0,76.69198598405374,11.809762713093233
136,132.514,303,778,837,855,1339,7935.0,76.69299702474326,11.809762713093232
137,105.693,215,997,897,965,1558,7935.0,76.69400806543278,11.809762713093233
138,107.231,257,1040,939,1007,1600,7935.0,76.69501910612232,11.809762713093232
139,58.59,339,1120,1021,1171,1680,7935.0,76.69603014681185,11.809762713093232
140,21.077,326,1133,1007,1185,1694,7935.0,76.69704118750137,11.809762713093232
141,8.59,589,589,680,0,1150,7935.0,76.68476777619325,11.80894729507754
142,37.18,589,589,680,0,1150,7935.0,76.6857788150248,11.808947295077536
143,59.744,315,315,413,273,876,7935.0,76.6878008926879,11.80894729507754
144,77.231,426,426,465,384,986,7935.0,76.68881193151947,11.808947295077536
145,123.719,483,483,526,441,1044,7935.0,76.689822970351,11.80894729507754
146,147.693,509,623,600,581,1184,7935.0,76.69083400918255,11.808947295077536
147,118.334,337,716,708,683,1276,7935.0,76.6918450480141,11.808947295077541
148,110.719,220,832,739,799,1393,7935.0,76.69285608684568,11.808947295077541
149,130.283,138,970,819,938,1531,7935.0,76.69386712567723,11.808947295077536
150,118.462,158,1047,839,1014,1607,7935.0,76.69487816450878,11.80894729507754
151,19.795,326,1133,1007,1185,1694,7935.0,76.69588920334034,11.808947295077536
152,10.641,326,1133,1007,1185,1694,7935.0,76.69690024217186,11.80894729507754
153,69.436,399,399,330,356,959,7935.0,76.68765997453492,11.80813187798967
154,60.059,524,524,359,481,1084,7935.0,76.68867101150862,11.80813187798967
155,94.283,552,726,435,684,1287,7935.0,76.68968204848234,11.80813187798967
156,90.462,553,685,486,642,1245,7935.0,76.69069308545603,11.80813187798967
157,88.539,150,1033,540,1000,1594,7935.0,76.69271515940348,11.80813187798967
158,104.026,0,1053,681,1020,1613,7935.0,76.69372619637718,11.80813187798967
159,60.641,936,936,332,347,1497,7935.0,76.68347492637243,11.80731646182956
160,53.231,918,918,350,329,1479,7935.0,76.68448596148843,11.80731646182956
161,82.411,596,596,133,554,1157,7935.0,76.68751906683646,11.80731646182956
162,117.873,607,607,276,564,1167,7935.0,76.68853010195247,11.80731646182956
163,104.103,552,726,435,684,1287,7935.0,76.68954113706847,11.80731646182956
164,75.667,531,747,417,705,1308,7935.0,76.6905521721845,11.80731646182956
165,113.821,220,964,471,931,1524,7935.0,76.6915632073005,11.807316461829563
166,57.212,150,1033,540,1000,1594,7935.0,76.69257424241651,11.80731646182956
167,69.539,918,918,350,329,1479,7935.0,76.68333403655859,11.806501046597145
168,36.0,918,918,350,329,1479,7935.0,76.68434506981703,11.806501046597146
169,37.744,596,596,133,554,1157,7935.0,76.68737816959235,11.806501046597146
170,75.231,601,637,169,594,1197,7935.0,76.6883892028508,11.806501046597143
171,91.642,606,677,205,635,1238,7935.0,76.68940023610925,11.806501046597145
172,53.944,423,831,339,789,1392,7935.0,76.69041126936769,11.806501046597145
173,63.18,310,913,381,871,1474,7935.0,76.69142230262614,11.806501046597145
174,26.539,220,964,471,931,1524,7935.0,76.69243333588457,11.806501046597145
175,25.205,1116,1116,152,527,1677,7935.0,76.6831931571984,11.805685632292349
176,95.129,1151,1151,117,562,1712,7935.0,76.68420418859941,11.805685632292352
177,49.151,681,729,11,687,1290,7935.0,76.68824831420346,11.80568563229235
178,68.821,588,780,103,738,1341,7935.0,76.68925934560448,11.805685632292352
179,42.154,1222,1222,117,632,1782,7935.0,76.68305228829169,11.804870218915116
180,92.026,1269,1269,0,680,1830,7935.0,76.68406331783538,11.804870218915113
181,37.231,1269,1269,0,680,1830,7935.0,76.68507434737913,11.804870218915116
182,27.699,786,834,105,792,1395,7935.0,76.68810743601034,11.804870218915118
183,2.641,1435,1483,0,1441,2043,7935.0,76.6819004021517,11.80405480646537
184,47.205,1222,1222,117,632,1782,7935.0,76.68291142983827,11.804054806465372
185,36.975,861,909,179,867,1469,7935.0,76.68796656827115,11.804054806465372
