,POP_2015,active_living,community_space,education,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
369,0.292,3435,1438,1107,5000,3680,12901.0,119.87567026660585,-0.996016898914078
370,0.0,2940,1687,1356,4904,3184,12901.0,119.87966174828271,-0.996016898914078
371,9.453,2940,1687,1356,4904,3184,12901.0,119.88065961870193,-0.996016898914078
372,0.0,1112,631,1831,3520,1475,12901.0,119.89562767499022,-0.996016898914078
373,39.036,1112,631,1831,3520,1475,12901.0,119.89662554540948,-0.996016898914078
374,1.955,1257,775,1975,3664,1619,12901.0,119.8976234158287,-0.9960168989140806
375,26.724,1360,879,2079,3768,1723,12901.0,119.8986212862479,-0.996016898914075
376,15.784,1569,1088,2288,3977,1931,12901.0,119.89961915666713,-0.9960168989140797
377,0.292,1569,1088,2288,3977,1931,12901.0,119.90061702708634,-0.9960168989140789
378,19.314,1595,1114,1699,2585,1958,12901.0,119.90361063834403,-0.9960168989140797
379,85.22,1683,1202,1611,2497,2046,12901.0,119.90460850876323,-0.996016898914077
380,20.306,1811,1330,1483,2369,2174,12901.0,119.90560637918246,-0.996016898914079
381,24.332,2245,1764,1158,2044,2608,12901.0,119.90859999044012,-0.996016898914078
382,40.466,2251,1770,1164,2050,2614,12901.0,119.90959786085934,-0.996016898914077
383,0.0,3231,520,724,724,3633,12901.0,119.91857869463232,-0.9960168989140779
384,0.029,3231,520,724,724,3633,12901.0,119.91957656505156,-0.996016898914078
385,6.564,3264,372,757,757,3780,12901.0,119.92057443547077,-0.996016898914078
386,79.502,2952,60,445,445,3973,12901.0,119.92257017630921,-0.9960168989140789
387,26.958,2952,60,445,445,3973,12901.0,119.92356804672842,-0.996016898914077
388,19.926,3999,1173,842,5000,4141,12901.0,119.87169693969565,-0.9968257136849391
389,58.233,4017,1103,772,5000,4171,12901.0,119.872694810266,-0.9968257136849392
390,88.225,3928,946,614,5000,4082,12901.0,119.87369268083636,-0.9968257136849411
391,4.026,3928,946,614,5000,4082,12901.0,119.87469055140669,-0.9968257136849371
392,3.122,2500,1873,2016,4907,2862,12901.0,119.8846692571102,-0.99682571368494
393,11.407,2491,1865,2025,4899,2854,12901.0,119.88566712768052,-0.9968257136849382
394,2.217,1112,631,1831,3520,1475,12901.0,119.89564583338405,-0.9968257136849391
395,17.126,1112,631,1831,3520,1475,12901.0,119.8966437039544,-0.99682571368494
396,5.543,1257,775,1975,3664,1619,12901.0,119.89764157452474,-0.9968257136849371
397,44.317,1399,917,2117,3806,1761,12901.0,119.8986394450951,-0.9968257136849411
398,34.601,1437,955,2156,3845,1799,12901.0,119.89963731566544,-0.9968257136849391
399,24.74,1569,1088,2288,3977,1931,12901.0,119.9006351862358,-0.9968257136849392
400,21.706,2191,1710,1103,1989,2553,12901.0,119.9086181507986,-0.9968257136849391
401,40.787,2191,1710,1103,1989,2553,12901.0,119.90961602136895,-0.996825713684942
402,11.699,2314,1811,981,1867,2676,12901.0,119.91061389193928,-0.9968257136849381
403,50.123,2438,1687,857,1742,2800,12901.0,119.91161176250964,-0.9968257136849399
404,14.879,2680,1444,1099,1985,3043,12901.0,119.91360750365035,-0.996825713684938
405,0.0,3231,520,724,724,3633,12901.0,119.91859685650208,-0.9968257136849409
406,0.058,3231,520,724,724,3633,12901.0,119.91959472707245,-0.9968257136849392
407,30.429,3264,372,757,757,3780,12901.0,119.92059259764278,-0.9968257136849391
408,80.844,2952,60,445,445,3973,12901.0,119.92258833878348,-0.9968257136849381
409,9.569,2982,30,475,475,4003,12901.0,119.92358620935383,-0.9968257136849401
410,54.236,4017,1103,772,5000,4171,12901.0,119.87271297992821,-0.9976345285319155
411,96.306,3928,946,614,5000,4082,12901.0,119.87371085064983,-0.9976345285319157
412,29.146,3928,946,614,5000,4082,12901.0,119.87470872137143,-0.9976345285319176
413,2.159,2639,1701,1955,5000,3002,12901.0,119.88468742858745,-0.9976345285319155
414,0.0,2483,1857,2033,4891,2846,12901.0,119.88568529930906,-0.9976345285319176
415,8.694,1294,813,2013,3702,1657,12901.0,119.89466613580348,-0.9976345285319166
416,71.304,1294,813,2013,3702,1657,12901.0,119.89566400652508,-0.9976345285319147
417,0.263,2438,1687,857,1742,2800,12901.0,119.91063206734911,-0.9976345285319166
418,14.091,2438,1687,857,1742,2800,12901.0,119.91162993807066,-0.9976345285319164
419,49.918,2680,1444,1099,1985,3043,12901.0,119.9136256795139,-0.9976345285319156
420,39.182,3012,0,506,506,4033,12901.0,119.92260651600834,-0.9976345285319157
421,47.905,3012,0,506,506,4033,12901.0,119.92360438672988,-0.9976345285319164
422,0.0,4147,1165,902,5000,4301,12901.0,119.87173329346192,-0.9984433434550734
423,13.537,4147,1165,902,5000,4301,12901.0,119.8727311643349,-0.9984433434550714
424,23.077,4109,765,434,5000,4263,12901.0,119.87372903520786,-0.9984433434550722
425,40.787,4109,765,434,5000,4263,12901.0,119.87472690608085,-0.9984433434550705
426,0.029,2661,1679,1934,5000,3023,12901.0,119.88470561481061,-0.9984433434550724
427,0.0,2682,1658,1913,5000,3044,12901.0,119.88570348568356,-0.9984433434550722
428,34.193,1580,1057,2298,3987,1942,12901.0,119.8926885817944,-0.9984433434550714
429,17.622,1580,1057,2298,3987,1942,12901.0,119.89368645266738,-0.9984433434550722
430,56.249,1363,882,2082,3771,1725,12901.0,119.89468432354037,-0.9984433434550715
431,48.022,1470,989,2189,3878,1832,12901.0,119.89568219441335,-0.9984433434550732
432,0.671,4109,765,434,5000,4263,12901.0,119.87374723451046,-0.9992521584544664
433,88.458,4157,685,354,5000,4343,12901.0,119.87474510553493,-0.9992521584544692
434,0.0,2682,1658,1913,5000,3044,12901.0,119.88472381577965,-0.9992521584544664
435,0.0,2707,1552,1806,5000,3069,12901.0,119.88572168680416,-0.9992521584544664
436,6.389,1703,934,2422,4111,2065,12901.0,119.89270678397543,-0.9992521584544682
437,38.307,1469,988,2188,3877,1832,12901.0,119.89370465499991,-0.9992521584544664
438,51.698,1469,988,2188,3877,1832,12901.0,119.89470252602437,-0.9992521584544672
439,74.834,1671,1189,2390,4079,2033,12901.0,119.89570039704887,-0.9992521584544674
440,27.891,1584,1102,2302,3991,1946,12901.0,119.89669826807332,-0.9992521584544681
441,46.038,4049,577,246,5000,4294,12901.0,119.87476331973367,-1.0000609735301658
442,18.147,4049,577,246,5000,4294,12901.0,119.87576119090977,-1.0000609735301649
443,0.029,2707,1552,1806,5000,3069,12901.0,119.88474203149464,-1.0000609735301655
444,0.029,2707,1552,1806,5000,3069,12901.0,119.88573990267072,-1.0000609735301638
445,10.97,1733,904,2452,4141,2096,12901.0,119.89272500090338,-1.0000609735301647
446,36.381,1671,1189,2390,4079,2033,12901.0,119.89571861443166,-1.0000609735301647
447,61.676,1671,1189,2390,4079,2033,12901.0,119.89671648560774,-1.000060973530164
448,0.0,2117,1024,2221,3107,2480,12901.0,119.90469945501648,-1.0000609735301658
449,0.0,2117,1024,2221,3107,2480,12901.0,119.9056973261926,-1.000060973530164
450,30.867,3039,1223,1458,2344,3401,12901.0,119.91368029560132,-1.0000609735301635
451,23.398,3039,1223,1458,2344,3401,12901.0,119.91467816677742,-1.000060973530164
452,16.367,4049,577,246,5000,4294,12901.0,119.87478154867718,-1.000869788682223
453,21.823,4049,577,246,5000,4294,12901.0,119.875779420005,-1.0008697886822269
454,93.506,3765,861,530,5000,4010,12901.0,119.87677729133283,-1.0008697886822249
455,25.499,3765,861,530,5000,4010,12901.0,119.87777516266068,-1.0008697886822249
456,9.686,2846,1413,1667,5000,3208,12901.0,119.88476026195558,-1.000869788682223
457,14.996,2846,1413,1667,5000,3208,12901.0,119.88575813328339,-1.0008697886822269
458,0.0,1925,823,2588,4333,2288,12901.0,119.8917453612504,-1.0008697886822258
459,5.106,1870,768,2588,4277,2232,12901.0,119.89274323257824,-1.0008697886822258
460,44.142,1753,1228,2472,4161,2115,12901.0,119.89573684656175,-1.0008697886822269
461,8.081,1758,1223,2477,4166,2120,12901.0,119.89673471788959,-1.0008697886822238
462,0.088,2117,1024,2221,3107,2480,12901.0,119.90571555984008,-1.0008697886822269
463,7.644,2313,829,2417,3302,2675,12901.0,119.90671343116794,-1.0008697886822238
464,22.99,3039,1223,1458,2344,3401,12901.0,119.91369853046281,-1.0008697886822238
465,36.381,3039,1223,1458,2344,3401,12901.0,119.91469640179062,-1.0008697886822249
466,10.153,3397,728,1763,1763,3759,12901.0,119.91868788710198,-1.0008697886822249
467,134.963,3443,430,936,936,4464,12901.0,119.92367724374118,-1.000869788682223
468,5.514,3765,861,530,5000,4010,12901.0,119.87779340680453,-1.0016786039107093
469,6.418,3563,1063,732,5000,3808,12901.0,119.8787912782842,-1.0016786039107113
470,44.754,3563,1063,732,5000,3808,12901.0,119.87978914976392,-1.0016786039107133
471,84.17,3593,1252,920,5000,3955,12901.0,119.8807870212436,-1.0016786039107093
472,31.859,3485,1360,1029,5000,3847,12901.0,119.88178489272333,-1.0016786039107113
473,0.0,1925,823,2588,4333,2288,12901.0,119.89176360752035,-1.0016786039107133
474,31.976,1870,768,2588,4277,2232,12901.0,119.89276147900004,-1.0016786039107093
475,0.0,2313,829,2417,3302,2675,12901.0,119.90673167971586,-1.001678603910713
476,1.663,3747,734,1240,1240,4290,12901.0,119.92269762339112,-1.0016786039107102
477,44.569,4296,331,0,5000,4540,12901.0,119.87581592243006,-1.0024874192156832
478,48.051,3638,1294,963,5000,4001,12901.0,119.88080528058855,-1.0024874192156874
479,80.815,3485,1360,1029,5000,3847,12901.0,119.88180315222023,-1.0024874192156854
480,44.579,3345,1381,1169,5000,3707,12901.0,119.8828010238519,-1.0024874192156832
481,29.233,3345,1381,1169,5000,3707,12901.0,119.88379889548361,-1.0024874192156854
482,33.405,3145,1182,1368,5000,3507,12901.0,119.8847967671153,-1.0024874192156852
483,29.437,2140,945,2859,4145,2502,12901.0,119.89976484159064,-1.0024874192156843
484,0.0,2562,1249,2837,3723,2924,12901.0,119.90375632811742,-1.0024874192156854
485,11.524,3722,684,1437,1437,4085,12901.0,119.92072014585617,-1.0024874192156852
486,2.334,3733,695,1426,1426,4096,12901.0,119.92171801748783,-1.0024874192156834
487,32.238,3769,756,1263,1263,4268,12901.0,119.92271588911952,-1.0024874192156852
488,18.614,3402,1438,1226,5000,3764,12901.0,119.88281929824656,-1.0032962345972078
489,75.709,3402,1438,1226,5000,3764,12901.0,119.88381717003038,-1.0032962345972078
490,92.951,3128,1165,1385,5000,3490,12901.0,119.88481504181415,-1.0032962345972058
491,82.536,3044,1046,1504,5000,3407,12901.0,119.88581291359795,-1.0032962345972078
492,8.081,2140,945,2859,4145,2502,12901.0,119.89978311857118,-1.0032962345972078
493,0.0,2562,1249,2837,3723,2924,12901.0,119.90277673392261,-1.0032962345972078
494,0.0,2562,1249,2837,3723,2924,12901.0,119.90377460570642,-1.0032962345972058
495,23.252,3044,1046,1504,5000,3407,12901.0,119.88583120319512,-1.0041050500553392
496,42.595,2703,704,1846,5000,3065,12901.0,119.8888248190032,-1.0041050500553408
497,26.17,2671,673,1877,5000,3034,12901.0,119.88982269093925,-1.0041050500553401
498,13.041,2539,540,2010,4946,2901,12901.0,119.89082056287528,-1.004105050055338
499,57.183,2273,812,2991,4277,2635,12901.0,119.89980141029963,-1.0041050500553401
500,5.835,3785,339,2151,2151,4148,12901.0,119.91876097708428,-1.0041050500553401
501,0.0,3785,339,2151,2151,4148,12901.0,119.91975884902034,-1.004105050055339
502,105.117,4608,18,312,5000,4853,12901.0,119.87686865874291,-1.004913865590147
503,63.572,4627,0,331,5000,4872,12901.0,119.8778665308313,-1.004913865590145
504,45.717,2671,673,1877,5000,3034,12901.0,119.88884312380361,-1.004913865590145
505,70.078,2539,540,2010,4946,2901,12901.0,119.88984099589197,-1.0049138655901433
506,65.848,2539,540,2010,4946,2901,12901.0,119.8908388679804,-1.004913865590148
507,94.643,2318,319,2231,4726,2680,12901.0,119.89183674006878,-1.0049138655901462
508,72.558,2318,319,2231,4726,2680,12901.0,119.89283461215719,-1.0049138655901442
509,1.955,2447,190,2360,4855,2809,12901.0,119.89383248424559,-1.004913865590145
510,3.676,3610,652,2029,2915,3973,12901.0,119.91478779810181,-1.004913865590145
511,0.0,3785,339,2151,2151,4148,12901.0,119.91977715854377,-1.004913865590146
512,13.391,4742,191,446,5000,4987,12901.0,119.87588910421921,-1.005722681201686
513,61.209,4659,107,362,5000,4903,12901.0,119.8768869764601,-1.0057226812016853
514,72.733,4733,181,436,5000,4977,12901.0,119.877884848701,-1.0057226812016853
515,24.565,2885,887,2034,5000,3248,12901.0,119.88886144335056,-1.0057226812016853
516,1.78,2318,319,2231,4726,2680,12901.0,119.89185506007318,-1.0057226812016842
517,50.939,2447,190,2360,4855,2809,12901.0,119.89285293231404,-1.005722681201686
518,69.874,2447,190,2360,4855,2809,12901.0,119.89385080455494,-1.0057226812016853
519,65.203,2616,21,2529,5000,2979,12901.0,119.89484867679576,-1.0057226812016833
520,135.167,2638,0,2550,5000,3000,12901.0,119.89584654903666,-1.005722681201687
521,0.817,3610,652,2029,2915,3973,12901.0,119.91480612161322,-1.0057226812016853
522,4.931,3958,166,2324,2324,4321,12901.0,119.91879761057669,-1.0057226812016853
523,3.705,3958,166,2324,2324,4321,12901.0,119.91979548281759,-1.0057226812016853
524,0.0,4742,191,446,5000,4987,12901.0,119.87590743652895,-1.0065314968900216
525,21.677,4813,261,516,5000,5000,12901.0,119.87690530892242,-1.0065314968900216
526,38.949,4783,231,486,5000,5000,12901.0,119.87790318131587,-1.0065314968900199
527,17.126,3001,1002,2149,5000,3363,12901.0,119.88788190525058,-1.0065314968900199
528,6.448,2885,887,2034,5000,3248,12901.0,119.88887977764406,-1.0065314968900234
529,57.095,2546,548,2373,4954,2909,12901.0,119.89187339482451,-1.0065314968900216
530,26.374,2638,0,2550,5000,3000,12901.0,119.89486701200491,-1.0065314968900214
531,89.392,2778,307,2858,4782,3140,12901.0,119.89786062918532,-1.0065314968900234
532,55.228,2661,424,2975,4666,3024,12901.0,119.89885850157881,-1.0065314968900216
533,40.378,2591,495,3046,4595,2953,12901.0,119.8998563739723,-1.0065314968900207
534,4.172,2888,792,3343,4364,3250,12901.0,119.90185211875922,-1.0065314968900216
535,2.392,3297,251,2933,3636,3660,12901.0,119.90883722551354,-1.0065314968900216
536,13.741,3184,138,2820,3523,3547,12901.0,119.909835097907,-1.0065314968900207
537,23.573,3094,48,2730,3432,3456,12901.0,119.91083297030048,-1.0065314968900194
538,2.83,4323,72,1862,1862,4685,12901.0,119.92380531141565,-1.0065314968900223
539,4.114,4890,338,593,5000,5000,12901.0,119.87692365612982,-1.007340312655214
540,79.006,4897,346,601,5000,5000,12901.0,119.877921528676,-1.0073403126552178
541,0.233,2550,551,2376,4958,2912,12901.0,119.89189174432276,-1.007340312655216
542,77.051,2591,495,3046,4595,2953,12901.0,119.89887685214617,-1.0073403126552152
543,142.053,2591,495,3046,4595,2953,12901.0,119.89987472469238,-1.0073403126552158
544,89.655,2888,792,3343,4364,3250,12901.0,119.90187046978475,-1.007340312655215
545,53.303,2888,792,3343,4364,3250,12901.0,119.90286834233098,-1.0073403126552152
546,91.58,3297,251,2933,3636,3660,12901.0,119.90785770506197,-1.0073403126552158
547,128.311,3325,279,2961,3663,3688,12901.0,119.90885557760816,-1.007340312655215
548,119.967,3184,138,2820,3523,3547,12901.0,119.90985345015434,-1.0073403126552167
549,161.687,3118,24,2706,3408,3480,12901.0,119.91085132270055,-1.007340312655214
550,184.531,3302,159,2522,3224,3664,12901.0,119.91184919524673,-1.007340312655216
551,103.25,3415,273,2409,3111,3778,12901.0,119.91284706779297,-1.007340312655214
552,48.285,3415,273,2409,3111,3778,12901.0,119.91384494033913,-1.0073403126552178
553,83.09,3582,440,2241,2944,3945,12901.0,119.91484281288533,-1.007340312655214
554,62.959,3734,350,2349,2792,4097,12901.0,119.91584068543155,-1.007340312655216
555,112.294,3734,350,2349,2792,4097,12901.0,119.91683855797773,-1.007340312655214
556,60.742,4085,0,2441,2441,4447,12901.0,119.91883430307014,-1.0073403126552158
557,62.23,4085,0,2441,2441,4447,12901.0,119.91983217561634,-1.007340312655216
558,83.732,4740,343,2279,2279,5000,12901.0,119.92083004816253,-1.007340312655214
559,95.46,4348,242,2178,2178,4711,12901.0,119.92182792070874,-1.0073403126552158
560,56.629,4396,0,1935,1935,4758,12901.0,119.92382366580114,-1.0073403126552167
561,33.755,4912,361,616,5000,5000,12901.0,119.87793989078145,-1.0081491284973259
562,22.727,3006,536,3070,5000,3369,12901.0,119.89789734476236,-1.0081491284973296
563,8.84,3026,930,3481,4502,3388,12901.0,119.90188883555852,-1.0081491284973287
564,63.135,3353,307,2989,3691,3715,12901.0,119.90887394445186,-1.0081491284973305
565,47.497,3189,142,2825,3527,3551,12901.0,119.90987181715087,-1.0081491284973267
566,82.944,3249,107,2789,3491,3612,12901.0,119.91086968984995,-1.0081491284973296
567,35.156,4740,343,2279,2279,5000,12901.0,119.92084841684041,-1.0081491284973314
568,12.078,4584,187,2123,2123,4946,12901.0,119.92184628953947,-1.0081491284973259
569,53.594,4584,187,2123,2123,4946,12901.0,119.9228441622385,-1.0081491284973314
570,0.0,3006,536,3070,5000,3369,12901.0,119.89791572467246,-1.008957944416423
571,0.0,3026,930,3481,4502,3388,12901.0,119.90190721608052,-1.0089579444164243
572,0.029,3499,453,3135,3838,3862,12901.0,119.90789445319263,-1.0089579444164247
573,0.058,3499,453,3135,3838,3862,12901.0,119.90889232604462,-1.008957944416423
574,99.311,5000,486,4060,4060,5000,12901.0,119.92286254597289,-1.008957944416423
575,38.773,5000,669,924,5000,5000,12901.0,119.87897453223326,-1.009766760412564
576,8.111,4776,913,1168,5000,5000,12901.0,119.88097027824345,-1.0097667604125617
577,1.371,4723,966,1222,5000,5000,12901.0,119.88196815124856,-1.0097667604125622
578,0.029,4617,1072,1327,5000,4979,12901.0,119.88296602425369,-1.0097667604125617
579,33.114,5000,486,4060,4060,5000,12901.0,119.92288094445804,-1.009766760412561
580,0.0,5000,1029,1490,5000,5000,12901.0,119.87599931925286,-1.0105755764858044
581,0.0,5000,1029,1490,5000,5000,12901.0,119.87699719241117,-1.0105755764858064
582,0.35,5000,788,1044,5000,5000,12901.0,119.8779950655695,-1.0105755764858055
583,73.346,5000,722,977,5000,5000,12901.0,119.87899293872782,-1.0105755764858053
584,34.426,5000,743,1042,5000,5000,12901.0,119.87999081188615,-1.0105755764858053
585,0.117,4776,913,1168,5000,5000,12901.0,119.8809886850445,-1.0105755764858055
586,14.821,4743,987,1242,5000,5000,12901.0,119.8819865582028,-1.0105755764858046
587,17.097,4617,1072,1327,5000,4979,12901.0,119.88298443136114,-1.0105755764858055
588,0.0,2952,954,2779,5000,3315,12901.0,119.89296316294437,-1.0105755764858033
589,58.204,5000,306,3879,3879,5000,12901.0,119.92190148453577,-1.0105755764858064
590,16.163,5000,788,1044,5000,5000,12901.0,119.8780134866562,-1.0113843926362156
591,126.853,5000,766,1043,5000,5000,12901.0,119.87901135996786,-1.011384392636215
592,66.665,5000,662,1124,5000,5000,12901.0,119.88000923327955,-1.0113843926362138
593,0.204,4764,1008,1263,5000,5000,12901.0,119.88200497990286,-1.0113843926362158
594,0.613,4232,1234,1712,5000,4594,12901.0,119.88599647314952,-1.0113843926362156
595,0.496,4122,1344,1822,5000,4484,12901.0,119.88699434646118,-1.0113843926362156
596,0.0,3837,791,3473,4175,4199,12901.0,119.90794968600608,-1.0113843926362165
597,22.611,3837,791,3473,4175,4199,12901.0,119.90894755931777,-1.0113843926362138
598,48.985,5000,206,3780,3780,5000,12901.0,119.92191991236936,-1.0113843926362147
599,87.671,5000,662,1124,5000,5000,12901.0,119.87902979595341,-1.0121932088638548
600,87.029,5000,621,1165,5000,5000,12901.0,119.88002766941855,-1.0121932088638546
601,4.435,4232,1234,1712,5000,4594,12901.0,119.88601491020928,-1.0121932088638537
602,4.026,4122,1344,1822,5000,4484,12901.0,119.88701278367442,-1.0121932088638537
603,12.253,3837,791,3473,4175,4199,12901.0,119.907968126442,-1.0121932088638534
604,30.371,3837,791,3473,4175,4199,12901.0,119.90896599990714,-1.0121932088638546
605,9.978,5000,206,3780,3780,5000,12901.0,119.92193835495375,-1.0121932088638546
606,0.554,5000,736,1523,5000,5000,12901.0,119.87805037306575,-1.0130020251687835
607,43.879,5000,520,1266,4901,5000,12901.0,119.88004612030315,-1.0130020251687812
608,2.597,5000,499,1287,4880,5000,12901.0,119.88104399392185,-1.0130020251687843
609,21.823,3269,1271,2675,5000,3632,12901.0,119.89401635096507,-1.0130020251687823
610,0.554,3269,1271,2675,5000,3632,12901.0,119.89501422458376,-1.0130020251687835
611,0.117,4550,793,2779,2779,4913,12901.0,119.91996106505148,-1.0130020251687843
612,65.965,5000,0,3573,3573,5000,12901.0,119.92095893867021,-1.0130020251687843
613,3.034,5000,736,1523,5000,5000,12901.0,119.8780688383886,-1.0138108415510636
614,26.87,5000,391,1395,4772,5000,12901.0,119.88006458593344,-1.0138108415510665
615,82.944,5000,439,1435,4820,5000,12901.0,119.88106245970587,-1.0138108415510647
616,31.509,4686,757,1723,5000,5000,12901.0,119.8830582072507,-1.0138108415510636
617,0.0,4686,757,1723,5000,5000,12901.0,119.88405608102309,-1.0138108415510636
618,0.613,4505,939,1905,4873,4867,12901.0,119.88505395479555,-1.0138108415510638
619,0.0,4505,939,1905,4873,4867,12901.0,119.88605182856796,-1.0138108415510627
620,0.204,4285,1158,2124,5000,4648,12901.0,119.88704970234035,-1.0138108415510665
621,11.145,4550,793,2779,2779,4913,12901.0,119.91997953683007,-1.013810841551063
622,45.921,5000,96,3476,3476,5000,12901.0,119.92097741060249,-1.0138108415510638
623,99.02,5000,298,1488,4679,5000,12901.0,119.88008306630942,-1.0146196580107583
624,61.267,5000,298,1488,4679,5000,12901.0,119.88108094023569,-1.0146196580107583
625,7.644,4686,757,1723,5000,5000,12901.0,119.88307668808817,-1.0146196580107611
626,0.0,4686,757,1723,5000,5000,12901.0,119.88407456201439,-1.0146196580107594
627,0.0,4506,940,1906,4872,4868,12901.0,119.88507243594066,-1.0146196580107592
628,15.696,4505,939,1905,4873,4867,12901.0,119.88607030986688,-1.0146196580107592
629,17.155,4285,1158,2124,5000,4648,12901.0,119.88706818379313,-1.0146196580107603
630,32.267,4285,1158,2124,5000,4648,12901.0,119.88806605771939,-1.0146196580107583
631,0.0,3486,1487,2891,5000,3848,12901.0,119.89405330127683,-1.0146196580107592
632,0.058,3491,1492,2896,5000,3853,12901.0,119.89505117520308,-1.0146196580107592
633,68.94,4184,1138,3820,4434,4547,12901.0,119.90802353624424,-1.0146196580107594
634,0.0,5000,310,3691,3691,5000,12901.0,119.9219937712117,-1.0146196580107583
635,1.488,5000,310,3691,3691,5000,12901.0,119.92299164513793,-1.0146196580107592
636,156.961,5000,269,1539,4650,5000,12901.0,119.8801015614311,-1.0154284745479307
637,76.643,5000,224,1562,4605,5000,12901.0,119.88109943551129,-1.0154284745479296
638,0.321,3491,1492,2896,5000,3853,12901.0,119.89407179855382,-1.0154284745479296
639,4.376,3491,1492,2896,5000,3853,12901.0,119.89506967263402,-1.0154284745479307
640,144.503,4219,1173,3855,4399,4582,12901.0,119.90804203567659,-1.0154284745479307
641,53.215,5000,194,1592,4575,5000,12901.0,119.88012007129849,-1.0162372911626394
642,105.263,5000,174,1612,4555,5000,12901.0,119.88111794553274,-1.0162372911626392
643,126.415,4278,1232,3914,4341,4640,12901.0,119.90806054985808,-1.0162372911626394
644,15.609,4897,446,3126,3126,5000,12901.0,119.91903716643506,-1.0162372911626383
645,1.313,4930,413,3159,3159,5000,12901.0,119.92003504066933,-1.0162372911626374
646,7.44,5000,43,1791,4424,5000,12901.0,119.88013859591159,-1.0170461078549475
647,43.412,5000,38,1748,4418,5000,12901.0,119.88113647030008,-1.0170461078549478
648,67.365,4964,448,3194,3194,5000,12901.0,119.91905569706188,-1.0170461078549458
649,28.562,4964,448,3194,3194,5000,12901.0,119.92005357145034,-1.0170461078549478
650,0.0,5000,133,2001,4378,5000,12901.0,119.87915926072769,-1.017854924624917
651,71.041,5000,43,1802,4424,5000,12901.0,119.88015713527051,-1.017854924624915
652,49.072,5000,0,1786,4380,5000,12901.0,119.88115500981331,-1.017854924624915
653,6.564,5000,147,2015,4416,5000,12901.0,119.88215288435607,-1.0178549246249158
654,6.127,5000,206,2074,4467,5000,12901.0,119.88315075889886,-1.017854924624915
655,1.459,5000,295,2163,4507,5000,12901.0,119.88414863344163,-1.017854924624917
656,14.354,4941,442,2311,4359,5000,12901.0,119.88514650798442,-1.017854924624915
657,7.352,4727,656,2516,4573,5000,12901.0,119.88714225707001,-1.017854924624914
658,26.958,5000,133,2001,4378,5000,12901.0,119.87917781467794,-1.0186637414726072
659,146.662,5000,104,1973,4377,5000,12901.0,119.88017568937516,-1.0186637414726072
660,104.213,5000,0,1868,4299,5000,12901.0,119.8811735640724,-1.018663741472607
661,135.518,5000,164,2032,4355,5000,12901.0,119.88217143876962,-1.0186637414726072
662,113.724,5000,259,2127,4467,5000,12901.0,119.88316931346687,-1.018663741472609
663,26.783,5000,295,2163,4507,5000,12901.0,119.88416718816408,-1.018663741472606
664,63.339,4912,472,2336,4388,5000,12901.0,119.88516506286135,-1.0186637414726092
665,61.647,4727,656,2516,4573,5000,12901.0,119.88616293755855,-1.0186637414726052
666,63.718,4727,656,2516,4573,5000,12901.0,119.88716081225579,-1.0186637414726092
667,93.652,4475,909,2768,4515,4837,12901.0,119.88915656165027,-1.018663741472609
668,23.019,4213,1170,3030,4777,4575,12901.0,119.8911523110447,-1.0186637414726079
669,49.568,4213,1170,3030,4777,4575,12901.0,119.89215018574193,-1.0186637414726072
670,66.694,3943,1440,3300,5000,4306,12901.0,119.89314806043919,-1.018663741472607
671,112.003,3943,1440,3300,5000,4306,12901.0,119.8941459351364,-1.0186637414726072
672,12.924,5000,666,3412,3412,5000,12901.0,119.91909280256723,-1.018663741472606
673,20.452,5000,666,3412,3412,5000,12901.0,119.92009067726445,-1.0186637414726072
674,30.692,5000,199,2067,4164,5000,12901.0,119.88019425822564,-1.0194725583980826
675,80.931,5000,127,1995,4188,5000,12901.0,119.88119213307742,-1.0194725583980846
676,51.902,5000,164,2032,4301,5000,12901.0,119.88219000792922,-1.0194725583980846
677,6.506,5000,259,2127,4414,5000,12901.0,119.88318788278102,-1.0194725583980808
678,3.997,4213,1170,3030,4777,4575,12901.0,119.8911708815954,-1.0194725583980837
679,10.941,3943,1440,3300,5000,4306,12901.0,119.89316663129902,-1.0194725583980846
680,35.127,3943,1440,3300,5000,4306,12901.0,119.89416450615079,-1.0194725583980826
681,5.485,4733,1686,4369,4795,5000,12901.0,119.90713687922418,-1.0194725583980857
682,67.102,4733,1686,4369,4795,5000,12901.0,119.908134754076,-1.0194725583980837
683,0.0,5000,1130,3875,3875,5000,12901.0,119.923102876853,-1.0194725583980837
684,2.917,5000,1130,3875,3875,5000,12901.0,119.92410075170474,-1.0194725583980857
685,18.614,5000,199,2067,4164,5000,12901.0,119.88021284182192,-1.0202813754014073
686,85.92,5000,199,2067,4164,5000,12901.0,119.88121071682842,-1.0202813754014053
687,0.0,5000,674,2543,4127,5000,12901.0,119.88520221685437,-1.0202813754014073
688,0.029,4695,1085,2953,4295,5000,12901.0,119.88819584187382,-1.020281375401407
689,0.35,4695,1085,2953,4295,5000,12901.0,119.88919371688027,-1.0202813754014073
690,29.846,4373,1331,3190,4937,4736,12901.0,119.89118946689327,-1.0202813754014073
691,0.788,4733,1686,4369,4795,5000,12901.0,119.90715546699707,-1.0202813754014042
692,42.45,4733,1686,4369,4795,5000,12901.0,119.90815334200354,-1.020281375401407
693,110.602,5000,1863,4521,4521,5000,12901.0,119.91014909201655,-1.0202813754014073
