,POP_2015,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
192,69.832,3030,356,2281,6516.0,70.84785694520218,22.82911854645927
193,58.835,3104,255,2355,6516.0,70.84890633320526,22.82911854645927
194,40.616,3042,159,2294,6516.0,70.84995572120833,22.82911854645927
195,38.987,3061,178,2313,6516.0,70.8510051092114,22.82911854645927
196,40.107,4343,1466,3595,6516.0,70.8646471532513,22.82911854645927
197,60.139,4343,1466,3595,6516.0,70.86569654125438,22.82911854645927
198,7.05,1908,1408,1040,6516.0,70.8224026234783,22.828284198195078
199,39.064,1997,1497,1129,6516.0,70.82345200749542,22.828284198195078
200,96.136,2143,1642,1275,6516.0,70.82450139151254,22.82828419819508
201,61.709,2289,1788,1421,6516.0,70.82555077552965,22.828284198195085
202,29.695,2361,1861,1494,6516.0,70.82660015954679,22.82828419819508
203,36.228,2201,1747,1385,6516.0,70.82869892758103,22.828284198195078
204,61.575,2318,1864,1502,6516.0,70.82974831159815,22.82828419819508
205,46.057,2318,1864,1502,6516.0,70.83079769561529,22.828284198195085
206,30.596,2113,1659,1297,6516.0,70.83184707963238,22.82828419819508
207,68.893,2054,1600,1238,6516.0,70.8328964636495,22.82828419819508
208,53.279,1930,1476,1114,6516.0,70.83394584766664,22.828284198195078
209,79.028,1926,1472,1110,6516.0,70.83499523168376,22.82828419819508
210,51.919,1955,1502,1139,6516.0,70.83604461570087,22.828284198195078
211,22.971,1934,1480,1117,6516.0,70.83709399971798,22.828284198195078
212,29.849,2970,841,2222,6516.0,70.8433903038207,22.828284198195078
213,45.06,2970,841,2222,6516.0,70.84443968783783,22.828284198195078
214,48.49,2906,594,2158,6516.0,70.84548907185496,22.82828419819508
215,67.322,2867,524,2119,6516.0,70.84653845587208,22.828284198195078
216,73.894,2874,470,2126,6516.0,70.8475878398892,22.828284198195078
217,71.576,3019,325,2271,6516.0,70.84863722390632,22.82828419819508
218,58.893,2883,0,2135,6516.0,70.84968660792345,22.828284198195078
219,108.474,3041,158,2293,6516.0,70.85073599194057,22.82828419819508
220,25.672,4475,126,3727,6516.0,70.85703229604329,22.82828419819508
221,55.981,4475,126,3727,6516.0,70.85808168006041,22.82828419819508
222,23.22,1997,1497,1129,6516.0,70.8231830065531,22.827449851876196
223,34.887,1701,1201,863,6516.0,70.82423238658447,22.827449851876196
224,25.002,1666,1166,892,6516.0,70.82528176661582,22.827449851876196
225,24.369,2319,1866,1503,6516.0,70.82738052667852,22.827449851876196
226,72.687,2269,1815,1453,6516.0,70.82842990670989,22.827449851876192
227,77.074,2133,1680,1317,6516.0,70.82947928674125,22.827449851876196
228,50.904,2127,1673,1311,6516.0,70.83052866677264,22.827449851876196
229,36.42,2016,1562,1199,6516.0,70.83157804680397,22.827449851876196
230,62.169,1939,1486,1123,6516.0,70.83262742683533,22.827449851876196
231,65.215,1867,1413,1051,6516.0,70.83367680686669,22.827449851876192
232,68.395,1818,1364,1002,6516.0,70.83472618689807,22.827449851876196
233,41.152,1740,1287,924,6516.0,70.83577556692943,22.827449851876196
234,43.853,2777,812,2029,6516.0,70.8441706071803,22.8274498518762
235,98.838,2711,681,1963,6516.0,70.84521998721168,22.827449851876196
236,70.905,2689,679,1941,6516.0,70.84626936724302,22.827449851876192
237,56.67,2738,958,1990,6516.0,70.84731874727441,22.827449851876196
238,75.465,2883,0,2135,6516.0,70.84941750733712,22.827449851876196
239,99.163,2853,0,2105,6516.0,70.85046688736848,22.8274498518762
240,57.667,3297,445,2548,6516.0,70.85571378752527,22.827449851876192
241,26.477,4455,618,3707,6516.0,70.85676316755665,22.8274498518762
242,32.799,3519,667,2771,6516.0,70.85781254758798,22.827449851876196
243,5.92,2317,1816,2261,6516.0,70.81346963389213,22.826615507502535
244,33.259,2295,1795,2240,6516.0,70.81451900993791,22.826615507502535
245,101.233,1850,1350,1413,6516.0,70.81976589016686,22.826615507502535
246,41.018,1895,1394,1348,6516.0,70.82081526621265,22.826615507502535
247,43.24,1783,1282,1236,6516.0,70.82186464225843,22.826615507502535
248,83.837,1689,1189,1135,6516.0,70.82291401830423,22.826615507502535
249,88.052,1569,1069,989,6516.0,70.82396339435002,22.826615507502535
250,41.459,1498,998,1133,6516.0,70.8250127703958,22.826615507502535
251,67.246,2319,1866,1503,6516.0,70.82816089853316,22.826615507502535
252,27.588,2112,1658,1296,6516.0,70.82921027457895,22.826615507502535
253,26.381,2055,1602,1239,6516.0,70.83025965062475,22.826615507502535
254,46.421,1964,1511,1148,6516.0,70.83130902667054,22.826615507502535
255,76.097,1901,1447,1085,6516.0,70.83235840271632,22.826615507502535
256,57.149,1866,1412,1050,6516.0,70.83340777876211,22.82661550750253
257,57.916,1773,1319,957,6516.0,70.83445715480791,22.826615507502535
258,42.397,1740,1287,924,6516.0,70.83550653085368,22.826615507502535
259,55.54,2691,898,1943,6516.0,70.84390153922,22.826615507502535
260,96.347,2588,780,1840,6516.0,70.8449509152658,22.826615507502535
261,60.828,2669,722,1921,6516.0,70.84600029131157,22.82661550750253
262,76.403,2653,873,1905,6516.0,70.84704966735738,22.82661550750253
263,75.062,2690,910,1942,6516.0,70.84809904340314,22.826615507502535
264,73.453,2778,45,2030,6516.0,70.84914841944894,22.82661550750253
265,80.465,2921,68,2173,6516.0,70.85019779549472,22.826615507502535
266,84.718,2942,91,2194,6516.0,70.85124717154052,22.82661550750253
267,84.718,3018,167,2270,6516.0,70.8522965475863,22.826615507502535
268,72.878,3030,178,2281,6516.0,70.85334592363209,22.826615507502535
269,58.26,3146,295,2398,6516.0,70.85439529967789,22.826615507502535
270,67.667,3288,437,2540,6516.0,70.85544467572366,22.826615507502535
271,65.138,3376,525,2628,6516.0,70.85649405176947,22.826615507502535
272,48.126,4480,669,3834,6516.0,70.85754342781524,22.826615507502535
273,47.812,3601,737,2853,6516.0,70.85859280386104,22.826615507502535
274,42.167,2304,1804,2249,6516.0,70.81320069420477,22.82578116507399
275,112.402,2317,1816,2261,6516.0,70.81425006626517,22.82578116507399
276,35.232,1923,1423,1868,6516.0,70.81739818244641,22.825781165073995
277,58.318,1864,1364,1545,6516.0,70.81844755450679,22.825781165073995
278,92.228,1828,1328,1470,6516.0,70.81949692656721,22.825781165073995
279,68.989,1860,1360,1376,6516.0,70.8205462986276,22.825781165073995
280,99.202,1771,1271,1248,6516.0,70.82159567068801,22.825781165073995
281,103.34,1652,1152,1172,6516.0,70.82264504274842,22.825781165073995
282,93.837,1488,988,1070,6516.0,70.82369441480883,22.82578116507399
283,75.599,1447,947,1150,6516.0,70.82474378686923,22.825781165073995
284,50.712,1883,1429,1067,6516.0,70.83104001923166,22.82578116507399
285,54.333,1851,1397,1035,6516.0,70.83208939129206,22.825781165073995
286,67.84,1737,1284,921,6516.0,70.83313876335247,22.82578116507399
287,60.636,1566,1112,750,6516.0,70.8352375074733,22.825781165073995
288,35.864,1589,1136,773,6516.0,70.83628687953369,22.825781165073995
289,41.957,2656,875,1907,6516.0,70.84363248395653,22.825781165073995
290,67.552,2575,795,1827,6516.0,70.84468185601692,22.825781165073995
291,42.704,2460,680,1712,6516.0,70.84573122807734,22.825781165073995
292,42.033,2612,832,1864,6516.0,70.84678060013772,22.825781165073995
293,56.939,2706,926,1958,6516.0,70.84782997219813,22.825781165073995
294,42.838,2704,90,1956,6516.0,70.84887934425853,22.825781165073995
295,17.53,2687,163,1939,6516.0,70.84992871631896,22.825781165073995
296,41.114,2851,0,2103,6516.0,70.85097808837935,22.825781165073995
297,58.011,2913,61,2164,6516.0,70.85202746043976,22.825781165073995
298,62.571,3074,222,2325,6516.0,70.85307683250016,22.82578116507399
299,85.005,3172,321,2424,6516.0,70.85412620456056,22.82578116507399
300,86.481,3324,458,2576,6516.0,70.85517557662097,22.825781165073995
301,72.553,3442,556,2694,6516.0,70.85622494868139,22.82578116507399
302,77.227,3604,716,2856,6516.0,70.85727432074178,22.825781165073995
303,32.783,3614,710,2866,6516.0,70.85832369280219,22.82578116507399
304,15.403,2304,1804,2249,6516.0,70.81293176720843,22.824946824590494
305,57.36,2233,1732,2177,6516.0,70.81398113528363,22.824946824590494
306,35.769,2119,1619,2064,6516.0,70.81503050335884,22.824946824590494
307,40.673,1985,1484,1929,6516.0,70.81607987143406,22.82494682459049
308,67.84,1923,1423,1868,6516.0,70.81712923950927,22.824946824590494
309,71.346,1823,1323,1586,6516.0,70.81817860758447,22.82494682459049
310,75.12,1798,1298,1584,6516.0,70.81922797565967,22.824946824590494
311,53.394,1737,1236,1442,6516.0,70.8202773437349,22.82494682459049
312,58.395,1618,1117,1352,6516.0,70.8213267118101,22.824946824590494
313,82.726,1570,1070,1281,6516.0,70.8223760798853,22.82494682459049
314,66.748,1635,1135,1281,6516.0,70.82342544796052,22.82494682459049
315,60.751,1426,926,1132,6516.0,70.82447481603573,22.82494682459049
316,32.205,1396,896,1313,6516.0,70.82552418411095,22.824946824590494
317,38.221,1510,1000,428,6516.0,70.82762292026135,22.824946824590494
318,4.445,1737,1284,921,6516.0,70.8328697606374,22.824946824590494
319,68.951,1519,1065,703,6516.0,70.83496849678782,22.824946824590494
320,59.678,1570,1116,753,6516.0,70.83601786486302,22.82494682459049
321,14.35,1497,1043,681,6516.0,70.83706723293822,22.824946824590494
322,89.144,2575,795,1827,6516.0,70.84336344138949,22.824946824590494
323,37.704,2575,795,1827,6516.0,70.8444128094647,22.82494682459049
324,32.129,2745,965,1997,6516.0,70.84756091369032,22.82494682459049
325,45.616,2594,223,1846,6516.0,70.84861028176553,22.824946824590494
326,52.628,2687,163,1939,6516.0,70.84965964984073,22.82494682459049
327,69.66,2770,268,2022,6516.0,70.85070901791595,22.824946824590494
328,80.101,2959,107,2211,6516.0,70.85175838599115,22.82494682459049
329,83.569,3377,238,2629,6516.0,70.85280775406638,22.82494682459049
330,95.006,3308,288,2560,6516.0,70.85385712214158,22.82494682459049
331,82.208,3336,362,2588,6516.0,70.85490649021676,22.82494682459049
332,78.932,3445,393,2697,6516.0,70.85595585829199,22.824946824590494
333,74.449,3553,480,2804,6516.0,70.8570052263672,22.82494682459049
334,60.833,3700,627,2951,6516.0,70.85805459444242,22.824946824590494
335,55.427,3756,706,3008,6516.0,70.85910396251761,22.824946824590494
336,33.412,2102,1602,2047,6516.0,70.81476158108309,22.82411248605194
337,11.955,2003,1503,1948,6516.0,70.81581094517328,22.824112486051945
338,74.353,2003,1503,1948,6516.0,70.8168603092635,22.82411248605195
339,45.003,1816,1315,1761,6516.0,70.8179096733537,22.824112486051945
340,57.034,1653,1152,1597,6516.0,70.81895903744389,22.824112486051945
341,45.424,1620,1119,1564,6516.0,70.82000840153408,22.824112486051945
342,52.436,1587,1087,1377,6516.0,70.8210577656243,22.824112486051945
343,74.066,1504,1003,1387,6516.0,70.8221071297145,22.824112486051945
344,49.199,1306,806,1251,6516.0,70.82420585789488,22.82411248605194
345,84.048,1396,896,1313,6516.0,70.8252552219851,22.824112486051945
346,69.526,1413,908,845,6516.0,70.8263045860753,22.82411248605195
347,26.266,990,489,766,6516.0,70.8273539501655,22.824112486051945
348,28.508,999,499,757,6516.0,70.8284033142557,22.824112486051945
349,35.96,1081,572,0,6516.0,70.8315514065263,22.82411248605194
350,34.677,1459,1005,642,6516.0,70.83469949879691,22.82411248605195
351,57.532,1463,1010,647,6516.0,70.8357488628871,22.82411248605194
352,71.48,1413,960,597,6516.0,70.83679822697731,22.82411248605194
353,54.448,2425,836,1676,6516.0,70.84309441151854,22.824112486051945
354,36.612,2411,631,1663,6516.0,70.84414377560873,22.824112486051945
355,38.968,2286,632,1538,6516.0,70.84519313969892,22.824112486051945
356,11.227,2274,519,1526,6516.0,70.84624250378913,22.824112486051945
357,72.323,2756,282,2008,6516.0,70.84939059605972,22.824112486051945
358,83.147,2770,268,2022,6516.0,70.85043996014993,22.824112486051945
359,91.749,3050,199,2302,6516.0,70.85148932424013,22.82411248605194
360,98.282,3185,174,2436,6516.0,70.85253868833031,22.824112486051945
361,89.182,3342,172,2594,6516.0,70.85358805242053,22.82411248605195
362,89.929,3377,295,2629,6516.0,70.85463741651073,22.824112486051945
363,82.956,3496,412,2748,6516.0,70.85568678060092,22.824112486051945
364,49.045,3553,480,2804,6516.0,70.85673614469111,22.824112486051945
365,55.318,3854,786,3111,6516.0,70.85778550878132,22.824112486051945
366,44.75,3809,737,3061,6516.0,70.85883487287153,22.82411248605194
367,24.261,3893,843,3145,6516.0,70.85988423696175,22.824112486051945
368,15.537,2594,2094,2539,6516.0,70.81239395128713,22.823278149458265
369,90.102,2537,2037,2482,6516.0,70.81344331139253,22.82327814945827
370,62.265,2460,1960,2405,6516.0,70.81449267149792,22.823278149458268
371,84.258,2191,1691,2136,6516.0,70.81659139170867,22.82327814945827
372,0.402,1587,1086,1531,6516.0,70.81973947202482,22.823278149458268
373,45.731,1420,920,1365,6516.0,70.82078883213022,22.823278149458268
374,64.525,1389,889,1334,6516.0,70.82183819223557,22.823278149458268
375,53.222,1308,807,1252,6516.0,70.82288755234096,22.823278149458268
376,47.398,1154,654,1099,6516.0,70.82393691244636,22.82327814945827
377,75.254,1160,660,1105,6516.0,70.82498627255173,22.823278149458268
378,57.762,1120,620,1065,6516.0,70.82603563265711,22.82327814945827
379,71.384,1018,518,928,6516.0,70.8270849927625,22.823278149458268
380,66.46,941,441,804,6516.0,70.82813435286788,22.82327814945827
381,50.271,889,380,657,6516.0,70.82918371297326,22.82327814945827
382,51.402,961,452,626,6516.0,70.83023307307863,22.823278149458268
383,52.475,1081,572,0,6516.0,70.83128243318401,22.82327814945827
384,11.936,1241,813,258,6516.0,70.83338115339478,22.82327814945827
385,37.704,1241,813,258,6516.0,70.83443051350017,22.82327814945827
386,35.96,1329,876,513,6516.0,70.83547987360554,22.823278149458268
387,50.77,1323,861,507,6516.0,70.83652923371092,22.82327814945827
388,21.496,1447,670,699,6516.0,70.83757859381632,22.82327814945827
389,6.954,1459,682,710,6516.0,70.83862795392169,22.82327814945827
390,15.269,2183,822,1435,6516.0,70.8428253943432,22.823278149458268
391,33.259,1977,816,1229,6516.0,70.84387475444858,22.82327814945827
