,POP_2015,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
308,56.566,563,1315,498,4252.0,30.705373772586142,3.1268871118618913
309,49.5,667,1419,486,4252.0,30.706372467477195,3.1268871118618913
310,53.649,769,1521,461,4252.0,30.707371162368233,3.1268871118618913
311,48.243,838,1590,529,4252.0,30.70836985725928,3.1268871118618917
312,44.379,825,1619,767,4252.0,30.709368552150323,3.1268871118618913
313,44.003,875,1731,791,4252.0,30.710367247041358,3.1268871118618913
314,44.496,766,1840,658,4252.0,30.711365941932407,3.1268871118618913
315,48.476,729,1872,621,4252.0,30.712364636823455,3.1268871118618917
316,36.743,592,2011,484,4252.0,30.713363331714493,3.12688711186189
317,28.264,677,2077,568,4252.0,30.714362026605542,3.1268871118618917
318,46.739,502,1704,496,4252.0,30.694373520850384,3.12607788227619
319,47.076,502,1704,496,4252.0,30.695372215266133,3.1260778822761908
320,60.17,318,1490,602,4252.0,30.696370909681885,3.12607788227619
321,37.197,402,1407,519,4252.0,30.697369604097638,3.1260778822761908
322,55.205,319,1332,634,4252.0,30.698368298513387,3.12607788227619
323,46.804,404,1418,723,4252.0,30.69936699292914,3.12607788227619
324,38.441,624,1484,699,4252.0,30.70036568734488,3.1260778822761894
325,45.598,722,1572,602,4252.0,30.70136438176063,3.1260778822761894
326,52.08,803,1582,488,4252.0,30.702363076176383,3.1260778822761903
327,57.694,726,1478,503,4252.0,30.70336177059213,3.12607788227619
328,59.743,701,1453,432,4252.0,30.704360465007884,3.12607788227619
329,59.846,838,1590,529,4252.0,30.70735654825513,3.1260778822761903
330,44.353,897,1648,586,4252.0,30.70835524267089,3.1260778822761894
331,49.526,864,1755,691,4252.0,30.70935393708663,3.12607788227619
332,46.181,759,1863,651,4252.0,30.710352631502374,3.1260778822761894
333,39.893,692,1919,584,4252.0,30.71135132591813,3.1260778822761903
334,50.849,659,1945,550,4252.0,30.712350020333872,3.12607788227619
335,38.895,560,2043,452,4252.0,30.713348714749625,3.12607788227619
336,33.592,528,2075,420,4252.0,30.714347409165374,3.12607788227619
337,57.461,502,1704,496,4252.0,30.694358916716507,3.1252686529296207
338,59.483,399,1624,584,4252.0,30.69535761065708,3.1252686529296207
339,36.328,289,1520,632,4252.0,30.69635630459766,3.1252686529296216
340,39.414,318,1490,602,4252.0,30.697354998538238,3.125268652929621
341,52.742,280,1456,760,4252.0,30.698353692478822,3.1252686529296216
342,37.093,466,1642,689,4252.0,30.6993523864194,3.1252686529296207
343,36.146,506,1602,727,4252.0,30.700351080359976,3.125268652929621
344,44.107,647,1648,664,4252.0,30.701349774300553,3.1252686529296207
345,55.412,794,1546,454,4252.0,30.702348468241134,3.125268652929621
346,56.437,726,1478,503,4252.0,30.70334716218171,3.1252686529296207
347,58.978,712,1463,398,4252.0,30.7043458561223,3.125268652929621
348,50.628,828,1580,257,4252.0,30.705344550062865,3.1252686529296207
349,57.953,901,1653,183,4252.0,30.706343244003452,3.125268652929621
350,54.466,872,1753,229,4252.0,30.70734193794403,3.1252686529296207
351,48.45,692,1919,584,4252.0,30.71033801976576,3.1252686529296203
352,50.667,619,1983,511,4252.0,30.711336713706345,3.1252686529296216
353,48.295,552,2050,444,4252.0,30.712335407646922,3.1252686529296203
354,52.832,454,2152,345,4252.0,30.713334101587506,3.1252686529296216
355,27.978,510,2325,256,4252.0,30.714332795528076,3.1252686529296207
356,45.533,510,2325,256,4252.0,30.715331489468657,3.1252686529296216
357,36.146,467,2085,878,4252.0,30.692346929451926,3.1244594238221226
358,32.814,467,2085,878,4252.0,30.693345622917462,3.124459423822123
359,49.513,294,1912,704,4252.0,30.69434431638299,3.124459423822123
360,60.093,189,1833,794,4252.0,30.69534300984852,3.1244594238221235
361,49.358,203,1606,718,4252.0,30.696341703314058,3.1244594238221226
362,46.441,117,1534,836,4252.0,30.697340396779587,3.1244594238221235
363,51.471,217,1604,909,4252.0,30.698339090245124,3.1244594238221226
364,38.726,399,1711,743,4252.0,30.69933778371065,3.124459423822123
365,40.321,512,1786,630,4252.0,30.700336477176187,3.1244594238221235
366,53.403,607,1757,535,4252.0,30.701335170641713,3.124459423822123
367,51.678,720,1716,422,4252.0,30.70233386410725,3.1244594238221226
368,52.353,791,1647,351,4252.0,30.703332557572786,3.124459423822123
369,49.384,863,1615,221,4252.0,30.705329944503838,3.1244594238221226
370,49.734,899,1704,183,4252.0,30.70632863796937,3.124459423822123
371,54.997,838,1787,264,4252.0,30.707327331434907,3.1244594238221235
372,46.065,701,1923,403,4252.0,30.70832602490044,3.1244594238221226
373,42.849,599,2021,492,4252.0,30.709324718365966,3.124459423822123
374,46.596,531,2088,424,4252.0,30.710323411831503,3.124459423822123
375,46.985,288,2315,179,4252.0,30.71331949222809,3.1244594238221226
376,13.652,379,2406,125,4252.0,30.714318185693624,3.1244594238221226
377,36.069,510,2325,256,4252.0,30.715316879159158,3.124459423822123
378,48.308,468,2086,878,4252.0,30.692332333868624,3.123650194953633
379,52.301,468,2086,878,4252.0,30.69333102685924,3.123650194953634
380,23.013,294,1912,704,4252.0,30.694329719849843,3.123650194953634
381,37.974,189,1833,794,4252.0,30.69532841284045,3.123650194953633
382,25.528,87,1726,847,4252.0,30.696327105831056,3.1236501949536337
383,20.135,0,1652,921,4252.0,30.697325798821673,3.123650194953634
384,26.539,304,1691,992,4252.0,30.698324491812276,3.123650194953634
385,48.645,395,1782,817,4252.0,30.699323184802875,3.1236501949536337
386,46.622,512,1786,630,4252.0,30.700321877793492,3.123650194953634
