,POP_2015,active_living,community_space,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
48,15.24,5000,289,527,604,325,8363.0,78.57816967121131,12.565247046609853
49,70.926,5000,199,451,669,248,8363.0,78.57918249184546,12.565247046609855
50,97.806,5000,185,363,666,193,8363.0,78.58019531247963,12.565247046609853
51,106.32,5000,284,200,765,117,8363.0,78.58120813311382,12.565247046609857
52,91.582,5000,188,59,703,262,8363.0,78.58222095374799,12.565247046609855
53,130.213,5000,129,0,763,202,8363.0,78.58323377438217,12.565247046609855
54,74.22,5000,1653,0,2000,1558,8363.0,78.57193863328114,12.564430740216055
55,62.357,5000,1325,422,1672,1231,8363.0,78.5759899078715,12.564430740216055
56,22.442,5000,1436,540,1783,1342,8363.0,78.5770027265191,12.564430740216057
57,65.79,5000,146,631,455,461,8363.0,78.57801554516669,12.564430740216057
58,52.448,5000,94,580,507,409,8363.0,78.57902836381427,12.564430740216054
59,117.094,5000,185,363,666,193,8363.0,78.58004118246185,12.564430740216054
60,114.694,5000,167,334,648,280,8363.0,78.58105400110944,12.564430740216057
61,80.724,5000,205,76,686,263,8363.0,78.58206681975703,12.564430740216055
62,128.762,5000,205,76,686,263,8363.0,78.58307963840461,12.564430740216055
63,91.945,5000,1464,560,1811,1370,8363.0,78.57583579665791,12.563614434813234
64,30.927,5000,1520,616,1867,1426,8363.0,78.57684861331903,12.56361443481323
65,81.087,5000,1694,790,2041,1599,8363.0,78.57786142998019,12.56361443481323
66,103.194,5000,102,587,383,481,8363.0,78.57887424664133,12.56361443481323
67,119.997,5000,77,407,558,300,8363.0,78.57988706330248,12.56361443481323
68,83.962,5000,190,327,671,302,8363.0,78.58089987996362,12.563614434813234
69,119.299,5000,74,207,555,394,8363.0,78.58191269662477,12.56361443481323
70,124.017,5000,74,207,555,394,8363.0,78.58292551328591,12.56361443481323
71,72.849,5000,1535,631,1882,1441,8363.0,78.57568169630198,12.562798130401317
72,24.813,5000,1535,631,1882,1441,8363.0,78.57669451097682,12.562798130401315
73,60.85,5000,1730,827,2078,1636,8363.0,78.57770732565166,12.562798130401315
74,125.021,5000,1734,830,2081,1640,8363.0,78.57872014032652,12.562798130401317
75,77.235,5000,0,282,480,469,8363.0,78.58175858435105,12.562798130401315
76,73.634,5000,399,875,112,778,8363.0,78.57755323218096,12.56198182698024
77,141.211,5000,399,875,112,778,8363.0,78.57856604486963,12.561981826980237
78,57.528,5000,219,501,272,688,8363.0,78.58059167024697,12.561981826980237
79,76.621,5000,122,404,358,591,8363.0,78.58160448293566,12.56198182698024
80,34.556,5000,399,875,112,778,8363.0,78.57739914956782,12.56116552454993
81,107.325,5000,399,863,100,778,8363.0,78.57841196027049,12.561165524549933
82,140.429,5000,351,633,129,820,8363.0,78.57942477097313,12.561165524549928
83,64.562,5000,287,569,203,756,8363.0,78.58043758167581,12.561165524549933
84,101.547,5000,298,580,350,767,8363.0,78.58145039237844,12.56116552454993
85,34.361,5000,2213,559,2238,2118,8363.0,78.57015541679469,12.560349223110324
86,34.333,5000,2213,559,2238,2118,8363.0,78.57116822551147,12.560349223110322
87,40.809,5000,480,763,0,859,8363.0,78.57825788652889,12.560349223110324
88,34.333,5000,351,633,129,820,8363.0,78.57927069524565,12.560349223110324
89,63.055,5000,351,633,129,820,8363.0,78.58028350396243,12.560349223110318
90,135.293,5000,427,709,317,896,8363.0,78.58129631267921,12.560349223110324
91,3.908,5000,2213,559,2238,2118,8363.0,78.57000136979642,12.559532922661345
92,0.0,5000,2213,559,2238,2118,8363.0,78.57101417652744,12.559532922661347
93,3.684,5000,427,709,317,896,8363.0,78.5801294371067,12.559532922661347
94,54.43,5000,475,757,366,944,8363.0,78.58114224383776,12.559532922661345
95,19.595,5000,2043,1139,1619,1949,8363.0,78.57491135738135,12.558716623202935
96,17.334,5000,2043,1139,1619,1949,8363.0,78.57592416212677,12.558716623202937
97,3.684,5000,627,909,573,1096,8363.0,78.58200099059934,12.558716623202935
98,43.293,5000,627,909,573,1096,8363.0,78.58301379534477,12.558716623202937
99,60.682,5000,874,1157,821,1343,8363.0,78.58402660009017,12.558716623202937
100,36.901,5000,874,1157,821,1343,8363.0,78.58503940483561,12.558716623202937
101,63.892,5000,2043,1139,1619,1949,8363.0,78.57475732216768,12.557900324735023
102,42.427,5000,2043,1139,1619,1949,8363.0,78.57577012492764,12.557900324735021
103,0.0,5000,627,909,573,1096,8363.0,78.58184694148744,12.557900324735026
104,0.028,5000,627,909,573,1096,8363.0,78.58285974424743,12.557900324735023
105,0.0,5000,1013,1295,532,1391,8363.0,78.57748768067778,12.556267730770406
106,18.087,5000,1013,1295,532,1391,8363.0,78.57850047946724,12.556267730770411
107,0.0,5000,1013,1295,532,1391,8363.0,78.57733367207763,12.55545143527357
108,50.215,5000,1013,1295,532,1391,8363.0,78.57834646888205,12.555451435273566
109,8.485,5000,1824,1454,1343,2203,8363.0,78.57312849505573,12.554635140766955
110,8.29,5000,1824,1454,1343,2203,8363.0,78.57414128987523,12.554635140766955
111,24.759,5000,1620,1619,1139,1998,8363.0,78.57515408469473,12.554635140766953
112,0.0,5000,1620,1619,1139,1998,8363.0,78.5750001017765,12.553818847250488
113,10.97,5000,1293,1575,812,1671,8363.0,78.57803848028074,12.553818847250488
114,26.35,5000,1293,1575,812,1671,8363.0,78.57788450226421,12.553002554724108
115,7.369,5000,2948,2156,2467,3327,8363.0,78.57158919403635,12.54647225014785
116,52.336,5000,2695,2408,2215,3074,8363.0,78.57260196901451,12.54647225014785
117,39.497,5000,2695,2408,2215,3074,8363.0,78.5736147439927,12.54647225014785
118,44.046,5000,2948,2156,2467,3327,8363.0,78.5714353236327,12.545655966529141
119,109.586,5000,2695,2408,2215,3074,8363.0,78.5724480966275,12.545655966529143
120,74.499,5000,2609,2499,2129,2988,8363.0,78.5734608696223,12.545655966529143
121,4.522,5000,2604,2499,2124,2983,8363.0,78.57447364261712,12.545655966529141
122,5.052,5000,2609,2504,2129,2988,8363.0,78.57330700610568,12.544839683899827
123,0.0,5000,2609,2504,2129,2988,8363.0,78.57431977711727,12.54483968389983
124,8.82,4936,2455,2737,1974,2833,8363.0,78.57603761276967,12.543207121609118
125,66.014,4936,2455,2737,1974,2833,8363.0,78.57705037981522,12.543207121609118
126,18.171,4936,2455,2737,1974,2833,8363.0,78.57588377586484,12.542390841947588
127,40.529,4936,2455,2737,1974,2833,8363.0,78.57689654092758,12.54239084194759
128,45.917,4240,4218,2625,3737,4596,8363.0,78.56584620383228,12.537493184747602
129,12.952,4240,4218,2625,3737,4596,8363.0,78.56685895700114,12.5374931847476
130,104.059,4258,3133,2642,2653,3512,8363.0,78.57496098235201,12.5374931847476
131,49.294,4258,3133,2642,2653,3512,8363.0,78.57597373552086,12.537493184747598
132,62.692,4258,3133,2642,2653,3512,8363.0,78.57480722141749,12.536676912008492
133,68.303,4258,3133,2642,2653,3512,8363.0,78.5758199726045,12.536676912008494
134,14.263,4808,3953,3193,3472,4332,8363.0,78.58290923091376,12.536676912008492
135,46.894,3661,3968,2045,3487,4346,8363.0,78.57271846140817,12.530963030512924
136,10.579,3600,3907,1984,3426,4285,8363.0,78.57373119872635,12.530963030512925
137,0.0,3542,3849,1927,3368,4228,8363.0,78.57474393604451,12.530963030512925
138,8.067,3661,3968,2045,3487,4346,8363.0,78.57256478926658,12.530146765681048
139,3.238,3624,3931,2009,3451,4310,8363.0,78.57357752460402,12.53014676568105
140,27.969,3542,3849,1927,3368,4228,8363.0,78.57459025994147,12.530146765681048
141,11.863,3888,4195,2272,3714,4573,8363.0,78.5724111279755,12.529330501837261
142,11.333,3797,4104,2182,3624,4483,8363.0,78.5734238613324,12.529330501837263
143,11.751,3390,4001,1775,3520,4380,8363.0,78.57443659468929,12.529330501837261
144,38.687,3806,4113,2190,3632,4491,8363.0,78.57327020891128,12.528514238981503
145,53.481,3390,4001,1775,3520,4380,8363.0,78.57428294028776,12.528514238981506
146,19.26,3165,5000,1550,4619,5000,8363.0,78.5680529203596,12.527697977113705
147,1.033,3165,5000,1550,4619,5000,8363.0,78.5678992995397,12.526881716233794
148,0.0,2842,5000,1226,4700,5000,8363.0,78.56875841500509,12.526065456341705
149,21.297,2842,5000,1226,4700,5000,8363.0,78.5697711404411,12.526065456341707
150,4.019,2842,5000,1226,4700,5000,8363.0,78.56860481390363,12.525249197437365
151,7.509,2842,5000,1226,4700,5000,8363.0,78.56961753735979,12.525249197437368
152,44.912,2820,4571,1205,4090,4949,8363.0,78.57063026081596,12.52524919743737
153,8.346,2813,4945,1198,4465,5000,8363.0,78.56743850217481,12.52443293952071
154,24.591,2813,4945,1198,4465,5000,8363.0,78.56845122365124,12.524432939520713
155,26.517,2711,4839,1095,4379,5000,8363.0,78.56946394512765,12.524432939520707
156,52.56,2712,4679,1097,4199,5000,8363.0,78.57047666660408,12.52443293952071
157,85.664,2595,4831,980,4350,5000,8363.0,78.5693103637445,12.523616682591669
158,84.101,2522,4874,906,4394,5000,8363.0,78.56915679321018,12.52280042665018
159,5.638,2208,5000,593,4702,5000,8363.0,78.56768343511827,12.520351664750288
160,31.793,2208,5000,593,4702,5000,8363.0,78.56869614669816,12.520351664750288
161,44.493,2208,5000,593,4702,5000,8363.0,78.5685426195572,12.519535412758296
162,0.586,2599,5000,1071,5000,5000,8363.0,78.5756315867642,12.519535412758296
163,45.386,2206,5000,675,5000,5000,8363.0,78.57127371474968,12.517902911735852
164,17.278,2206,5000,675,5000,5000,8363.0,78.57228642039333,12.51790291173585
165,49.461,2206,5000,675,5000,5000,8363.0,78.57112021421644,12.517086662705262
166,49.936,2206,5000,675,5000,5000,8363.0,78.57213291788159,12.51708666270526
167,43.572,1698,5000,83,5000,5000,8363.0,78.56792861947038,12.516270414661669
168,62.525,1698,5000,83,5000,5000,8363.0,78.56894132115724,12.516270414661667
169,73.69,2022,5000,491,5000,5000,8363.0,78.57197942621775,12.516270414661669
170,40.083,1679,5000,172,5000,5000,8363.0,78.56574974714972,12.515454167605004
171,0.112,1679,5000,172,5000,5000,8363.0,78.56676244685836,12.515454167605004
172,55.212,1698,5000,83,5000,5000,8363.0,78.56777514656703,12.515454167605002
173,117.122,1677,5000,61,5000,5000,8363.0,78.5687878462757,12.515454167605006
174,101.686,1799,5000,205,5000,5000,8363.0,78.56980054598434,12.515454167605004
175,84.827,1819,5000,225,5000,5000,8363.0,78.57081324569299,12.515454167605002
176,84.994,1928,5000,397,5000,5000,8363.0,78.57182594540164,12.515454167605004
177,42.037,1546,5000,39,5000,5000,8363.0,78.56559628904942,12.514637921535202
178,3.712,1509,5000,76,5000,5000,8363.0,78.56660898678003,12.514637921535204
179,79.691,1591,5000,23,5000,5000,8363.0,78.56863438224126,12.5146379215352
180,154.414,1715,5000,159,5000,5000,8363.0,78.56964707997184,12.514637921535204
181,120.081,1779,5000,184,5000,5000,8363.0,78.57065977770243,12.514637921535204
182,87.423,1854,5000,326,5000,5000,8363.0,78.57167247543303,12.5146379215352
183,70.647,1546,5000,39,5000,5000,8363.0,78.56544284179563,12.513821676452189
184,86.083,1505,5000,81,5000,5000,8363.0,78.56645553754831,12.51382167645219
185,76.983,1347,5000,217,5000,5000,8363.0,78.56746823330101,12.513821676452192
186,50.69,1487,5000,128,5000,5000,8363.0,78.5684809290537,12.513821676452192
187,96.104,1640,5000,202,5000,5000,8363.0,78.5694936248064,12.51382167645219
188,119.216,1693,5000,175,5000,5000,8363.0,78.57050632055908,12.51382167645219
189,106.487,1842,5000,314,5000,5000,8363.0,78.57151901631178,12.513821676452196
190,120.807,1347,5000,217,5000,5000,8363.0,78.56731479293799,12.513005432355909
191,79.97,1418,5000,146,5000,5000,8363.0,78.56832748671292,12.513005432355905
192,64.451,2259,5000,1373,5000,5000,8363.0,78.5560217536512,12.512189189246271
193,95.769,1189,5000,140,5000,5000,8363.0,78.5671613634214,12.512189189246271
194,91.973,1262,5000,21,5000,5000,8363.0,78.5681740552187,12.512189189246273
195,93.62,1478,5000,222,5000,5000,8363.0,78.57019943881326,12.512189189246271
196,57.249,1544,5000,235,5000,5000,8363.0,78.57121213061058,12.512189189246275
197,121.811,2259,5000,1373,5000,5000,8363.0,78.55586835673323,12.511372947123231
198,116.48,1056,5000,272,5000,5000,8363.0,78.56599525493124,12.511372947123233
199,95.992,1056,5000,272,5000,5000,8363.0,78.56700794475104,12.511372947123233
200,106.097,1179,5000,104,5000,5000,8363.0,78.56802063457084,12.511372947123231
201,98.672,1276,5000,37,5000,5000,8363.0,78.56903332439065,12.511372947123231
202,126.305,1394,5000,138,5000,5000,8363.0,78.57004601421045,12.511372947123233
203,96.941,1483,5000,155,5000,5000,8363.0,78.57105870403024,12.51137294712323
204,78.965,1246,5000,359,5000,5000,8363.0,78.56482916124183,12.510556705986701
205,110.423,1205,5000,400,5000,5000,8363.0,78.56584184908428,12.510556705986701
206,141.992,1048,5000,207,5000,5000,8363.0,78.56685453692671,12.510556705986703
207,149.864,1074,5000,181,5000,5000,8363.0,78.56786722476917,12.510556705986701
208,104.003,1240,5000,15,5000,5000,8363.0,78.56887991261162,12.5105567059867
209,122.453,1360,5000,104,5000,5000,8363.0,78.56989260045407,12.5105567059867
210,86.948,1464,5000,51,5000,5000,8363.0,78.57090528829652,12.510556705986703
211,63.557,1550,5000,188,5000,5000,8363.0,78.57191797613898,12.510556705986701
212,83.459,894,5000,361,5000,5000,8363.0,78.56568845408304,12.509740465836623
213,121.309,894,5000,361,5000,5000,8363.0,78.56670113994826,12.509740465836623
214,99.118,1310,5000,116,5000,5000,8363.0,78.56872651167876,12.50974046583662
215,106.571,1277,5000,144,5000,5000,8363.0,78.569739197544,12.509740465836623
216,147.463,1458,5000,7,5000,5000,8363.0,78.57075188340923,12.509740465836622
217,130.241,1550,5000,188,5000,5000,8363.0,78.57176456927448,12.509740465836623
218,34.054,1550,5000,188,5000,5000,8363.0,78.57277725513971,12.509740465836625
219,143.5,1277,5000,144,5000,5000,8363.0,78.56857312159184,12.508924226672928
220,97.248,1277,5000,144,5000,5000,8363.0,78.56958580548,12.508924226672928
221,127.366,1481,5000,59,5000,5000,8363.0,78.57059848936818,12.508924226672926
222,159.298,1420,5000,224,5000,5000,8363.0,78.57161117325634,12.508924226672926
223,107.52,1516,5000,320,5000,5000,8363.0,78.57262385714452,12.508924226672928
224,121.449,1083,5000,0,5000,5000,8363.0,78.56943242426195,12.50810798849554
225,103.417,1195,5000,0,5000,5000,8363.0,78.57044510617315,12.508107988495537
226,135.712,1244,5000,48,5000,5000,8363.0,78.57145778808443,12.50810798849554
227,34.696,592,5000,153,5000,5000,8363.0,78.56522833415184,12.507291751304397
228,92.363,621,5000,161,5000,5000,8363.0,78.56624101408627,12.507291751304399
229,53.341,657,5000,161,5000,5000,8363.0,78.56725369402072,12.507291751304395
230,84.045,1083,5000,0,5000,5000,8363.0,78.56927905388962,12.507291751304399
231,106.766,1195,5000,0,5000,5000,8363.0,78.57029173382406,12.507291751304397
232,132.111,1270,5000,74,5000,5000,8363.0,78.57130441375851,12.5072917513044
233,78.993,1436,5000,240,5000,5000,8363.0,78.57231709369296,12.507291751304397
234,94.736,1436,5000,240,5000,5000,8363.0,78.5733297736274,12.507291751304397
235,98.616,477,5000,38,5000,5000,8363.0,78.56507498253167,12.506475515099428
236,119.495,477,5000,38,5000,5000,8363.0,78.56608766048946,12.50647551509943
237,103.305,657,5000,161,5000,5000,8363.0,78.56710033844725,12.506475515099433
238,111.233,818,5000,0,5000,5000,8363.0,78.56811301640505,12.506475515099428
239,83.431,984,5000,18,5000,5000,8363.0,78.56912569436282,12.506475515099432
240,98.058,1072,5000,106,5000,5000,8363.0,78.57013837232063,12.506475515099432
241,118.518,329,5000,151,5000,5000,8363.0,78.56492164175631,12.505659279880572
242,129.85,493,5000,32,5000,5000,8363.0,78.56593431773756,12.50565927988057
243,38.966,1003,5000,36,5000,5000,8363.0,78.56897234568142,12.50565927988057
244,88.232,1132,5000,0,5000,5000,8363.0,78.56998502166272,12.505659279880572
245,84.799,1338,5000,205,5000,5000,8363.0,78.57099769764397,12.505659279880573
246,70.508,1392,5000,259,5000,5000,8363.0,78.57201037362528,12.505659279880572
247,48.736,1434,5000,301,5000,5000,8363.0,78.57302304960655,12.50565927988057
248,53.341,1835,5000,639,5000,5000,8363.0,78.5750484015691,12.50565927988057
249,107.241,1835,5000,639,5000,5000,8363.0,78.57606107755039,12.505659279880572
250,3.182,254,5000,227,5000,5000,8363.0,78.56375563782063,12.504843045647748
251,28.304,402,5000,78,5000,5000,8363.0,78.56476831182556,12.50484304564775
252,8.904,402,5000,78,5000,5000,8363.0,78.56578098583046,12.504843045647748
253,89.014,1132,5000,0,5000,5000,8363.0,78.56881900784519,12.504843045647748
254,127.254,1132,5000,0,5000,5000,8363.0,78.5698316818501,12.50484304564775
255,94.904,1338,5000,205,5000,5000,8363.0,78.570844355855,12.504843045647748
256,149.641,1389,5000,256,5000,5000,8363.0,78.57185702985991,12.504843045647748
257,87.116,1434,5000,301,5000,5000,8363.0,78.57286970386484,12.50484304564775
258,79.831,2003,5000,637,5000,5000,8363.0,78.57489505187465,12.504843045647748
259,115.838,90,5000,391,5000,5000,8363.0,78.56461499273928,12.504026812400896
260,74.946,229,5000,254,5000,5000,8363.0,78.56562766476793,12.504026812400896
261,92.813,270,5000,380,5000,5000,8363.0,78.56664033679661,12.504026812400898
262,154.693,1292,5000,94,5000,5000,8363.0,78.56967835288263,12.504026812400896
263,142.048,1427,5000,46,5000,5000,8363.0,78.57069102491133,12.504026812400896
264,127.478,1504,5000,116,5000,5000,8363.0,78.57170369694,12.504026812400896
265,49.266,1967,5000,554,5000,5000,8363.0,78.57372904099735,12.504026812400896
266,110.842,1967,5000,554,5000,5000,8363.0,78.57474171302603,12.504026812400896
267,130.074,21,5000,336,5000,5000,8363.0,78.56446168449722,12.503210580139942
268,134.568,205,5000,272,5000,5000,8363.0,78.56547435454982,12.503210580139942
269,76.014,248,5000,358,5000,5000,8363.0,78.5664870246024,12.503210580139942
270,47.054,1345,5000,148,5000,5000,8363.0,78.56952503476013,12.50321058013994
271,99.844,1400,5000,203,5000,5000,8363.0,78.57053770481274,12.503210580139946
272,116.452,1492,5000,105,5000,5000,8363.0,78.5715503748653,12.503210580139942
273,116.927,1902,5000,489,5000,5000,8363.0,78.57256304491789,12.503210580139944
274,127.506,1912,5000,499,5000,5000,8363.0,78.57357571497047,12.503210580139946
275,102.607,1912,5000,499,5000,5000,8363.0,78.57458838502305,12.503210580139942
276,1.703,2462,5000,1219,5000,5000,8363.0,78.55721971056285,12.502394348864822
277,26.043,2462,5000,1219,5000,5000,8363.0,78.55823237863947,12.502394348864822
278,43.963,2307,5000,1064,5000,5000,8363.0,78.5592450467161,12.502394348864822
279,92.14,0,5000,314,5000,5000,8363.0,78.56430838709925,12.502394348864822
280,122.426,112,5000,222,5000,5000,8363.0,78.56532105517587,12.502394348864822
281,55.658,226,5000,336,5000,5000,8363.0,78.56633372325251,12.502394348864822
282,26.064,1457,5000,80,5000,5000,8363.0,78.56937172748242,12.502394348864824
283,115.308,1457,5000,80,5000,5000,8363.0,78.57038439555902,12.502394348864822
284,138.727,1581,5000,174,5000,5000,8363.0,78.57139706363569,12.502394348864824
285,117.262,1660,5000,287,5000,5000,8363.0,78.57240973171231,12.502394348864826
286,141.434,1778,5000,364,5000,5000,8363.0,78.57342239978892,12.502394348864822
287,107.101,1803,5000,389,5000,5000,8363.0,78.57443506786555,12.502394348864822
288,50.438,2213,5000,970,5000,5000,8363.0,78.55807910394027,12.501578118575466
289,90.8,2282,5000,1039,5000,5000,8363.0,78.55909177004109,12.501578118575466
290,9.658,2258,5000,1015,5000,5000,8363.0,78.5601044361419,12.501578118575464
291,87.339,314,5000,0,5000,5000,8363.0,78.56415510054516,12.501578118575466
292,17.479,1537,5000,0,5000,5000,8363.0,78.56921843104926,12.501578118575464
293,117.094,1537,5000,0,5000,5000,8363.0,78.57023109715007,12.501578118575464
294,135.712,1669,5000,85,5000,5000,8363.0,78.5712437632509,12.501578118575466
295,117.848,1721,5000,215,5000,5000,8363.0,78.57225642935171,12.501578118575464
296,116.396,1803,5000,389,5000,5000,8363.0,78.57326909545253,12.501578118575464
297,62.553,1803,5000,389,5000,5000,8363.0,78.57428176155335,12.501578118575466
298,10.049,2213,5000,970,5000,5000,8363.0,78.55792584008395,12.500761889271804
299,123.458,2203,5000,961,5000,5000,8363.0,78.55893850420908,12.500761889271804
300,87.73,2096,5000,853,5000,5000,8363.0,78.55995116833424,12.500761889271805
301,114.582,314,5000,0,5000,5000,8363.0,78.5640018248348,12.500761889271807
302,121.923,314,5000,0,5000,5000,8363.0,78.56501448895995,12.500761889271804
303,64.106,1781,5000,243,5000,5000,8363.0,78.56805248133539,12.500761889271805
304,56.018,1604,5000,66,5000,5000,8363.0,78.56906514546053,12.500761889271804
305,119.216,1612,5000,74,5000,5000,8363.0,78.57007780958565,12.500761889271805
306,146.375,1751,5000,3,5000,5000,8363.0,78.57109047371084,12.500761889271804
307,125.859,1809,5000,122,5000,5000,8363.0,78.57210313783595,12.500761889271807
308,109.725,1885,5000,198,5000,5000,8363.0,78.5731158019611,12.500761889271804
309,3.154,2157,5000,914,5000,5000,8363.0,78.55473460062149,12.49994566095377
310,52.671,2204,5000,961,5000,5000,8363.0,78.55574726277109,12.499945660953768
311,54.681,2217,5000,974,5000,5000,8363.0,78.5567599249207,12.49994566095377
312,130.157,2034,5000,791,5000,5000,8363.0,78.55878524921992,12.499945660953768
313,102.775,2065,5000,822,5000,5000,8363.0,78.55979791136953,12.499945660953772
314,106.794,1976,5000,733,5000,5000,8363.0,78.56081057351913,12.499945660953765
315,70.703,1804,5000,155,5000,5000,8363.0,78.5678992085664,12.499945660953767
316,161.643,1831,5000,140,5000,5000,8363.0,78.56891187071602,12.499945660953772
317,117.401,1732,5000,15,5000,5000,8363.0,78.56992453286561,12.49994566095377
318,124.547,1908,5000,153,5000,5000,8363.0,78.57194985716485,12.499945660953767
319,99.118,1981,5000,226,5000,5000,8363.0,78.57296251931444,12.49994566095377
320,9.351,2017,5000,262,5000,5000,8363.0,78.57397518146409,12.499945660953768
321,50.997,2123,5000,881,5000,5000,8363.0,78.55458136437653,12.499129433621295
322,84.464,2140,5000,897,5000,5000,8363.0,78.55559402455074,12.499129433621292
323,98.811,2100,5000,857,5000,5000,8363.0,78.55660668472494,12.499129433621297
324,97.527,2034,5000,791,5000,5000,8363.0,78.55863200507338,12.499129433621293
325,72.406,2034,5000,791,5000,5000,8363.0,78.55964466524759,12.499129433621297
326,110.758,1926,5000,683,5000,5000,8363.0,78.56065732542181,12.499129433621293
327,27.243,1858,5000,126,5000,5000,8363.0,78.56774594664132,12.499129433621295
328,140.848,1858,5000,126,5000,5000,8363.0,78.56875860681554,12.499129433621293
329,115.503,1803,5000,70,5000,5000,8363.0,78.56977126698976,12.499129433621295
330,76.007,1944,5000,212,5000,5000,8363.0,78.57078392716397,12.499129433621292
331,120.723,1998,5000,243,5000,5000,8363.0,78.5717965873382,12.499129433621297
332,61.938,1986,5000,230,5000,5000,8363.0,78.57280924751241,12.499129433621295
333,55.295,1983,5000,741,5000,5000,8363.0,78.55442813897345,12.498313207274306
334,71.038,2057,5000,815,5000,5000,8363.0,78.55544079717242,12.498313207274306
335,26.182,2011,5000,769,5000,5000,8363.0,78.5564534553714,12.498313207274306
336,10.495,1922,5000,679,5000,5000,8363.0,78.55949142996826,12.498313207274306
337,60.459,1849,5000,606,5000,5000,8363.0,78.56050408816724,12.498313207274306
338,46.949,5000,5000,5000,22,5000,8363.0,78.56151674636621,12.498313207274306
339,41.143,663,5000,0,5000,5000,8363.0,78.56252940456515,12.498313207274306
340,103.166,663,5000,0,5000,5000,8363.0,78.56354206276411,12.498313207274306
341,163.792,804,5000,141,5000,5000,8363.0,78.56455472096307,12.498313207274306
342,95.936,862,5000,158,5000,5000,8363.0,78.56556737916203,12.49831320727431
