,POP_2015,community_space,food_choices,mobility,ID_HDC_G0,lng,lat
450,18.191,5000,5000,635,12356.0,121.11324728065702,31.967261352587585
451,23.842,1585,3863,718,12356.0,121.03520335962558,31.966400379823284
452,25.275,1585,3863,718,12356.0,121.03630817424285,31.966400379823284
453,21.583,866,3145,0,12356.0,121.04293706194652,31.966400379823288
454,26.108,866,3145,0,12356.0,121.04404187656382,31.96640037982328
455,11.732,846,4728,54,12356.0,121.06282372505757,31.96640037982328
456,14.399,1162,5000,366,12356.0,121.06613816890942,31.96640037982328
457,25.627,1518,5000,429,12356.0,121.06945261276127,31.96640037982328
458,31.548,1518,5000,429,12356.0,121.07055742737855,31.966400379823284
459,33.531,1805,5000,295,12356.0,121.07166224199582,31.966400379823284
460,21.617,2372,5000,192,12356.0,121.07608150046494,31.96640037982328
461,16.57,2366,5000,156,12356.0,121.07718631508223,31.966400379823284
462,20.99,2464,5000,42,12356.0,121.07829112969952,31.966400379823284
463,20.067,2558,5000,115,12356.0,121.07939594431679,31.966400379823284
464,23.21,2687,5000,32,12356.0,121.08050075893408,31.966400379823277
465,21.164,2823,5000,147,12356.0,121.08160557355134,31.96640037982328
466,30.705,2856,5000,115,12356.0,121.08271038816864,31.96640037982329
467,15.901,3682,5000,0,12356.0,121.08492001740319,31.966400379823284
468,22.565,3682,5000,0,12356.0,121.08602483202048,31.966400379823277
469,26.446,4473,5000,507,12356.0,121.09928260742782,31.96640037982328
470,26.514,4502,5000,478,12356.0,121.1003874220451,31.966400379823288
471,21.809,4782,5000,669,12356.0,121.10259705127967,31.96640037982328
472,23.613,4782,5000,669,12356.0,121.10370186589698,31.966400379823284
473,27.19,4960,5000,490,12356.0,121.10480668051427,31.966400379823288
474,21.282,4960,5000,490,12356.0,121.10591149513152,31.96640037982328
475,19.36,5000,5000,696,12356.0,121.10701630974877,31.96640037982328
476,13.532,5000,5000,696,12356.0,121.10812112436608,31.96640037982328
477,26.377,5000,5000,497,12356.0,121.10922593898336,31.966400379823284
478,25.782,5000,5000,497,12356.0,121.11033075360064,31.966400379823277
479,25.342,5000,5000,502,12356.0,121.11254038283519,31.96640037982328
480,29.161,5000,5000,571,12356.0,121.11364519745248,31.96640037982328
481,2.188,5000,5000,979,12356.0,121.11916927053889,31.966400379823284
482,27.541,2339,4618,1472,12356.0,121.03007771112915,31.965539410107635
483,19.208,2339,4618,1472,12356.0,121.03118251929826,31.965539410107635
484,7.675,499,4569,168,12356.0,121.05880272352542,31.965539410107635
485,12.071,499,4569,168,12356.0,121.05990753169452,31.965539410107635
486,7.348,792,4783,0,12356.0,121.06211714803267,31.965539410107638
487,19.301,795,4786,0,12356.0,121.06322195620176,31.965539410107635
488,16.973,1162,5000,366,12356.0,121.06543157253992,31.965539410107635
489,9.673,1518,5000,429,12356.0,121.0687459970472,31.96553941010763
490,25.505,1518,5000,429,12356.0,121.06985080521628,31.965539410107635
491,28.702,2294,5000,0,12356.0,121.07427003789262,31.965539410107635
492,25.503,2294,5000,0,12356.0,121.0753748460617,31.965539410107635
493,19.837,2823,5000,147,12356.0,121.08089888690711,31.96553941010763
494,21.592,2947,5000,239,12356.0,121.08200369507622,31.965539410107635
495,31.089,2961,5000,220,12356.0,121.0831085032453,31.965539410107638
496,29.669,3682,5000,0,12356.0,121.0842133114144,31.965539410107635
497,22.832,3667,5000,67,12356.0,121.08531811958346,31.965539410107635
498,20.904,3502,5000,42,12356.0,121.08642292775255,31.965539410107635
499,18.009,3467,5000,199,12356.0,121.08752773592165,31.965539410107635
500,25.41,4201,5000,364,12356.0,121.09415658493614,31.965539410107635
501,26.148,4201,5000,364,12356.0,121.09526139310523,31.965539410107635
502,25.534,5000,5000,336,12356.0,121.11293832381062,31.96553941010763
503,25.919,5000,5000,979,12356.0,121.11846236465607,31.965539410107635
504,27.834,5000,5000,979,12356.0,121.11956717282514,31.965539410107638
505,8.316,512,4737,0,12356.0,121.05920099817968,31.964678443440523
506,13.486,512,4737,0,12356.0,121.06030579990086,31.964678443440526
507,11.772,2933,5000,257,12356.0,121.0812970326031,31.964678443440523
508,23.173,2961,5000,220,12356.0,121.08240183432426,31.964678443440523
509,23.47,3612,5000,131,12356.0,121.08461143776664,31.964678443440526
510,22.393,3587,5000,156,12356.0,121.0857162394878,31.964678443440526
511,13.338,3451,5000,89,12356.0,121.08682104120895,31.964678443440526
512,26.117,3324,5000,0,12356.0,121.08792584293013,31.964678443440526
513,24.76,4119,5000,218,12356.0,121.09455465325716,31.964678443440526
514,24.605,4119,5000,218,12356.0,121.09565945497833,31.964678443440523
515,20.718,4588,5000,290,12356.0,121.10007866186304,31.964678443440526
516,17.568,4603,5000,276,12356.0,121.10118346358416,31.964678443440526
517,13.954,5000,5000,296,12356.0,121.10449786874773,31.964678443440526
518,7.588,5000,5000,296,12356.0,121.10560267046887,31.96467844344052
519,25.888,5000,5000,322,12356.0,121.10891707563238,31.964678443440526
520,26.985,5000,5000,322,12356.0,121.11002187735353,31.964678443440526
521,30.258,5000,5000,336,12356.0,121.11223148079588,31.96467844344053
522,29.775,5000,5000,336,12356.0,121.11333628251705,31.964678443440526
523,10.836,0,4012,0,12356.0,121.05076092836251,31.963817479821838
524,1.917,71,3941,71,12356.0,121.05186572363604,31.963817479821834
525,6.443,183,4196,183,12356.0,121.05297051890956,31.963817479821834
526,5.773,0,4419,407,12356.0,121.05518010945664,31.963817479821838
527,1.945,512,4737,0,12356.0,121.05849449527727,31.963817479821838
528,5.1,512,4737,0,12356.0,121.05959929055079,31.963817479821834
529,6.695,438,4810,0,12356.0,121.06070408582434,31.963817479821845
530,10.332,730,5000,0,12356.0,121.06291367637138,31.963817479821834
531,4.02,1037,5000,185,12356.0,121.06622806219201,31.963817479821834
532,8.776,1223,5000,0,12356.0,121.06733285746553,31.96381747982184
533,10.721,1223,5000,0,12356.0,121.06843765273909,31.963817479821838
534,20.456,1396,5000,172,12356.0,121.06954244801261,31.963817479821838
535,14.383,1396,5000,172,12356.0,121.07064724328615,31.963817479821838
536,24.726,1589,5000,365,12356.0,121.07175203855968,31.963817479821845
537,27.01,1792,5000,568,12356.0,121.07396162910676,31.963817479821838
538,21.796,3530,5000,205,12356.0,121.08390478656857,31.963817479821838
539,21.796,3530,5000,205,12356.0,121.08500958184209,31.963817479821838
540,25.299,3367,5000,43,12356.0,121.08611437711563,31.963817479821838
541,27.078,3324,5000,0,12356.0,121.08721917238917,31.963817479821845
542,23.724,4119,5000,218,12356.0,121.09495273930393,31.963817479821834
543,2.193,5000,5000,2254,12356.0,121.1369349596983,31.963817479821838
544,15.136,5000,5000,1714,12356.0,121.14577332188658,31.963817479821838
545,9.288,5000,5000,347,12356.0,121.15903086516896,31.963817479821838
546,11.568,5000,5000,334,12356.0,121.16013566044249,31.963817479821834
547,9.99,5000,5000,259,12356.0,121.16124045571605,31.963817479821834
548,4.708,667,3549,0,12356.0,121.0434257682456,31.962956519251442
549,9.191,667,3549,0,12356.0,121.04453055707174,31.962956519251435
550,10.139,0,4012,0,12356.0,121.05005450120265,31.962956519251435
551,5.127,55,4050,55,12356.0,121.05115929002885,31.962956519251446
552,2.461,183,4196,183,12356.0,121.05226407885499,31.962956519251435
553,6.69,183,4196,183,12356.0,121.05336886768119,31.962956519251435
554,6.686,0,4419,407,12356.0,121.05447365650737,31.962956519251435
555,5.258,0,4419,407,12356.0,121.05557844533358,31.96295651925144
556,7.679,438,4810,0,12356.0,121.05889281181209,31.962956519251442
557,14.894,438,4810,0,12356.0,121.05999760063828,31.962956519251435
558,15.435,726,5000,0,12356.0,121.06220717829063,31.962956519251435
559,9.374,1037,5000,185,12356.0,121.06552154476915,31.96295651925144
560,10.359,1223,5000,0,12356.0,121.06773112242153,31.96295651925144
561,15.176,1977,5000,412,12356.0,121.07546464420477,31.962956519251435
562,7.397,2045,5000,344,12356.0,121.07656943303098,31.962956519251435
563,12.671,2303,5000,602,12356.0,121.0787790106833,31.96295651925144
564,15.405,2680,5000,531,12356.0,121.08209337716188,31.96295651925144
565,21.232,2680,5000,531,12356.0,121.08319816598802,31.96295651925144
566,16.96,3051,5000,178,12356.0,121.08651253246657,31.962956519251435
567,26.588,3155,5000,74,12356.0,121.08761732129275,31.96295651925144
568,29.694,3229,5000,0,12356.0,121.08872211011892,31.962956519251435
569,22.385,3901,5000,0,12356.0,121.09535084307602,31.96295651925144
570,20.531,3901,5000,0,12356.0,121.09645563190217,31.962956519251435
571,27.983,5000,5000,1098,12356.0,121.12407535255663,31.962956519251435
572,9.249,5000,5000,1098,12356.0,121.12518014138281,31.962956519251435
573,3.928,5000,5000,2254,12356.0,121.13622802964463,31.96295651925144
574,4.606,5000,5000,2254,12356.0,121.1373328184708,31.96295651925144
575,11.527,5000,5000,1714,12356.0,121.14506634025405,31.962956519251442
576,7.289,131,4047,131,12356.0,121.0504528870297,31.962095561729218
577,6.268,131,4047,131,12356.0,121.0515576694088,31.962095561729218
578,11.483,1624,5000,423,12356.0,121.07033896985354,31.962095561729214
579,14.35,1796,5000,595,12356.0,121.07144375223267,31.962095561729214
580,16.42,1796,5000,595,12356.0,121.07254853461176,31.96209556172922
581,13.917,1974,5000,774,12356.0,121.07365331699089,31.962095561729218
582,12.022,1977,5000,412,12356.0,121.07475809936996,31.962095561729218
583,12.362,2045,5000,344,12356.0,121.07586288174907,31.96209556172922
584,10.368,2303,5000,602,12356.0,121.07807244650729,31.96209556172922
585,22.421,2680,5000,531,12356.0,121.08138679364455,31.962095561729218
586,13.778,2680,5000,531,12356.0,121.08249157602367,31.962095561729218
587,20.033,3051,5000,178,12356.0,121.08580592316099,31.96209556172922
588,17.011,3149,5000,80,12356.0,121.08691070554009,31.962095561729214
589,25.206,3229,5000,110,12356.0,121.0880154879192,31.962095561729218
590,20.42,3901,5000,0,12356.0,121.09464418219382,31.96209556172922
591,14.866,3901,5000,0,12356.0,121.09574896457289,31.96209556172922
592,15.442,4366,5000,15,12356.0,121.10016809408931,31.96209556172922
593,21.375,4381,5000,0,12356.0,121.10127287646841,31.962095561729218
594,17.234,4835,5000,0,12356.0,121.10458722360572,31.96209556172922
595,12.912,4835,5000,0,12356.0,121.10569200598482,31.96209556172922
596,23.451,5000,5000,0,12356.0,121.11011113550121,31.962095561729218
597,17.692,5000,5000,22,12356.0,121.11232070025943,31.96209556172922
598,13.043,5000,5000,16,12356.0,121.11342548263852,31.962095561729218
599,17.531,5000,5000,64,12356.0,121.11453026501762,31.962095561729218
600,18.48,5000,5000,566,12356.0,121.11894939453404,31.962095561729218
601,14.345,5000,5000,1098,12356.0,121.12336852405048,31.962095561729218
602,8.23,5000,5000,1098,12356.0,121.12447330642955,31.962095561729218
603,16.801,5000,5000,591,12356.0,121.1598263425608,31.96209556172922
604,16.429,5000,5000,0,12356.0,121.16093112493994,31.962095561729218
605,15.312,1337,4219,399,12356.0,121.03980353124659,31.961234607255044
606,8.818,745,5000,306,12356.0,121.0596894980281,31.96123460725505
607,15.765,745,5000,306,12356.0,121.06079427396038,31.96123460725505
608,12.489,1014,5000,284,12356.0,121.06300382582499,31.96123460725505
609,9.354,1307,5000,455,12356.0,121.0652133776896,31.961234607255047
610,12.108,1307,5000,455,12356.0,121.0663181536219,31.961234607255047
611,7.61,1624,5000,423,12356.0,121.06963248141882,31.96123460725505
612,7.446,1796,5000,595,12356.0,121.07073725735113,31.961234607255047
613,12.731,1796,5000,595,12356.0,121.07184203328343,31.961234607255047
614,14.128,1974,5000,774,12356.0,121.07294680921574,31.961234607255047
615,11.419,1974,5000,774,12356.0,121.07405158514804,31.96123460725505
616,28.944,3174,5000,161,12356.0,121.08620412040341,31.961234607255054
617,25.528,3235,5000,110,12356.0,121.0873088963357,31.961234607255044
618,26.353,3896,5000,168,12356.0,121.09504232786183,31.96123460725505
619,24.543,3896,5000,168,12356.0,121.09614710379411,31.961234607255047
620,27.599,4835,5000,0,12356.0,121.10498531125256,31.961234607255047
621,20.116,5000,5000,0,12356.0,121.10940441498178,31.96123460725505
622,17.197,5000,5000,9,12356.0,121.1127187427787,31.961234607255047
623,24.871,5000,5000,64,12356.0,121.113823518711,31.961234607255047
624,0.0,5000,5000,1905,12356.0,121.14475724481552,31.961234607255047
625,0.29,5000,5000,1905,12356.0,121.14586202074786,31.96123460725505
626,21.604,5000,5000,591,12356.0,121.15911933193547,31.961234607255047
627,13.964,5000,5000,0,12356.0,121.16022410786779,31.961234607255047
628,23.258,5000,5000,50,12356.0,121.16132888380007,31.961234607255044
629,12.518,1337,4219,399,12356.0,121.03909724747832,31.96037365582881
630,14.564,938,3819,0,12356.0,121.04241155593567,31.9603736558288
631,9.383,938,3819,0,12356.0,121.04351632542145,31.96037365582881
632,8.665,374,4290,374,12356.0,121.05124971182195,31.960373655828803
633,3.626,374,4290,374,12356.0,121.05235448130776,31.96037365582881
634,13.704,328,4748,735,12356.0,121.05456402027936,31.96037365582881
635,11.253,328,4748,735,12356.0,121.05566878976511,31.960373655828803
636,9.277,745,5000,306,12356.0,121.05898309822248,31.9603736558288
637,11.882,745,5000,306,12356.0,121.06008786770826,31.96037365582881
638,9.469,1004,5000,301,12356.0,121.06229740667983,31.960373655828807
639,9.038,1004,5000,301,12356.0,121.06340217616561,31.960373655828803
640,5.606,1361,5000,687,12356.0,121.06892602359457,31.960373655828803
641,4.559,1432,5000,616,12356.0,121.07003079308033,31.9603736558288
642,12.602,1858,5000,792,12356.0,121.07334510153771,31.960373655828807
643,8.438,1858,5000,792,12356.0,121.07444987102346,31.960373655828803
644,12.161,2003,5000,648,12356.0,121.07555464050928,31.96037365582881
645,13.823,2088,5000,623,12356.0,121.07665940999506,31.960373655828803
646,22.522,2435,5000,970,12356.0,121.07997371845241,31.960373655828803
647,22.856,2676,5000,748,12356.0,121.08218325742399,31.96037365582881
648,29.031,2676,5000,748,12356.0,121.08328802690977,31.9603736558288
649,27.388,3155,5000,269,12356.0,121.08660233536713,31.960373655828807
650,26.725,3160,5000,264,12356.0,121.08770710485291,31.960373655828803
651,29.372,3896,5000,168,12356.0,121.09433572176762,31.9603736558288
652,29.198,3896,5000,168,12356.0,121.09544049125343,31.960373655828807
653,13.632,5000,5000,251,12356.0,121.113116803026,31.960373655828807
654,21.493,5000,5000,282,12356.0,121.11422157251181,31.960373655828807
655,22.168,5000,5000,369,12356.0,121.11532634199756,31.960373655828807
656,20.346,5000,5000,794,12356.0,121.11864065045494,31.960373655828807
657,16.285,5000,5000,794,12356.0,121.1197454199407,31.960373655828807
658,20.24,5000,5000,1326,12356.0,121.12416449788385,31.960373655828803
659,18.412,5000,5000,1326,12356.0,121.12526926736966,31.960373655828803
660,12.171,5000,5000,201,12356.0,121.16062189091481,31.9603736558288
661,27.934,5000,5000,201,12356.0,121.16172666040059,31.960373655828807
662,11.517,374,4290,374,12356.0,121.0505433877467,31.95951270745037
663,11.721,374,4290,374,12356.0,121.05164815078622,31.959512707450372
664,6.803,787,5000,282,12356.0,121.06269578118172,31.959512707450372
665,14.869,787,5000,282,12356.0,121.06380054422125,31.959512707450372
666,8.381,1361,5000,687,12356.0,121.06821959637945,31.959512707450372
667,12.576,1396,5000,651,12356.0,121.069324359419,31.959512707450372
668,11.106,1432,5000,616,12356.0,121.07042912245853,31.959512707450372
669,14.247,1858,5000,792,12356.0,121.07263864853765,31.959512707450372
670,9.854,1858,5000,792,12356.0,121.07374341157721,31.959512707450372
671,9.891,2088,5000,623,12356.0,121.07484817461673,31.959512707450372
672,9.314,2088,5000,623,12356.0,121.07595293765628,31.95951270745037
673,27.995,2435,5000,970,12356.0,121.07926722677493,31.959512707450372
674,22.553,2513,5000,911,12356.0,121.08258151589355,31.959512707450372
675,26.297,5000,5000,233,12356.0,121.11241011796135,31.959512707450372
676,15.622,5000,5000,267,12356.0,121.11351488100088,31.959512707450372
677,26.074,5000,5000,369,12356.0,121.11461964404045,31.959512707450372
678,26.898,5000,5000,794,12356.0,121.1179339331591,31.959512707450372
679,27.028,5000,5000,794,12356.0,121.11903869619861,31.959512707450376
680,22.943,5000,5000,1326,12356.0,121.1234577483568,31.959512707450372
681,24.295,5000,5000,1326,12356.0,121.12456251139636,31.95951270745037
682,11.388,5000,5000,1413,12356.0,121.12566727443591,31.959512707450372
683,13.796,5000,5000,2569,12356.0,121.13671490483136,31.959512707450372
684,1.416,5000,5000,2569,12356.0,121.13781966787094,31.959512707450372
685,17.126,5000,5000,201,12356.0,121.15991492866186,31.959512707450372
686,17.131,5000,5000,201,12356.0,121.16101969170141,31.959512707450372
687,0.777,787,5000,282,12356.0,121.06198941680424,31.95865176211964
688,10.261,787,5000,282,12356.0,121.0630941733978,31.958651762119633
689,21.468,2513,5000,911,12356.0,121.0818750354888,31.95865176211964
690,26.223,2489,5000,935,12356.0,121.0829797920824,31.958651762119633
691,23.185,2980,5000,459,12356.0,121.08739881845673,31.958651762119633
692,20.271,2962,5000,477,12356.0,121.08850357505032,31.95865176211964
693,23.284,3677,5000,426,12356.0,121.09513211461184,31.958651762119636
694,25.392,3653,5000,450,12356.0,121.09623687120543,31.958651762119636
695,19.304,4192,5000,467,12356.0,121.1006558975798,31.958651762119633
696,17.568,5000,5000,541,12356.0,121.11391297670284,31.958651762119636
697,30.723,5000,5000,541,12356.0,121.11501773329643,31.95865176211963
698,31.207,5000,5000,965,12356.0,121.11943675967078,31.95865176211964
699,0.521,5000,5000,1413,12356.0,121.12385578604511,31.958651762119636
700,18.622,5000,5000,1413,12356.0,121.12496054263872,31.958651762119636
701,28.328,5000,5000,2569,12356.0,121.13600810857459,31.958651762119633
702,7.397,5000,5000,2569,12356.0,121.13711286516819,31.958651762119633
703,11.586,2962,5000,477,12356.0,121.08779708658162,31.95779081983646
704,14.289,3653,5000,450,12356.0,121.09442558746906,31.957790819836458
705,15.033,3644,5000,458,12356.0,121.09553033761699,31.957790819836458
706,22.094,4192,5000,467,12356.0,121.09994933820859,31.957790819836465
707,17.141,5000,5000,541,12356.0,121.11431109013141,31.957790819836465
708,10.508,5000,5000,965,12356.0,121.11873009072302,31.957790819836465
709,13.204,5000,5000,2296,12356.0,121.14524409427278,31.957790819836458
710,20.148,5000,5000,2324,12356.0,121.1463488444207,31.95779081983646
711,16.789,5000,5000,1049,12356.0,121.15960584619557,31.957790819836458
712,10.03,5000,5000,744,12356.0,121.1607105963435,31.957790819836468
713,20.664,5000,5000,439,12356.0,121.1618153464914,31.95779081983646
714,7.066,504,5000,0,12356.0,121.06278626726831,31.956929880600736
715,7.361,504,5000,0,12356.0,121.06389101097083,31.956929880600736
716,6.782,2785,5000,653,12356.0,121.08819537242593,31.956929880600732
717,9.689,3208,5000,895,12356.0,121.09261434723598,31.956929880600736
718,6.435,3503,5000,600,12356.0,121.09482383464096,31.956929880600736
719,1.42,3503,5000,600,12356.0,121.09592857834352,31.956929880600736
720,17.531,5000,5000,1010,12356.0,121.1191281960961,31.956929880600732
721,11.351,5000,5000,1010,12356.0,121.12023293979861,31.95692988060074
722,7.414,5000,5000,1332,12356.0,121.12465191460865,31.956929880600743
723,17.746,5000,5000,2324,12356.0,121.14453730125375,31.956929880600732
724,20.183,5000,5000,2324,12356.0,121.14564204495628,31.956929880600743
725,13.036,5000,5000,1144,12356.0,121.16000371308886,31.95692988060074
726,25.607,5000,5000,1144,12356.0,121.16110845679135,31.956929880600736
727,7.969,222,5000,282,12356.0,121.05987050729719,31.956068944412337
728,9.759,222,5000,282,12356.0,121.06097524455463,31.95606894441234
729,12.939,504,5000,0,12356.0,121.06207998181199,31.95606894441234
730,7.357,504,5000,0,12356.0,121.06318471906935,31.95606894441234
731,0.006,2133,5000,1291,12356.0,121.0830699897023,31.95606894441234
732,0.0,2408,5000,1030,12356.0,121.08638420147442,31.956068944412337
733,0.477,2616,5000,822,12356.0,121.08748893873181,31.956068944412337
734,11.946,2673,5000,794,12356.0,121.0885936759892,31.956068944412337
735,26.334,2736,5000,818,12356.0,121.08969841324661,31.95606894441234
736,22.894,5000,5000,1010,12356.0,121.11842158193856,31.95606894441234
737,18.455,5000,5000,1010,12356.0,121.11952631919597,31.95606894441234
738,8.778,482,5000,708,12356.0,121.05474534208213,31.955208011271147
739,9.707,482,5000,708,12356.0,121.05585007289464,31.955208011271147
740,14.648,222,5000,282,12356.0,121.05916426533227,31.95520801127115
741,11.543,222,5000,282,12356.0,121.06026899614481,31.955208011271147
742,10.543,812,5000,601,12356.0,121.06910684264518,31.955208011271147
743,11.041,937,5000,726,12356.0,121.0702115734577,31.955208011271147
744,6.291,1116,5000,904,12356.0,121.07131630427024,31.955208011271143
745,5.038,1116,5000,904,12356.0,121.07242103508277,31.95520801127115
746,6.884,1280,5000,1068,12356.0,121.07352576589534,31.95520801127115
747,5.171,1280,5000,1068,12356.0,121.07463049670788,31.955208011271143
748,14.06,2133,5000,1291,12356.0,121.08236361239564,31.955208011271143
749,12.324,2624,5000,1246,12356.0,121.08346834320818,31.95520801127114
750,16.316,2624,5000,1246,12356.0,121.08457307402072,31.955208011271143
751,16.583,2408,5000,1030,12356.0,121.08567780483328,31.955208011271143
752,12.231,2565,5000,873,12356.0,121.08678253564584,31.955208011271147
753,3.137,2618,5000,845,12356.0,121.08788726645837,31.955208011271147
754,5.449,2736,5000,892,12356.0,121.08899199727091,31.95520801127115
755,18.393,2810,5000,892,12356.0,121.09009672808347,31.955208011271143
756,23.241,3110,5000,1086,12356.0,121.09230618970852,31.955208011271147
757,6.015,3161,5000,1035,12356.0,121.09341092052107,31.95520801127115
758,3.106,3388,5000,808,12356.0,121.09562038214617,31.955208011271143
759,11.431,3846,5000,807,12356.0,121.10003930539634,31.955208011271143
760,21.889,3859,5000,793,12356.0,121.10114403620886,31.955208011271143
761,18.66,4327,5000,698,12356.0,121.10556295945902,31.95520801127115
762,23.073,4327,5000,698,12356.0,121.10666769027159,31.95520801127115
763,18.796,4725,5000,299,12356.0,121.1099818827092,31.955208011271147
764,6.274,5000,5000,0,12356.0,121.1132960751468,31.95520801127115
765,11.797,5000,5000,42,12356.0,121.11440080595936,31.955208011271143
766,11.88,145,5000,488,12356.0,121.05845805396716,31.954347081177026
767,8.5,145,5000,488,12356.0,121.05956277833515,31.95434708117703
768,7.528,0,5000,343,12356.0,121.06066750270314,31.95434708117703
769,9.322,277,5000,65,12356.0,121.0628769514391,31.954347081177026
770,6.052,277,5000,65,12356.0,121.06398167580707,31.954347081177026
771,9.15,812,5000,601,12356.0,121.06840057327899,31.954347081177026
772,11.514,937,5000,726,12356.0,121.06950529764696,31.95434708117703
773,12.641,1116,5000,904,12356.0,121.07171474638288,31.954347081177026
774,7.324,1280,5000,1068,12356.0,121.0728194707509,31.95434708117703
775,12.013,1280,5000,1068,12356.0,121.07392419511888,31.95434708117703
776,25.175,2624,5000,1246,12356.0,121.08276199006269,31.954347081177026
777,19.534,2624,5000,1246,12356.0,121.08386671443067,31.954347081177026
778,22.224,2664,5000,911,12356.0,121.08718088753461,31.95434708117703
779,9.038,2664,5000,911,12356.0,121.08828561190259,31.954347081177023
780,21.101,4327,5000,698,12356.0,121.10485647742227,31.954347081177026
781,14.454,4327,5000,698,12356.0,121.10596120179025,31.95434708117703
782,15.986,4725,5000,299,12356.0,121.1092753748942,31.95434708117703
783,9.144,5000,5000,12,12356.0,121.11258954799811,31.954347081177023
784,10.191,5000,5000,42,12356.0,121.11369427236612,31.954347081177026
785,4.915,889,5000,1011,12356.0,121.05112356565846,31.953486154129884
786,4.585,496,5000,839,12356.0,121.05443771942956,31.953486154129884
787,6.381,496,5000,839,12356.0,121.05554243735321,31.953486154129884
788,4.319,145,5000,488,12356.0,121.05775187320062,31.953486154129884
789,5.109,145,5000,488,12356.0,121.0588565911243,31.953486154129884
790,4.611,0,5000,343,12356.0,121.059961309048,31.95348615412988
791,16.154,277,5000,65,12356.0,121.06217074489541,31.953486154129884
792,11.116,343,5000,0,12356.0,121.06327546281909,31.953486154129884
793,2.635,3610,5000,1031,12356.0,121.0953122826062,31.95348615412988
794,13.297,3610,5000,1031,12356.0,121.09641700052993,31.953486154129884
795,21.597,4393,5000,867,12356.0,121.10525474391947,31.953486154129884
796,13.353,4393,5000,867,12356.0,121.10635946184317,31.953486154129887
797,2.773,4785,5000,476,12356.0,121.10967361561426,31.953486154129884
798,0.571,4785,5000,476,12356.0,121.11077833353792,31.953486154129884
799,9.386,5000,5000,173,12356.0,121.11298776938533,31.953486154129887
800,12.324,5000,5000,173,12356.0,121.11409248730901,31.95348615412988
801,3.206,889,5000,1011,12356.0,121.05041745415312,31.952625230129577
802,13.104,496,5000,839,12356.0,121.05483630007188,31.952625230129573
803,2.219,3610,5000,1031,12356.0,121.09571062482037,31.95262523012957
804,9.076,4393,5000,867,12356.0,121.10565302813761,31.952625230129573
805,0.521,4785,5000,476,12356.0,121.10896716257666,31.952625230129577
806,1.519,4785,5000,476,12356.0,121.11007187405633,31.952625230129573
807,9.888,5000,5000,173,12356.0,121.11228129701574,31.952625230129573
808,3.589,5000,5000,173,12356.0,121.11338600849543,31.952625230129577
809,7.311,1900,4870,0,12356.0,121.04308314302624,31.951764309175996
810,13.12,1336,5000,880,12356.0,121.05192078331393,31.951764309175992
811,1.143,1336,5000,880,12356.0,121.05302548834993,31.95176430917599
812,9.271,3083,5000,1313,12356.0,121.0894807545367,31.95176430917599
813,17.463,3182,5000,1412,12356.0,121.09058545957264,31.95176430917599
814,20.486,3519,5000,1454,12356.0,121.09389957468055,31.95176430917599
815,24.09,3882,5000,1568,12356.0,121.09721368978846,31.951764309175992
816,26.21,3882,5000,1568,12356.0,121.0983183948244,31.95176430917599
817,21.573,5000,5000,0,12356.0,121.11267956029192,31.95176430917599
818,16.825,5000,5000,47,12356.0,121.11378426532791,31.951764309175992
819,26.043,5000,5000,47,12356.0,121.11488897036385,31.951764309175992
820,10.196,1900,4870,0,12356.0,121.0423771313687,31.950903391269005
821,11.563,1949,4919,49,12356.0,121.04348182996122,31.95090339126901
822,11.391,1336,5000,880,12356.0,121.05121472010883,31.950903391269
823,5.955,1336,5000,880,12356.0,121.05231941870134,31.950903391268998
824,2.178,3078,5000,1316,12356.0,121.0887744722544,31.95090339126901
825,15.425,3182,5000,1412,12356.0,121.08987917084691,31.950903391269005
826,15.306,3519,5000,1454,12356.0,121.09319326662447,31.950903391269
827,20.875,3974,5000,1477,12356.0,121.09761206099454,31.950903391269005
828,14.368,4304,5000,1146,12356.0,121.10092615677208,31.950903391269
829,16.496,5000,5000,8,12356.0,121.11307784128975,31.950903391269005
830,21.635,5000,5000,47,12356.0,121.11418253988228,31.950903391269
831,10.669,1949,4919,49,12356.0,121.04167115030104,31.950042476408488
832,6.356,1949,4919,49,12356.0,121.04277584245038,31.95004247640849
833,14.969,5000,5000,274,12356.0,121.11276977074198,31.949181564594348
834,6.787,5000,5000,280,12356.0,121.11387445644844,31.94918156459434
835,18.548,5000,5000,320,12356.0,121.1149791421549,31.949181564594348
836,14.357,949,5000,263,12356.0,121.06345754447109,31.94832065582644
837,8.338,949,5000,263,12356.0,121.06456222373494,31.948320655826446
838,3.853,1403,5000,717,12356.0,121.06787626152652,31.948320655826443
839,10.342,1403,5000,717,12356.0,121.06898094079035,31.948320655826443
840,27.709,2446,5000,1760,12356.0,121.07892305416503,31.948320655826436
841,23.115,2446,5000,1760,12356.0,121.08002773342888,31.948320655826446
842,0.15,3398,5000,1650,12356.0,121.0888651675397,31.948320655826436
843,13.315,3410,5000,1650,12356.0,121.08996984680354,31.948320655826446
844,20.154,3493,5000,1728,12356.0,121.0910745260674,31.94832065582644
845,16.079,4160,5000,1778,12356.0,121.09770260165051,31.948320655826443
846,6.092,5000,5000,274,12356.0,121.1120634320806,31.94832065582644
847,6.461,5000,5000,274,12356.0,121.11316811134444,31.948320655826436
848,15.213,5000,5000,320,12356.0,121.1142727906083,31.948320655826443
