,POP_2015,education,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
67,33.068,219,107,296,520,4512.0,35.344697826669744,-23.86021421680302
68,36.409,115,109,221,628,4512.0,35.345752278491126,-23.86021421680302
69,29.048,331,109,202,629,4512.0,35.3468067303125,-23.86021421680302
70,28.718,440,107,94,733,4512.0,35.347861182133876,-23.86021421680302
71,16.972,555,13,13,849,4512.0,35.34891563395526,-23.86021421680302
72,14.569,441,114,74,522,4512.0,35.34273045853583,-23.861051034795164
73,11.21,437,109,79,517,4512.0,35.34378491457995,-23.86105103479517
74,15.766,327,0,189,412,4512.0,35.34483937062406,-23.861051034795167
75,27.351,280,168,335,498,4512.0,35.34589382666817,-23.861051034795164
76,33.738,423,123,110,537,4512.0,35.34694828271228,-23.861051034795164
77,32.345,540,6,6,632,4512.0,35.34800273875639,-23.861051034795164
78,25.395,721,0,59,708,4512.0,35.34905719480051,-23.861051034795164
79,32.863,516,189,0,448,4512.0,35.342872000596614,-23.86188785484215
80,10.933,516,189,0,448,4512.0,35.343926460863656,-23.861887854842152
81,18.115,488,161,196,251,4512.0,35.34498092113071,-23.86188785484215
82,28.391,340,228,300,403,4512.0,35.34603538139774,-23.86188785484215
83,33.3,543,131,134,497,4512.0,35.34708984166478,-23.86188785484215
84,27.932,595,77,90,551,4512.0,35.348144301931825,-23.86188785484215
85,30.906,729,12,51,688,4512.0,35.349198762198874,-23.86188785484215
86,28.137,598,270,82,365,4512.0,35.343013549209545,-23.862724676944055
87,29.12,593,266,86,361,4512.0,35.34406801369971,-23.862724676944058
88,28.664,509,181,217,230,4512.0,35.34512247818988,-23.862724676944055
89,34.144,426,311,219,317,4512.0,35.346176942680046,-23.862724676944058
90,37.677,586,147,158,481,4512.0,35.34723140717022,-23.862724676944058
91,34.176,640,98,112,533,4512.0,35.34828587166039,-23.862724676944058
92,42.126,861,28,97,564,4512.0,35.349340336150554,-23.862724676944055
93,20.304,942,53,162,617,4512.0,35.35039480064072,-23.862724676944055
94,26.342,782,454,266,550,4512.0,35.34315510437483,-23.863561501100982
95,29.835,782,454,266,550,4512.0,35.34420957308833,-23.863561501100982
96,26.333,643,315,219,97,4512.0,35.34526404180181,-23.863561501100982
97,34.926,536,215,109,207,4512.0,35.346318510515296,-23.863561501100982
98,35.474,641,121,0,316,4512.0,35.34737297922879,-23.863561501100985
99,30.826,795,98,156,473,4512.0,35.348427447942285,-23.863561501100982
100,17.758,853,40,126,531,4512.0,35.34948191665577,-23.863561501100982
101,18.687,942,53,162,617,4512.0,35.35053638536925,-23.863561501100982
102,39.669,782,454,266,550,4512.0,35.34329666609268,-23.864398327313015
103,36.239,811,391,304,328,4512.0,35.34435113902969,-23.864398327313015
104,28.611,740,222,316,0,4512.0,35.3454056119667,-23.86439832731302
105,33.479,642,110,215,112,4512.0,35.346460084903704,-23.86439832731302
106,30.196,752,0,121,222,4512.0,35.347514557840704,-23.864398327313012
107,29.611,861,109,230,331,4512.0,35.348569030777725,-23.864398327313015
108,35.721,986,147,234,464,4512.0,35.349623503714724,-23.86439832731302
109,35.123,840,328,342,106,4512.0,35.34449271152403,-23.865235155580237
110,19.371,740,222,316,0,4512.0,35.34554718868475,-23.865235155580237
111,30.674,1049,230,317,519,4512.0,35.34976509732762,-23.86523515558024
